old_url,ignoreDCLG page title,title,summary,body,price,order_url,publication_date,ignoretype from DCLG,publication_type,ignoreAlso detailed guidance?,ISBN,policy_1,policy_2,policy_3,policy_4,attachment_1_URL,attachment_1_title,attachment_2_URL,attachment_2_title,attachment_3_URL,attachment_3_title,attachment_4_URL,attachment_4_title,attachment_5_URL,attachment_5_title,attachment_6_URL,attachment_6_title,attachment_7_URL,attachment_7_title,attachment_8_URL,attachment_8_title,attachment_9_URL,attachment_9_title,attachment_10_URL,attachment_10_title,attachment_11_URL,attachment_11_title,attachment_12_URL,attachment_12_title,attachment_13_URL,attachment_13_title,attachment_14_URL,attachment_14_title,attachment_15_URL,attachment_15_title,attachment_16_URL,attachment_16_title,attachment_17_URL,attachment_17_title,attachment_18_URL,attachment_18_title,attachment_19_URL,attachment_19_title,attachment_20_URL,attachment_20_title,attachment_21_URL,attachment_21_title,attachment_22_URL,attachment_22_title,attachment_23_URL,attachment_23_title,attachment_24_URL,attachment_24_title,attachment_25_URL,attachment_25_title,attachment_26_URL,attachment_26_title,attachment_27_URL,attachment_27_title,attachment_28_URL,attachment_28_title,attachment_29_URL,attachment_29_title,attachment_30_URL,attachment_30_title,attachment_31_URL,attachment_31_title,attachment_32_URL,attachment_32_title,attachment_33_URL,attachment_33_title,attachment_34_URL,attachment_34_title,attachment_35_URL,attachment_35_title,attachment_36_URL,attachment_36_title
http://www.communities.gov.uk/publications/corporate/qeiidatafeb2011,Queen Elizabeth II Conference Centre expenditure over Â£500 February 2011,Queen Elizabeth II Conference Centre spending over Â£500: February 2011,,This document shows spending by the Queen Elizabeth II Conference Centre for February 2011.,Free,,1-Apr-11,Reports and summaries,transparency-data,,,,,,,http://www.communities.gov.uk/documents/corporate/xls/1880622.xls,Queen Elizabeth II Conference Centre February 2011 dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/corporate/qeiidatajan2011,Queen Elizabeth II Conference Centre expenditure over Â£500 January 2011,Queen Elizabeth II Conference Centre spending over Â£500: January 2011,,This document shows spending by the Queen Elizabeth II Conference Centre for January 2011.,Free,,28-Feb-11,Reports and summaries,transparency-data,,,,,,,http://www.communities.gov.uk/documents/corporate/xls/1852230.xls,Queen Elizabeth II Conference Centre January 2011 dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/corporate/qeiidatajuly2011,Queen Elizabeth II Conference Centre expenditure over Â£500 July 2011,Queen Elizabeth II Conference Centre spending over Â£500: July 2011,,This document shows spending by the Queen Elizabeth II Conference Centre for July 2011.,Free,,16-Sep-11,Reports and summaries,transparency-data,,,,,,,http://www.communities.gov.uk/documents/corporate/xls/1975446.xls,Queen Elizabeth II Conference Centre July 2011 dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/corporate/qeiidatajune2011,Queen Elizabeth II Conference Centre expenditure over Â£500 June 2011,Queen Elizabeth II Conference Centre spending over Â£500: June 2011,,This document shows spending by the Queen Elizabeth II Conference Centre for June 2011.,Free,,8-Aug-11,Reports and summaries,transparency-data,,,,,,,http://www.communities.gov.uk/documents/corporate/xls/1962271.xls,Queen Elizabeth II Conference Centre June 2011 dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/corporate/qeiidatamar2011,Queen Elizabeth II Conference Centre expenditure over Â£500 March 2011,Queen Elizabeth II Conference Centre spending over Â£500: March 2011,,This document shows spending by the Queen Elizabeth II Conference Centre for March 2011.,Free,,20-May-11,Reports and summaries,transparency-data,,,,,,,http://www.communities.gov.uk/documents/corporate/xls/1893465.xls,Queen Elizabeth II Conference Centre March 2011 dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/corporate/qeiidatamay2011,Queen Elizabeth II Conference Centre expenditure over Â£500 May 2011,Queen Elizabeth II Conference Centre spending over Â£500: May 2011,,This document shows spending by the Queen Elizabeth II Conference Centre for May 2011.,Free,,26-Jul-11,Reports and summaries,transparency-data,,,,,,,http://www.communities.gov.uk/documents/corporate/xls/1929103.xls,Queen Elizabeth II Conference Centre May 2011 dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/corporate/qeiidatanov2010,Queen Elizabeth II Conference Centre expenditure over Â£500 November 2010,Queen Elizabeth II Conference Centre spending over Â£500: November 2010,,This document shows spending by the Queen Elizabeth II Conference Centre for November 2010.,Free,,22-Dec-10,Reports and summaries,transparency-data,,,,,,,http://www.communities.gov.uk/documents/corporate/xls/177485511.xls,Queen Elizabeth II Conference Centre November dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/corporate/qeiidatanov2011,Queen Elizabeth II Conference Centre expenditure over Â£500 November 2011,Queen Elizabeth II Conference Centre spending over Â£500: November 2011,,This document shows spending by the Queen Elizabeth II Conference Centre for November 2011.,Free,,30-Dec-11,Reports and summaries,transparency-data,,,,,,,http://www.communities.gov.uk/documents/corporate/xls/2059488,Queen Elizabeth II Conference Centre November 2011 dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/corporate/qeiidataoct2010,Queen Elizabeth II Conference Centre expenditure over Â£500 October 2010,Queen Elizabeth II Conference Centre spending over Â£500: October 2010,,This document shows spending by the Queen Elizabeth II Conference Centre for October 2010.,Free,,22-Nov-10,Reports and summaries,transparency-data,,,,,,,http://www.communities.gov.uk/documents/corporate/xls/17748551.xls,Queen Elizabeth II Conference Centre October dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/corporate/qeiidataoct2011,Queen Elizabeth II Conference Centre expenditure over Â£500 October 2011,Queen Elizabeth II Conference Centre spending over Â£500: October 2011,,This document showsspending by the Queen Elizabeth II Conference Centre for October 2011.,Free,,30-Dec-11,Reports and summaries,transparency-data,,,,,,,http://www.communities.gov.uk/documents/corporate/xls/2059484,Queen Elizabeth II Conference Centre October 2011 dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/corporate/qeiidataq12010,Queen Elizabeth II Conference Centre expenditure over Â£500 Q1 2010,Queen Elizabeth II Conference Centre spending over Â£500: first quarter 2010,,These documents show spending by the Queen Elizabeth II Conference Centre for the first quarter of 2010.,Free,,19-Nov-10,Reports and summaries,transparency-data,,,,,,,http://www.communities.gov.uk/documents/corporate/xls/175179416.csv,Queen Elizabeth II Conference Centre April dataset (.csv format),http://www.communities.gov.uk/documents/corporate/xls/1751794161.csv,Queen Elizabeth II Conference Centre May dataset (.csv format),http://www.communities.gov.uk/documents/corporate/xls/1751794162.csv,Queen Elizabeth II Conference Centre June dataset (.csv format),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/corporate/qeiidataq22010,Queen Elizabeth II Conference Centre expenditure over Â£500 Q2 2010,Queen Elizabeth II Conference Centre spending over Â£500: second quarter 2010,,These documents show spending by the Queen Elizabeth II Conference Centre for the second quarter of 2010.,Free,,19-Nov-10,Reports and summaries,transparency-data,,,,,,,http://www.communities.gov.uk/documents/corporate/xls/1751794163.csv,Queen Elizabeth II Conference Centre July dataset (.csv format),http://www.communities.gov.uk/documents/corporate/xls/1751794164.csv,Queen Elizabeth II Conference Centre August dataset (.csv format),http://www.communities.gov.uk/documents/corporate/xls/1751794165.csv,Queen Elizabeth II Conference Centre September dataset (.csv format),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/corporate/qeiidatasep2011,Queen Elizabeth II Conference Centre expenditure over Â£500 September 2011,Queen Elizabeth II Conference Centre spending over Â£500: September 2011,,This document shows spending by the Queen Elizabeth II Conference Centre for September 2011.,Free,,27-Oct-11,Reports and summaries,transparency-data,,,,,,,http://www.communities.gov.uk/documents/corporate/xls/20170201.xls,Queen Elizabeth II Conference Centre September 2011 data set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/corporate/quarterlydatasummary,DCLG Business Plan Quarterly Data Summary - July 2011,DCLG business plan quarterly data summary: July 2011,,"On 18 July 2011 the government published the business plan quarterly data summaries.

They are designed to provide a quarterly snapshot on how each department is spending its budget, the results it has achieved and how it is deploying its workforce.",Free,,18-Jul-11,Reports and summaries,transparency-data,,,,,,,http://www.communities.gov.uk/documents/corporate/xls/1946910.xls,DCLG Business Plan Quarterly Data Summary - July 2011,http://www.communities.gov.uk/documents/corporate/xls/1946913.xls,DCLG Measurement Annex 1,http://www.communities.gov.uk/documents/corporate/xls/1946922.xls,DCLG Measurement Annex 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/corporate/spendingdata0910,Communities and Local Government spending data 2009-10,DCLG spending 2009 to 2010,,"### Payments to suppliers

Communities and Local Government is fully committed to the government's transparency agenda. In support of this we are pleased to publish data confirming the central Department's expenditure with suppliers for year 6 April 2009 to 5 April 2010. This data is provided in advance of our wider commitment to publish data via HM Treasury for publication on the data.gov.uk website later in the year. Our non-departmental public bodies, agencies and executive agencies are making their own arrangements to publish data for the same period later this year.

The attached report is freely re-usable under the same terms as data.gov.uk.

If you have any enquiries relating to any of the data provided, please send an email to [procurementhelp@communities.gsi.gov.uk](mailto:procurementhelp@communities.gsi.gov.uk). Our staff will aim to provide a response to your enquiry within 10 working days. While we aim to be as transparent as we can, there may be some cases where we will need to withhold information that could be regarded as sensitive for commercial or security reasons, or to protect personal privacy.

### Future developments

Publication of this information forms the first part of our ongoing commitment to be open and transparent with our expenditure information. Communities and Local Government will be publishing further information detailing our first quarter spend for 2010-11 with third-party suppliers by the end of September 2010..",Free,,12-Aug-10,Reports and summaries,transparency-data,,,,,,,http://www.communities.gov.uk/documents/corporate/pdf/1687841.pdf,Communities and Local Government group: Procurement expenditure 2009-10 - covering note,http://www.communities.gov.uk/documents/corporate/xls/1687998.xls,Communities and Local Government group: Procurement expenditure 2009-10,http://www.communities.gov.uk/documents/corporate/xls/1685138.xls,Communities and Local Government centre: Procurement expenditure 2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/corporate/statistics/indices2010guidance,The English Indices of Deprivation 2010: Guidance document,English indices of deprivation 2010: guidance,,"The purpose of the English indices of deprivation 2010 is to identify small areas of England which are experiencing multiple aspects of deprivation. It replaces the indices of deprivation 2007 as the official measure of deprivation in England.

This guidance document provides key information on the indices of deprivation 2010.",Free,,24-Mar-11,Reports and summaries,guidance,,9781409829263,bringing-people-together-in-strong-united-communities,,,,http://www.communities.gov.uk/documents/statistics/pdf/1871538.pdf,English Indices of Deprivation 2010: Guidance document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/corporate/thirdstatementregulation,Third statement of new regulation,"Third statement of new regulation of 'one-in, one-outâ€™ regime",Statement published every 6 months to give businesses an indication of when regulations affecting them will be coming into effect,"The third statement of new regulation is a forward look of all regulations in scope of governmentâ€™s â€˜one-in, one-outâ€™ regime (including measures which are deregulatory) being introduced by the Department for Communities and Local Government which will have an impact on businesses.

Theyâ€™re scheduled to come into force between 1 January 2012 and 30 June 2012. The headline figures show that the measures weâ€™re introducing this year will reduce burdens on businesses by an estimated Â£230,000 a year.",Free,,28-Feb-12,Reports and summaries,policy-papers,,9781409833680,,,,,http://www.communities.gov.uk/documents/corporate/pdf/2096557.pdf,Third statement of new regulation (SNR3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/corporate/thirdstatementupdate,Update on the Third Statement of New Regulation,"Third statement of new regulation of 'one-in, one-outâ€™ regime: update",,"The Department for Communities and Local Government's third statement of new regulation looked at all regulations in scope of the government's 'one-in, one-out' regime (including measures which are deregulatory) that came into force between 1 January and 30 June 2012. This update provides more detail on the progress of each measure that was included in the third statement of new regulation.

The statement of new regulation, combined with other measures that form part of the government's strategy for reducing regulation, is designed to reduce Whitehall's tendency to regulate and give businesses clarity about all new regulations being introduced. It provides an overview of the net costs and benefits to business and civil society organisations. The statement is published every 6 months to give businesses an indication of when regulations affecting them will be coming into effect.",Free,,17-Jul-12,Reports and summaries,policy-papers,,9781409835783,,,,,http://www.communities.gov.uk/documents/corporate/pdf/2182413.pdf,Update on the Third Statement of New Regulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/fire/firefuturesaccountability,Fire Futures: Localism and Accountability Report,Fire futures report: localism and accountability,,"This report outlines a series of proposals to extend localism, transparency and accountability in the fire and rescue service by offering communities a greater role in determining and monitoring local services.",Free,,20-Dec-10,Reports and summaries,policy-papers,,,supporting-fire-and-rescue-authorities-to-reduce-the-number-and-impact-of-fires,,,,http://www.communities.gov.uk/documents/fire/pdf/17982281.pdf,Fire Futures - Localism and Accountability Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/fire/firefuturesefficiencyreport,"Fire Futures: Efficiency, Effectiveness and Productivity Report","Fire futures report: efficiency, effectiveness and productivity",,"This ireports looks at ways to improve operational efficiency, purchasing and procurement in the fire and rescue service.",Free,,20-Dec-10,Reports and summaries,policy-papers,,,supporting-fire-and-rescue-authorities-to-reduce-the-number-and-impact-of-fires,,,,http://www.communities.gov.uk/documents/fire/pdf/17982251.pdf,"Fire Futures - Efficiency, Effectiveness and Productivity Report",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/fire/firefuturesforeword,Fire Futures: Chairs' Foreword - A series of options for the future of fire and rescue provision in England,Fire futures report: chairs' foreword,,This is the chairs' foreword to the fire futures report on options for the future provision of fire and rescue in England.,Free,,20-Dec-10,Reports and summaries,policy-papers,,,supporting-fire-and-rescue-authorities-to-reduce-the-number-and-impact-of-fires,,,,http://www.communities.gov.uk/documents/fire/pdf/17982031.pdf,Fire Futures - Chairs' Foreword: A Series of options for the future of fire and rescue provision in England.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/fire/firefuturesresponse,Fire Futures Report Government Response,Fire futures report: government response,Government response to the fire futures report on the reform of fire and rescue services,"This is the fire futures government response.

It outlines how the government intends to take forward with the sector the public service reform agenda in the context of fire and rescue services at the local level and in terms of national resilience.",Free,,12-Apr-11,Reports and summaries,policy-papers,,9781409829423,supporting-fire-and-rescue-authorities-to-reduce-the-number-and-impact-of-fires,,,,http://www.communities.gov.uk/documents/fire/pdf/1881649.pdf,Fire Futures report: government response,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/fire/firefuturesrolefrs,Fire Futures: Role of the Fire and Rescue Service (Delivery Models) Report,Fire futures report: delivery models,,This report looks at the additional powers and responsibilities required to overcome barriers faced by the fire and rescue service in delivering service and options for closer working with other emergency services.,Free,,20-Dec-10,Reports and summaries,policy-papers,,,supporting-fire-and-rescue-authorities-to-reduce-the-number-and-impact-of-fires,,,,http://www.communities.gov.uk/documents/fire/pdf/17982221.pdf,Fire Futures - Role of the Fire and Rescue Service (Delivery Models) Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/fire/firefuturesworkstream,Fire Futures: National Interests Workstream - Decentralisation in the fire sector - Empowering and protecting the citizen,Fire futures report: empowering and protecting the citizen,,"This report looks at the respective roles of the fire and rescue service and government in national resilience, the built environment, improved knowledge management and decentralisation.",Free,,20-Dec-10,Reports and summaries,policy-papers,,,supporting-fire-and-rescue-authorities-to-reduce-the-number-and-impact-of-fires,,,,http://www.communities.gov.uk/documents/fire/pdf/17982311.pdf,Fire Futures - National Interests Workstream - Decentralisation in the fire sector - Empowering and protecting the citizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/fire/fscpremarketengagement,The Fire Service College Pre-Market Engagement on Future Options,Fire Service College: pre-market engagement on future options,,"The government announced its intention to explore options for a new ownership, operational and governance model for the Fire Service College. To explore options and gauge market interest the Department for Communities and Local Government is undertaking a short phase of pre-market engagement. This document invites interested parties to offer clear views on the future of the college to allow the department to assess the reaction of the market to the overarching aim of delivering a new model for the Fire Service College.",Free,,5-Sep-11,Reports and summaries,policy-papers,,9781409831341,supporting-fire-and-rescue-authorities-to-reduce-the-number-and-impact-of-fires,,,,http://www.communities.gov.uk/documents/fire/pdf/1979886.pdf,Fire Servce College Pre-market engagement of future options,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/fire/futurecontrolnationalpicture,Grant for future control room services: Summary 'National Picture' of fire and rescue authority improvement plans,Grant for future control room services: summary national picture of fire and rescue authority improvement plans,The document provides a summary 'national picture' of the improvement plans proposed by the fire and rescue authorities in England,"The document provides a summary 'national picture' of the improvement plans proposed by the fire and rescue authorities in England, in response to the Department for Communities and Local Government invitation to them to submit bids for the future controls room services funding.

Based on information supplied by the fire and rescue authorities, the document summarises the planned improvements, delivery timescales and projected savings. The document shows a build-up of resilience across the country resulting from specific improvements at a local level in fire and rescue control services, including additional benefits resulting from partnering with other fire and rescue authorities.",Free,,1-Mar-12,Reports and summaries,policy-papers,,9781409833666,supporting-fire-and-rescue-authorities-to-reduce-the-number-and-impact-of-fires,,,,http://www.communities.gov.uk/documents/fire/pdf/2197002.pdf,Grant for future control room services: summary 'national picture' of fire and rescue authority improvement plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/fire/futurecontrolsummaries,Future control room services scheme: Fire and rescue authorities' summaries,Future control room services scheme: fire and rescue authorities' summaries,Fire and rescue authorities' summaries of local control centre improvement plans,This document provides the high-level summaries of information supplied by fire and rescue authorities in England in their bid for grant funding to support the upgrading and rationalisation of control services.,Free,,1-Mar-12,Reports and summaries,policy-papers,,9781409833659,supporting-fire-and-rescue-authorities-to-reduce-the-number-and-impact-of-fires,,,,http://www.communities.gov.uk/documents/fire/pdf/2197049.pdf,Future control room services scheme: fire and rescue authorities' summaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/fire/incidentrecordingsystem,Incident Recording System - Questions and Lists v 1.6 - (XML Schemas v1-0p) in use from April 2012,Incident recording system for fire and rescue authorities,,"This document describes the questions and options that are recorded for each type of incident within the incident recording system by fire and rescue authorities across Great Britain.

The document is aimed at users of this data both in fire and rescue authorities and elsewhere.",Free,,12-Jul-12,Reports and summaries,policy-papers,Y,9781409835899,supporting-fire-and-rescue-authorities-to-reduce-the-number-and-impact-of-fires,,,,http://www.communities.gov.uk/documents/fire/xls/IncidentRecordingTaxonomy,The XLS Incident Recording taxonomy hierarchical lists vers 1-0p,http://www.communities.gov.uk/documents/fire/pdf/incidentrecordingsystem,Incident Recording System - Questions and Lists - Version 1.6 - (XML Schemas v1-0p) in use from April 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/fire/updateresponsetimerelationships,Update of response time loss relationships for the Fire Service Emergency Cover toolkit - Fire Research Report 3/2010,Relationship between response times to fires and loss of life and property: fire service emergency cover toolkit,,"The fire service emergency cover toolkit uses formulae that relate response times to the loss of life and property in fires and special service incidents. These relationships were deveolped, mostly, using fire and incident data.

This draft report provides a summary of analysis completed to review and update response time-loss relationships used in the fires safety emergencey cover toolkit.",Free,,7-Dec-10,Reports and summaries,policy-papers,,9781409824374,supporting-fire-and-rescue-authorities-to-reduce-the-number-and-impact-of-fires,,,,http://www.communities.gov.uk/documents/fire/pdf/1778745.pdf,Update of response time loss relationships for the Fire Service Emergency Cover toolkit - Fire research Report 3/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/fire/USARPPEScenaria2,Urban Search and Rescue Personal Protective Equipment specification for high dust environments - Fire Research Report 6/2010,Personal protective equipment specification for urban search and rescue in high-dust environments,,This report continues work conducted by the Health and Safety Laboratory for the Department for Communities and Local Government on urban search and rescue personal protective equipment.,Free,,6-Dec-10,Reports and summaries,research-and-analysis,Y,9781409826699,supporting-fire-and-rescue-authorities-to-reduce-the-number-and-impact-of-fires,,,,http://www.communities.gov.uk/documents/fire/pdf/1779209.pdf,Urban Search and Rescue Personal Protective Equipment specification for high dust environments - Fire Research Report 6/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/fire/USARPPEScenario3CBR,"Urban Search and Rescue Personal Protective Equipment specification for high dust and chemical, biological and radiological, nuclear environments - Fire Research Report 7/2010","Personal protective equipment specification for urban search and rescue in high-dust and chemical, biological, radiological and nuclear environments",,This report continues work conducted by the Health and Safety Laboratory for the Department for Communities and Local Government on urban search and rescue personal protective equipment.,Free,,6-Dec-10,Reports and summaries,research-and-analysis,Y,9781409826699,supporting-fire-and-rescue-authorities-to-reduce-the-number-and-impact-of-fires,,,,http://www.communities.gov.uk/documents/fire/pdf/1779289.pdf,"Urban Search and Rescue Personal Protective Equipment specification for high dust and chemical, biological, radiological, nuclear environments - Fire Research Report 7/2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/acceleratingreleaseland,Accelerating the release of public sector land,Accelerating the release of public sector land,,"This summary report provides an update following the announcement by the Housing Minister in June 2011 of government plans to accelerate the release of public sector land to deliver up to 100,000 homes within the Comprehensive Spending Review period, and support economic growth.

It gives an overview of the work that has already been done, how we are and will continue to support and facilitate the accelerated release of public land, and proposals for taking the next phase of work forward.",Free,,5-Oct-11,Reports and summaries,policy-papers,,9781409831822,increasing-the-number-of-available-homes,giving-people-more-power-over-what-happens-in-their-neighbourhood,giving-communities-more-power-in-planning-local-development,,http://www.communities.gov.uk/documents/housing/pdf/2001846.pdf,"Accelerating the release of public sector land: Update, overview and next steps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/advisorygroupnotes,English housing survey Advisory Group notes November 2010,English housing survey advisory group notes: November 2010,,This document provides the discussion papers and minutes of the meeting of the English housing survey advisory group on 5 November 2010.,Free,,16-Dec-10,Reports and summaries,policy-papers,,9781409826965,helping-people-to-buy-a-home,increasing-the-number-of-available-homes,providing-housing-support-for-older-and-vulnerable-people,improving-the-rented-housing-sector,http://www.communities.gov.uk/documents/housing/pdf/1799219.pdf,English housing survey Advisory Group notes November 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/ehstechnicaladvicenotes,English housing survey - Technical Advice Notes,English housing survey: technical advice,,"These documents are advice notes to support users of the English housing survey findings and data sets. They provide detailed information about how the survey data is collected and quality assured, the sampling and weighting methodology, a glossary of terms and how some of the important measures for analysis are derived.

_There will be periodic updates to reflect any changes to the survey methods._

  * Survey methods, sampling and weighting: Revisions for 2010-11 Survey **(Update)
**(ISBN: 978 1 4098 3552 3)
  * Housing and neighbourhood conditions
(ISBN: 978 1 4098 2698 9)
  * Household derived indicators: Revisions for 2010-11 Survey **(Update)
**(ISBN: 978 1 4098 3507 3)
  * Energy efficiency and energy improvements: Revisions for 2010-11 Survey **(Update)
**(ISBN: 978 1 4098 3506 6)
  * Glossary
(ISBN: 978 1 4098 2714 6)
  * Market value survey
(ISBN: 978 1 4098 2700 9)
  * Data quality
(ISBN: 978 1 4098 2958 4)",Free,,16-Dec-10,Reports and summaries,policy-papers,Y,9781409826996,helping-people-to-buy-a-home,increasing-the-number-of-available-homes,providing-housing-support-for-older-and-vulnerable-people,improving-the-rented-housing-sector,http://www.communities.gov.uk/documents/statistics/pdf/2173762.pdf,"Survey methods, sampling and weighting: Revisions for 2010-11 Survey - English House Survey technical advice note",http://www.communities.gov.uk/documents/housing/pdf/1799094.pdf,Housing and neighbourhood conditions - English House Survey technical advice note,http://www.communities.gov.uk/documents/statistics/pdf/2173758.pdf,Household derived indicators: Revisions for 2010-11 Survey - English House Survey technical advice note,http://www.communities.gov.uk/documents/statistics/pdf/2173740.pdf,Energy efficiency and energy improvements: Revisions for 2010-11 Survey - English housing survey technical advice note,http://www.communities.gov.uk/documents/housing/pdf/1799202.pdf,Glossary - English House Survey technical advice note,http://www.communities.gov.uk/documents/housing/pdf/1799205.pdf,Market value survey - English House Survey technical advice note,http://www.communities.gov.uk/documents/housing/pdf/1894760.pdf,Data quality - English housing survey technical advice note,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/empowercapacitybuilding,Residential tenant training: Empowerment capacity building prospectus,Residential tenant training: prospectus,Prospectus inviting bids for funding to train social housing tenants to take a more active role in their community,"This prospectus invites eligible organisations to apply for grant funding from the Department for Communities and Local Government to empower tenants living in social housing to play a more active role in their local community through residential training.

The deadline for applications was 12 July 2011.",Free,,14-Jun-11,Reports and summaries,policy-papers,,9781409829607,improving-the-rented-housing-sector,,,,http://www.communities.gov.uk/documents/housing/pdf/1921400.pdf,Residential tenant training: empowerment capacity building prospectus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
