old_url,title,summary,body,publication_type,policy_1,policy_2,policy_3,policy_4,organisation,document_series,minister_1,minister_2,publication_date,price,order_url,ISBN,URN,command_paper_number,attachment_1_url,attachment_1_title,attachment_2_url,attachment_2_title,attachment_3_url,attachment_3_title,attachment_4_url,attachment_4_title,attachment_5_url,attachment_5_title,attachment_6_url,attachment_6_title,attachment_7_url,attachment_7_title,attachment_8_url,attachment_8_title,attachment_9_url,attachment_9_title,attachment_10_url,attachment_10_title,attachment_11_url,attachment_11_title,attachment_12_url,attachment_12_title,attachment_13_url,attachment_13_title,attachment_14_url,attachment_14_title,attachment_15_url,attachment_15_title,attachment_16_url,attachment_16_title,attachment_17_url,attachment_17_title,attachment_18_url,attachment_18_title,attachment_19_url,attachment_19_title,attachment_20_url,attachment_20_title,attachment_21_url,attachment_21_title,attachment_22_url,attachment_22_title,attachment_23_url,attachment_23_title,attachment_24_url,attachment_24_title,attachment_25_url,attachment_25_title,attachment_26_url,attachment_26_title,attachment_27_url,attachment_27_title,attachment_28_url,attachment_28_title,attachment_29_url,attachment_29_title,attachment_30_url,attachment_30_title,attachment_31_url,attachment_31_title,attachment_32_url,attachment_32_title,attachment_33_url,attachment_33_title,attachment_34_url,attachment_34_title,attachment_35_url,attachment_35_title,attachment_36_url,attachment_36_title,attachment_37_url,attachment_37_title,attachment_38_url,attachment_38_title,attachment_39_url,attachment_39_title,attachment_40_url,attachment_40_title,attachment_41_url,attachment_41_title,attachment_42_url,attachment_42_title
http://www.dft.gov.uk/statistics/releases/vehicle-excise-duty-evasion-estimates-2011,Vehicle Excise Duty evasion estimates: 2011,This publication presents estimates of the proportion of traffic and number of vehicles that evaded vehicle excise duty (VED / road tax) in 2011 in Great Britain and Northern Ireland.,"## Summary

This publication presents estimates of the proportion of traffic and number of vehicles that evaded vehicle excise duty (VED/road tax) in 2011 in Great Britain and Northern Ireland.

The estimates of VED evasion are derived by directly observing registration marks from traffic at various sites around the country and comparing these with records held by the government licensing agencies.

## Download full release

  * [Vehicle Excise Duty evasion estimates: 2011 (PDF, 46 KB)](http://assets.dft.gov.uk/statistics/releases/vehicle-excise-duty-evasion-estimates-2011/ved-2011.pdf)

## Download full release and all tables

  * [Vehicle Excise Duty evasion estimates and XLS tables (ZIP, 152 KB)](http://assets.dft.gov.uk/statistics/releases/vehicle-excise-duty-evasion-estimates-2011/ved-2011-tables-xls.zip)
  * [Vehicle Excise Duty evasion estimates CSV tables (ZIP, 10 KB)](http://assets.dft.gov.uk/statistics/releases/vehicle-excise-duty-evasion-estimates-2011/ved-2011-tables-csv.zip)

## Key points

  * About 0.7 per cent of traffic on both British roads and roads in Northern Ireland was driving without a valid tax disc in 2011.
  * The lowest rate of evasion was seen in the bus (0.1 per cent) and goods vehicles (0.4 per cent) tax classes. The highest rate was seen in the motorcycle tax class (2.1 per cent). The private and light goods vehicle tax class (PLG), which accounts for about 89 per cent of all licensed vehicles, had an evasion rate of 0.7 per cent.
  * The overall rate of unlicensed vehicles 'in stock' in Great Britain in 2011 was estimated to be 0.7 per cent. This equates to roughly 249 thousand vehicles. This is down from the 307 thousand vehicles estimated for 2010.
  * It is estimated that VED evasion could have cost around £40 million in lost revenue in Great Britain in 2011/12. This is down from £46 million in 2010/11.
  * Some of this revenue will have been recovered through DVLA enforcement activity or through vehicle keepers back-licensing their vehicles.

## Browse all statistical tables related to this series

  * [Vehicle excise duty evasion: statistical tables](http://www.dft.gov.uk/statistics?orderby=date&post_type=table&series=vehicle-excise-duty)

## Technical information

Information on Vehicle Excise Duty evasion statistics, including the pre-release access list, can be found here:

  * [Vehicle excise duty evasion](http://www.dft.gov.uk/statistics/series/vehicle-excise-duty-evasion)

## Related statistical releases

  * [Vehicle excise duty evasion statistics 2010](http://www.dft.gov.uk/statistics/releases/vehicle-excise-duty-evasion-statistics-2010)
  * [Vehicle Excise Duty Evasion: 2002 to 2010 editions](http://webarchive.nationalarchives.gov.uk/20110503144935/http://dft.gov.uk/pgr/statistics/datatablespublications/vehicles/excisedutyevasion)

## Contact us

  * [vehicles.stats@dft.gsi.gov.uk](mailto:vehicles.stats@dft.gsi.gov.uk)
  * Phone: 020 7944 3077

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [vehicles.stats@dft.gsi.gov.uk](mailto:vehicles.stats@dft.gsi.gov.uk) for an alternative format",statistics-national-statistics,making-roads-safer,,,,department-for-transport,,,,15-Dec-2011,,,,,,http://assets.dft.gov.uk/statistics/releases/vehicle-excise-duty-evasion-estimates-2011/ved-2011.pdf,"Vehicle Excise Duty evasion estimates: 2011 (PDF, 46 KB)",http://assets.dft.gov.uk/statistics/releases/vehicle-excise-duty-evasion-estimates-2011/ved-2011-tables-xls.zip,"Vehicle Excise Duty evasion estimates and XLS tables (ZIP, 152 KB)",http://assets.dft.gov.uk/statistics/releases/vehicle-excise-duty-evasion-estimates-2011/ved-2011-tables-csv.zip,"Vehicle Excise Duty evasion estimates CSV tables (ZIP, 10 KB)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.dft.gov.uk/statistics/releases/climate-change-and-impact-of-transport-2011,Public attitudes to climate change and the impact of transport in 2011,"This report summarises people attitudes towards climate change and the impact of transport in Great Britain, based on survey interviews in August 2010 and August 2011.","## Summary

This report summarises people attitudes towards climate change and the impact of transport in Great Britain. It is based on a module of questions sponsored by the Department for Transport on the Office for National Statistics Opinions Opinion survey in August 2011 and August 2010.

Summary data are also available for modules of questions asked in the Opinion (and formerly Omnibus) Surveys in August 2009, August 2008, February 2008, August 2007, April 2007 and August 2006.

## Download the main report and questionnaire

  * [Public attitudes to climate change and the impact of transport in 2011 (PDF, 124 KB)](http://assets.dft.gov.uk/statistics/releases/climate-change-and-impact-of-transport-2011/climate-change-2011-report.pdf)
  * [Questionnaire (PDF, 64 KB)](http://assets.dft.gov.uk/statistics/releases/climate-change-and-impact-of-transport-2011/climate-change-2011-questionnaire.pdf)

## Download full release and all tables:

  * [Report, Questionnaire and XLS tables (ZIP, 694 KB)](http://assets.dft.gov.uk/statistics/releases/climate-change-and-impact-of-transport-2011/climate-change-2011-tables-xls.zip)
  * [Climate change and the impact of transport CSV tables (ZIP, 54 KB)](http://assets.dft.gov.uk/statistics/releases/climate-change-and-impact-of-transport-2011/climate-change-2011-tables-csv.zip)

## Key points

The report covers the following issues:

  * Attitudes to climate change and the perceived contribution from transport.
  * Personal transport behaviour and willingness to change behaviour to limit climate change.
  * Support for policy options to help encourage such a change in behaviour.

## Browse statistical tables related to this release

  * [Public attitudes towards climate change and the impact of transport statistical tables](/statistics?orderby=title&post_type=table&s=att)

## Technical information

This module has also been included in Opinions/Omnibus Surveys in previous years (August 2006, April and August 2007, February and August 2008, August 2009, August 2010).

The pre-release access list is available here:

  * [Pre-release access list (PDF, 29 KB)](http://assets.dft.gov.uk/statistics/releases/climate-change-and-impact-of-transport-2011/pre-release-access-list.pdf)

Broader information on public attitudes statistics, including supporting technical documentation, can be found here:

  * [Public attitudes to transport](/statistics/series/public-attitudes)

## Related statistical releases

  * [Public attitudes to climate change and the impact of transport, August 2010](/statistics/releases/attitudes-to-climate-change-and-its-impact-on-transport-august-2010)
  * [Public attitudes to climate change and the impact on transport, January 2010 report](http://webarchive.nationalarchives.gov.uk/20110503151558/http://www.dft.gov.uk/pgr/statistics/datatablespublications/trsnstatsatt/climatechgejan2010report/)

## Contact us

  * [environment.stats@dft.gsi.gov.uk](mailto:environment.stats@dft.gsi.gov.uk)
  * Phone: 020 7944 4129

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [environment.stats@dft.gsi.gov.uk](mailto:environment.stats@dft.gsi.gov.uk) for an alternative format",statistics,reducing-greenhouse-gases-and-other-emissions-from-transport,,,,department-for-transport,public-attitudes-to-transport-statistics,,,26-Jan-2012,,,,,,http://assets.dft.gov.uk/statistics/releases/climate-change-and-impact-of-transport-2011/climate-change-2011-report.pdf,"Public attitudes to climate change and the impact of transport in 2011 (PDF, 124 KB)",http://assets.dft.gov.uk/statistics/releases/climate-change-and-impact-of-transport-2011/climate-change-2011-questionnaire.pdf,"Questionnaire (PDF, 64 KB)",http://assets.dft.gov.uk/statistics/releases/climate-change-and-impact-of-transport-2011/climate-change-2011-tables-xls.zip,"Report, Questionnaire and XLS tables (ZIP, 694 KB)",http://assets.dft.gov.uk/statistics/releases/climate-change-and-impact-of-transport-2011/climate-change-2011-tables-csv.zip,"Climate change and the impact of transport CSV tables (ZIP, 54 KB)",http://assets.dft.gov.uk/statistics/releases/climate-change-and-impact-of-transport-2011/pre-release-access-list.pdf,"Pre-release access list (PDF, 29 KB)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.dft.gov.uk/statistics/releases/biofuels-statistics-apr-2011-to-dec-2011,Biofuels statistics: April 2011 to December 2011,This publication presents statistics on the Renewable Transport Fuel Obligation (RTFO) including statistics on the year to 15 December 2011. It includes information on the percentage of road fuel supplied in the UK that is made up of renewable fuel and well as information on its sustainability.,"## Summary

This publication presents statistics on the Renewable Transport Fuel Obligation (RTFO) including statistics on the year to 15 December 2011. It includes information on the percentage of road fuel supplied in the UK that is made up of renewable fuel and well as information on its sustainability.

## Download the full release and all tables

  * [RTFO Year 4a report - April 2011 to December 2011 (PDF, 280 KB)](http://assets.dft.gov.uk/statistics/releases/biofuels-statistics-apr-to-dec-2011/year-4-rtfo-report-apr-to-dec-2011.pdf)
  * [RTFO Year 4a report - April 2011 to December 2011 XLS tables (XLS, 4061 KB)](http://assets.dft.gov.uk/statistics/releases/biofuels-statistics-apr-to-dec-2011/year-4-rtfo-report-apr-to-dec-2011.xls)
  * [RTFO Year 4a report - April 2011 to December 2011 CSV tables (CSV, 65 KB)](http://assets.dft.gov.uk/statistics/releases/biofuels-statistics-apr-to-dec-2011/year-4-rtfo-report-apr-to-dec-2011.csv)

## Key points

### In the eight months of the 2011/12 obligation period:

  * 5.4 billion litres of biofuel have been supplied under the RTFO in the first 44 months.
  * In the eight months of the 2011/12 obligation period, 983 million litres of biofuel have been supplied, which is approximately 3.2% of total road transport fuel against an annual obligation percentage (""specified amount"") of 4.0%
  * More biodiesel (56%) has been supplied than bioethanol (44%). A small volume of biogas has also been declared to the administrator.
  * The largest proportion of biofuel came from the feedstock, used cooking oil (489m litres, 50% of total biofuel supplied). The most widely reported feedstock from a single country of origin for biodiesel was used cooking oil from the Netherlands (153m litres, 28% of biodiesel supplied). The most widely reported feedstock and country of bioethanol was non-European Community corn from the United States of America (336m litres, 77% of bioethanol supplied).
  * Over the period, 53% of biofuels met an environmental standard.
  * The majority of feedstock has been imported; 12% of the biofuel was reported as coming from UK feedstocks.
  * 93% of the fuel reported as coming from UK feedstocks met environmental sustainability standards.

## Technical information

Information on biofuels statistics, including the pre-release access list, and related technical documentation, can be found here:

  * [Biofuels](/statistics/series/biofuels/)

## Related statistical releases

The previous statistical releases can be found at:

  * [Previous statistical releases](/statistics?tag=biofuel/)

Statistical releases on the Renewable Transport Fuels Obligation prior to April 2011 published by the Renewable Fuels Agency can be found at:

  * [Renewable fuel agency reports](http://webarchive.nationalarchives.gov.uk/20110407094507/http:/renewablefuelsagency.gov.uk/carbon-and-sustainability/rtfo-reports/)

## Contact us

  * [rtfo-compliance@dft.gsi.gov.uk](mailto:rtfo-compliance@dft.gsi.gov.uk)
  * Phone: 020 7944 8411

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [rtfo-compliance@dft.gsi.gov.uk](mailto:rtfo-compliance@dft.gsi.gov.uk) for an alternative format",statistics,reducing-greenhouse-gases-and-other-emissions-from-transport,managing-improving-and-investing-in-the-road-network,,,department-for-transport,biofuels-statistics,,,26-Apr-2012,,,,,,http://assets.dft.gov.uk/statistics/releases/biofuels-statistics-apr-to-dec-2011/year-4-rtfo-report-apr-to-dec-2011.pdf,"RTFO Year 4a report - April 2011 to December 2011 (PDF, 280 KB)",http://assets.dft.gov.uk/statistics/releases/biofuels-statistics-apr-to-dec-2011/year-4-rtfo-report-apr-to-dec-2011.xls,"RTFO Year 4a report - April 2011 to December 2011 XLS tables (XLS, 4061 KB)",http://assets.dft.gov.uk/statistics/releases/biofuels-statistics-apr-to-dec-2011/year-4-rtfo-report-apr-to-dec-2011.csv,"RTFO Year 4a report - April 2011 to December 2011 CSV tables (CSV, 65 KB)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.dft.gov.uk/statistics/releases/road-accidents-and-safety-quarterly-estimates-q1-2012,Reported road casualties Great Britain: provisional estimates Q1 2012,"This publication presents statistics on personal injury accidents in the year ending March 2012 on public roads (including footways) in Great Britain, which became known to the police within 30 days.","## Summary

This publication presents statistics on personal injury accidents in the year ending March 2012 on public roads (including footways) in Great Britain, which became known to the police within 30 days.

Reported Road Casualties in Great Britain: Quarterly Provisional Estimates is a series providing estimates of personal injury road accidents and their casualties. These estimates are published to allow emerging trends to be monitored between the publications of annual figures.

## Download the full release

  * [Reported Road Casualties in Great Britain: Quarterly Provisional Estimates (PDF, 100 KB)](http://assets.dft.gov.uk/statistics/releases/road-accidents-and-safety-quarterly-estimates-q1-2012/road-accidents-and-safety-quarterly-estimates-q1-2012.pdf)

## Download full release and all tables

  * [RRCGB-quarterly-estimates-Q1-2012 XLS Tables (ZIP, 135 KB)](http://assets.dft.gov.uk/statistics/releases/road-accidents-and-safety-quarterly-estimates-q1-2012/road-accidents-and-safety-quarterly-estimates-q1-2012-xls.zip)
  * [RRCGB-quarterly-estimates-Q1-2012 CSV Tables (ZIP, 12 KB)](http://assets.dft.gov.uk/statistics/releases/road-accidents-and-safety-quarterly-estimates-q1-2012/road-accidents-and-safety-quarterly-estimates-q1-2012-csv.zip)

## Key points

  * For reported road accidents in the year ending March 2012; 1,870 people were killed, a 1 per cent drop from the year ending March 2011 (1,881).
  * However the number of people killed or seriously injured rose to 25,210, a 1 per cent increase compared to the year ending March 2011 (24,849).
  * Overall for year ending March 2012; there were 202,980 reported road casualties (slight, serious injuries and fatalities), which is 3 per cent less than the year ending March 2011.
  * Total reported child casualties (ages 0-15) fell by 3 per cent, from 19,784 to 19,130 with those killed or seriously injured down 2 per cent (2,460), compared with the previous 12 month period.
  * Road injury accidents reported to the police fell by 2 per cent (to 150,810) while fatal accidents fell by less than 0.5 per cent (to 1,770) compared with the year ending March 2011 (at 1,774).
  * In comparison, motor vehicle traffic levels have risen by 0.6 per cent compared to the 12 month period ending March 2011.

## Browse statistical tables related to this series

  * [Road accidents and safety](/statistics?s=ras45&orderby=title&post_type=table&series=road-accidents-and-safety-series)

## Technical information

A note on the methodology and definitions used to produce these estimates can be found at:

  * [Methodology](http://assets.dft.gov.uk/statistics/releases/road-accidents-and-safety-quarterly-estimates-q1-2012/road-accidents-and-safety-quarterly-estimates-q1-2012.pdf)

Information on Road Safety statistics and definitions, including the pre-release access list, and other relevant publications can be found here:

  * [Road accidents and safety](/statistics/series/road-accidents-and-safety/)

## Contact us

  * [roadacc.stats@dft.gsi.gov.uk](mailto:roadacc.stats@dft.gsi.gov.uk)
  * Phone: 020 7944 6595

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email [roadacc.stats@dft.gsi.gov.uk](mailto:roadacc.stats@dft.gsi.gov.uk) for an alternative format",statistics-national-statistics,making-roads-safer,,,,department-for-transport,road-accidents-and-safety-statistics,,,16-Aug-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.dft.gov.uk/statistics/releases/quarterly-bus-statistics-quarter-2-2012,Quarterly bus statistics: quarter 2 2012,"This Statistical Release presents data on local bus passenger journeys and fares in Great Britain up to Q2 (April to June) 2012, and annual statistics on bus punctuality.","This Statistical Release presents data on local bus passenger journeys and fares in Great Britain up to Q2 (April to June) 2012, and annual statistics on bus punctuality.",statistics,improving-local-transport,,,,department-for-transport,bus-statistics,,,20-Sep-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.dft.gov.uk/statistics/releases/reliability-of-journeys-on-highways-agencys-motorway-a-road-network-july-2012,Reliability of journeys on Highways Agency's motorway and 'A' road network: July 2012,This Statistical Release presents information about the reliability of journeys on motorways and 'A' roads managed by the Highways Agency during July 2012.,This Statistical Release presents information about the reliability of journeys on motorways and 'A' roads managed by the Highways Agency during July 2012.,statistics,managing-improving-and-investing-in-the-road-network,improving-local-transport,,,department-for-transport,road-congestion-and-reliability-statistics,,,13-Sep-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.dft.gov.uk/statistics/releases/port-freight-statistics-2011-final-figures,Port freight statistics: 2011 final figures,This publication presents final detailed statistics on freight handled by major UK ports. It updates and expands on provisional statistics published in July 2012.,This publication presents final detailed statistics on freight handled by major UK ports. It updates and expands on provisional statistics published in July 2012.,statistics,sustaining-a-thriving-maritime-sector,,,,department-for-transport,ports-statistics,,,20-Sep-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.dft.gov.uk/statistics/releases/port-freight-statistics-quarter-2-2012,Port freight statistics: quarter 2 2012,"This release presents provisional summary statistics on freight handled by major UK ports, updated quarterly.","This release presents provisional summary statistics on freight handled by major UK ports, updated quarterly.",statistics,sustaining-a-thriving-maritime-sector,,,,department-for-transport,ports-statistics,,,13-Sep-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.dft.gov.uk/statistics/releases/shipping-fleet-statistics-2011,Shipping fleet statistics: 2011,"This publication presents summary statistics on UK and world shipping fleets, updated annually. Data are generally updated simultaneously with releases in the port freight statistics series.","This publication presents summary statistics on UK and world shipping fleets, updated annually. Data are generally updated simultaneously with releases in the port freight statistics series.",statistics,sustaining-a-thriving-maritime-sector,,,,department-for-transport,shipping-fleet-statistics,,,20-Sep-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.dft.gov.uk/statistics/releases/vehicle-licensing-statistics-q2-2012,Vehicle licensing statistics Q2 2012,"This publication presents information on motor vehicles in Great Britain that were licensed on the 30th June 2012 (the end of quarter 2), or were registered for the first time during quarter 2 (April to June 2012).","This publication presents information on motor vehicles in Great Britain that were licensed on the 30th June 2012 (the end of quarter 2), or were registered for the first time during quarter 2 (April to June 2012).",statistics,making-roads-safer,,,,department-for-transport,vehicle-licensing-statistics,,,13-Sep-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.dft.gov.uk/publications/dft-business-plan-indicators-input-02,Bus subsidy per passenger journey,Bus subsidy per passenger journey input indicator,"## Input indicator

  * **Latest headline data:** 9.1 pence per passenger journey in 2010/11 prices
  * **Publishing schedule:** Annually in October
  * **Information broken down by:** Region - Data are available for London, English metropolitan areas (as a group) and English non-metropolitan areas (as a group).

## Latest data

  * In 2010/11 the average level of subsidy (direct from central government) per passenger journey was 9.1 pence. This decreased (adjusted for inflation) from 10.1 pence in 2004/05.
  * English non-Metropolitan areas had the highest level of subsidy per passenger journey (14.5 pence in 2010/11), London had the lowest level of subsidy per passenger journey (4.8 pence in 2010/11) while English Metropolitan areas were in-between (12.0 pence in 2010/11). Comparisons between London and the rest of the country should be made with care - see note below.

## Indicator data

  * [BUS0503 -- Net government support for local bus services and concessionary travel per passenger journey by metropolitan area status: England, annual from 2004/05 (XLS -- 77 KB)](http://assets.dft.gov.uk/statistics/tables/bus0503.xls)

## Background information

Lower subsidy per passenger journey will indicate better value for the public purse. However, this could arise as a result of reductions in the most heavily subsidised services - many of which are routes in rural areas which would be unprofitable without public subsidy. Reductions to these services would improve the 'headline' measure but would risk making rural communities more isolated.

The figures exclude expenditure on capital projects (eg bus lane priority schemes) which benefit the bus industry directly or indirectly. Outside London, the local bus industry is deregulated, but London runs an entirely tendered bus market under the oversight of Transport for London. Given the different market structures, comparisons between London and the rest of country should be made with considerable care.

  * [Measurement template (PDF, 108 KB)](http://assets.dft.gov.uk/publications/bus-subsidy-per-passenger-journey/input-02.pdf)

Data relating to this indicator will be published

  * From May 2011
  * Annually
  * By region

## Further information

  * [Related bus statistics ](http://www.dft.gov.uk/statistics/series/buses/)
  * [Business Plan 2011-2015](http://www.dft.gov.uk/publications/dft-business-plan)
  * [Input and impact indicators](http://www.dft.gov.uk/publications/?agency=dft&tag=business-input-and-impact-indicator)",corporate-reports,improving-local-transport,,,,department-for-transport,department-for-transport-business-plan,,,21-Oct-2011,,,,,,http://assets.dft.gov.uk/statistics/tables/bus0503.xls,"BUS0503 - Net  government support for local bus services and concessionary travel per  passenger journey by metropolitan area status: England, annual from 2004/05",http://assets.dft.gov.uk/publications/bus-subsidy-per-passenger-journey/input-02.pdf,Measurement template,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.dft.gov.uk/publications/dft-business-plan-indicators-impact-06,Annual road fatalities,"Impact indicator, disaggregated by accident site, published annually from May 2011.","## Input indicator

  * **Latest headline data:** 2011 - 1,901 fatalities.
  * **Publishing schedule:** annually, June each year.
  * **Information broken down by: **accident site. Data are available by geographical area, age, gender and type of road user.

## Latest data

Year Road fatalities

2005
3,201

2006
3,175

2007
2,946

2008
2,538

2009
2,222

2010
1,850

2011
1,901

  * In 2011, 1,901 people were killed, 3 per cent (51) greater than in 2010. The number of fatalities increased for pedestrians, and car occupants, by 12 per cent and 6 per cent respectively, but decreased for pedal cyclists and motorcyclists, by 4 per cent and 10 per cent respectively. Over the same period motor vehicle traffic remained broadly stable. Compared with the 2005-9 average, the number killed in 2011 was 32 per cent lower.
  * 2011 saw the first annual increase in fatalities since 2003, but this year's figure remains below the 2009 figure of 2,222. Adverse weather (heavy snow falls) experienced in the first and last quarters of 2010 but not in 2011 are likely to be a factor in the increase in fatalities recorded in 2011.

## Indicator data

[Road Reported Road Casualties Great Britain: main results 2011](/statistics/releases/reported-road-casualties-gb-main-results-2011/)

## Data disaggregated at other levels

  * The above link also provides data by age, type of road user, road type and local authority.
  * More detailed analysis and time series can be found in [Reported Road Casualties Great Britain: annual report](/statistics/releases/road-accidents-and-safety-annual-report-2010).
  * [Record level data](/data/)

## Background information

This indicator is based on deaths in road traffic accidents on the public highway reported to the police where the casualty sustained injuries which caused death less than 30 days after the accident.

The indicator can be broken down by any geographical area (eg country, region, local authority) since a grid reference is collected for each accident. Information is also available by age, gender, type of road user and road type. Numbers will be relatively small for more detailed breakdowns of the total and may therefore fluctuate from year to year. This needs to be taken into account when assessing trends.

Detailed breakdowns of the data are published in Reported Road Casualties Great Britain Annual Report and Road Casualties Online (which includes an accident level dataset), these publications and further information can be found through the [Road accidents and safety series](http://www.dft.gov.uk/statistics/series/road-accidents-and-safety/) page.

[Measurement template [PDF - 66kb] ](http://assets.dft.gov.uk/publications/120-annual-road-fatalities/measurement-temp.pdf)

Data relating to this indicator will be published

  * From May 2011
  * Annually in June each year in Reported Road Casualties Great Britain: Main Results. More detailed analysis is published in September in Reported Road Casualties Great Britain: Annual Report
  * Quarterly provisional estimates are published in August, November and February each year.
  * Accident level data are generally published in September.

## Further information

If you would like further information on this indicator, please contact: [roadacc.stats@dft.gsi.gov.uk](mailto:roadacc.stats@dft.gsi.gov.uk)

[Business Plan 2011-2015](http://www.dft.gov.uk/publications/dft-business-plan)

[Input and impact indicators](http://www.dft.gov.uk/publications/?agency=dft&tag=business-input-and-impact-indicator)",corporate-reports,making-roads-safer,,,,department-for-transport,department-for-transport-business-plan,,,30-Jun-2011,,,,,,http://assets.dft.gov.uk/publications/120-annual-road-fatalities/measurement-temp.pdf,Measurement template,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.dft.gov.uk/publications/dft-business-plan-indicators-impact-08,Number of newly registered ultra low emissions vehicles,"Impact indicator, disaggregated by local authority, published annually from May 2011.","## Input indicator

  * **Latest headline data:** 2,114 in 2011
  * **Publishing schedule:** quarterly
  * **Information broken down by:** local authority (on request from the Vehicle Licensing Statistics team on [vehicles.stats@dft.gsi.gov.uk](mailo:vehicles.stats@dft.gsi.gov.uk))

## Latest data

  * There were 2,114 new ultra low emission vehicles licensed for the first time in the United Kingdom during 2011. These include 1,209 cars and quadricycles, 446 motorcycles, 11 buses and coaches, and 448 commercial or specialist vehicles.
  * Most of the vehicles have low emissions as they use electric engines, hence they have no tailpipe emissions. A very small number have combustion engines and emit below 75 grams of CO2 per kilometre driven. These vehicles typically have a plug-in hybrid electric engine and up to 2011 only a very low number car models with such engines were available on the market in the United Kingdom.

### Indicator data

  * [Vehicle licensing statistics table VEH0170](http://www.dft.gov.uk/statistics/tables/veh0170/)
  * [Driver and Vehicle Licensing Agency: Vehicle Information Database (PDF, 22 KB)](http://assets.dft.gov.uk/publications/number-of-newly-registered-ultra-low-emissions-vehicles/DftstatementdvlaVID.pdf)

## Background information

The Department for Transport uses the term 'ultra-low emission vehicles' to refer to vehicles with significantly lower levels of tailpipe emissions than conventional vehicles. In practice, the term currently refers to electric, plug-in hybrid and hydrogen fuel-cell vehicles.  Vehicles that use non-fossil fuel propulsion have zero tailpipe emissions. For other propulsion types, only vehicles with tailpipe emissions below 75 grams per kilometre are included.

The figures are produced from DVLA's and DVA's new registration system and only vehicles being registered in Great Britain or Northern Ireland for the first time are included.

  * [Measurement template (PDF, 81 KB)](http://assets.dft.gov.uk/publications/number-of-newly-registered-ultra-low-emissions-vehicles/impact-08.pdf)

Data relating to this indicator will be published

  * From May 2011
  * Annually
  * By local authority (available by LA on request only)

## Further information

  * [Further information on this indicator](http://www.dft.gov.uk/pgr/statistics/datatablespublications/vehicles/licensing)
  * [Business Plan 2011-2015](http://www.dft.gov.uk/publications/dft-business-plan)
  * [Input and impact indicators](http://www.dft.gov.uk/publications/?agency=dft&tag=business-input-and-impact-indicator)",corporate-reports,reducing-co2-and-other-emissions-from-transport,,,,department-for-transport,department-for-transport-business-plan,,,13-May-2011,,,,,,http://assets.dft.gov.uk/publications/number-of-newly-registered-ultra-low-emissions-vehicles/DftstatementdvlaVID.pdf,Driver and Vehicle Licensing Agency: Vehicle Information Database,http://assets.dft.gov.uk/publications/number-of-newly-registered-ultra-low-emissions-vehicles/impact-08.pdf,Measurement template,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
