old_url,ignoreoldtitle,title,summary,body,price,ignoreorderingdetails,publication_date,ignore old type,publication_type,ignoredg,ISBN,policy_1,policy_2,policy_3,policy_4,attachment_1_url,attachment_1_title,attachment_2_url,attachment_2_title,attachment_3_url,attachment_3_title,attachment_4_url,attachment_4_title,attachment_5_url,attachment_5_title,attachment_6_url,attachment_6_title,attachment_7_url,attachment_7_title,attachment_8_url,attachment_8_title,attachment_9_url,attachment_9_title,attachment_10_url,attachment_10_title,attachment_11_url,attachment_11_title,attachment_12_url,attachment_12_title,attachment_13_url,attachment_13_title,attachment_14_url,attachment_14_title,attachment_15_url,attachment_15_title,attachment_16_url,attachment_16_title,attachment_17_url,attachment_17_title,attachment_18_url,attachment_18_title,attachment_19_url,attachment_19_title,attachment_20_url,attachment_20_title,attachment_21_url,attachment_21_title,attachment_22_url,attachment_22_title,attachment_23_url,attachment_23_title,attachment_24_url,attachment_24_title,attachment_25_url,attachment_25_title,attachment_26_url,attachment_26_title,attachment_27_url,attachment_27_title,attachment_28_url,attachment_28_title,attachment_29_url,attachment_29_title,attachment_30_url,attachment_30_title,attachment_31_url,attachment_31_title,attachment_32_url,attachment_32_title,attachment_33_url,attachment_33_title,attachment_34_url,attachment_34_title,attachment_35_url,attachment_35_title,attachment_36_url,attachment_36_title,organisation
http://www.communities.gov.uk/publications/housing/rtbdiscretionaryrepayment,Right to Buy - The Use of Discretionary Powers on Repayment of Discount,Right to Buy: use of discretionary powers on repayment of discount,,"Under section 155 of the Housing Act 1985, former social tenants who dispose of a property within a specified period after purchasing it under the Right to Buy scheme have to repay upon demand by the former landlord all or part of the discount they received on purchase, unless it is an exempted disposal. Section 185 of the Housing Act 2004 amends section 155 by extending the specified period from 3 years to 5 years. Section 155 (as amended) and the new section 155B also apply to the Rent to Mortgage scheme.

Section 185 of the 2004 Act also clarifies that former landlords have discretion not to demand that former social tenants should repay part or all of the discount they received. This note offers guidance on when in the government's view it might be appropriate to exercise this discretion.

**Note:** this document was updated in updated in January 2010.",Free,,2005-01-20,Legislation and policy,policy-papers,,9781409821694,helping-people-to-buy-a-home,,,,http://www.communities.gov.uk/documents/housing/pdf/320232.pdf,Right to buy - the use of discretionary powers on repayment of discount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,department-for-communities-and-local-government
http://www.communities.gov.uk/publications/localgovernment/addendum,Addendum to the General power for local authorities to trade in function related activities through a company: Guidance on the Power in the Local Government Act 2003 - Amendments to paragraphs 1-30,General power for local authorities to trade in function related activities through a company: addendum,,This document amends and replaces paragraphs 1-30 of the General Power for Local Authorities to Trade in Function Related Activities Through a Company: Guidance on the Power in the Local Government Act 2003. This is to update the guidance in light of recent legislative changes.,Free,,2007-04-19,Good practice and guidance,guidance,,,giving-local-authorities-more-control-over-how-they-spend-public-money-in-their-area,,,,http://www.communities.gov.uk/documents/localgovernment/pdf/323153.pdf,Addendum to the General power for local authorities to trade in function related activities through a company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,department-for-communities-and-local-government
http://www.communities.gov.uk/publications/localgovernment/application,Application for provisional approval of byelaws (proforma),Application for provisional approval of byelaws,,"This proforma application for provisional approval must be completed in respect of every byelaw application.

Its purpose is to assist councils by providing them with an aide memoire of the issues to be addressed and to help the Department for Communities and Local Government by providing confirmation that attention has been given to those issues.",Free,,2005-11-30,Legislation and policy,policy-papers,,,making-local-councils-more-transparent-and-accountable-to-local-people,,,,http://www.communities.gov.uk/documents/localgovernment/doc/applicationformbyelaws.doc,Application for provisional approval of byelaws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,department-for-communities-and-local-government
http://www.communities.gov.uk/publications/localgovernment/bestvalueguidance,Best Value Guidance for National Parks Authorities Circular 10/2003 (Defra Circular 03/2003),Best value guidance for National Parks Authorities: Circular Defra 10/2003,,"This guidance sets out how National Park Authorities (NPAs) in England and the Broads Authority might meet the requirements of Part I of the Local Government Act 1999 to make arrangements to secure continuous improvement in their functions, with regard to efficiency, effectiveness and economy. It replaces DETR Circulars 10/99 and 02/01.

Paragraphs 23-40 and Annexes B, C, D and E consist of statutory guidance provided under Section 3 (the general duty), Section 5 (Best Value Reviews), Section 6 (Best Value Performance Plans), and Section 19 (Contracts: exclusion of noncommercial considerations) of the 1999 Act.",Free,,2003-10-31,Circular and official letters,circulars-letters-and-bulletins,,,,,,,http://www.communities.gov.uk/documents/localgovernment/pdf/134846.pdf,Best Value Guidance for National Parks Authorities Circular 10/2003 (Defra Circular 03/2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,department-for-communities-and-local-government
http://www.communities.gov.uk/publications/localgovernment/assetmanagement,Building on Strong Foundations - A Framework for Local Authority Asset Management,Framework for local authority asset management,,"Asset management has a strong role to play in establishing the vision for an area and the strategy will aim to show how it can underpin the visions set out in the sustainable community strategy, local area agreement and the local development framework.  The strategy will look at the all performance of assets and how they can be used to deliver efficiency gains set out by national improvement and efficiency strategy and delivering value for money in local government strategy.

In the current tight fiscal climate, effective and efficient asset management is a key element in the drive to improve service delivery and achieve efficiency gains.",Free,,2/4/2008,Strategies and action plans,policy-papers,,,giving-local-authorities-more-control-over-how-they-spend-public-money-in-their-area,,,,http://www.communities.gov.uk/documents/localgovernment/pdf/20.pdf,Building on Strong Foundations - A Framework for Local Authority Asset Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,department-for-communities-and-local-government
http://www.communities.gov.uk/publications/localgovernment/brsadditionalityballots,Business Rate Supplements guidance: additionality and ballots,Business rates supplements guidance: additionality and ballots,,"The Business Rate Supplements Act 2009 makes provision for county councils, unitary district councils and the Greater London Authority to levy a supplement on the national non-domestic rate (or business rate). Authorities will be able to use the proceeds to fund additional investment aimed at promoting the economic development of local areas.",Free,,5/13/2009,Good practice and guidance,guidance,,9781845326050,giving-local-authorities-more-control-over-how-they-spend-public-money-in-their-area,,,,http://www.hm-treasury.gov.uk/d/business_rate_supplements_guidance_pu736.pdf,Business Rate Supplements guidance: additionality and ballots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,department-for-communities-and-local-government
http://www.communities.gov.uk/publications/localgovernment/brsguidancelas,Business Rate Supplements: guidance for Local Authorities,Business rates supplements: guidance,,"The Business Rate Supplements Act 2009 makes provision for county councils, unitary district councils and the Greater London Authority to levy a supplement on the national non-domestic rate (or business rate). Authorities will be able to use the proceeds to fund additional investment aimed at promoting the economic development of local areas.",Free,,1/18/2010,Good practice and guidance,guidance,,9781845326722,giving-local-authorities-more-control-over-how-they-spend-public-money-in-their-area,,,,http://www.hm-treasury.gov.uk/d/business_rate_supplements_localauthority_guidance.pdf,Business Rate Supplements: guidance for Local Authorities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,department-for-communities-and-local-government
http://www.communities.gov.uk/publications/localgovernment/businessratesdeferralguide,Business Rates Deferral Scheme: Administrative Guidance,Business rates deferral scheme: guidance,,"The Non-Domestic Rating (Deferred Payments) (England) Regulations 2009 came into force on 31 July 2009 at which point businesses could apply for deferral. This guidance provides details on the processing of applications, eligibility, the calculation of the deferrable amount, and billing and enforcement.",Free,,7/24/2009,Good practice and guidance,guidance,,9781409817055,giving-local-authorities-more-control-over-how-they-spend-public-money-in-their-area,,,,http://www.communities.gov.uk/documents/localgovernment/pdf/1295407.pdf,Business Rates Deferral Scheme: Administrative Guidance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,department-for-communities-and-local-government
http://www.communities.gov.uk/publications/localgovernment/counciltaxconsultationguidelines,Council Tax Consultation - Guidelines for Local Authorities,Council Tax consultations with the public: guidelines,,"These guidelines are designed to assist local authorities in consulting the public on council tax. While guidelines on consultation are available, little has been produced that is specific to consulting on local tax and spend issues - an area that presents particular difficulties. This document draws on the experience of councils and debates with practitioners to provide practical support to those authorities committed to carrying out quality and effective consultation on council tax and budget matters.",Free,,6/25/2002,Good practice and guidance,guidance,,,making-sure-council-tax-payers-get-good-value-for-money,,,,http://www.communities.gov.uk/documents/localgovernment/pdf/145545.pdf,Council Tax Consultation - Guidelines for Local Authorities - June 2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,department-for-communities-and-local-government
http://www.communities.gov.uk/publications/localgovernment/circular032006,DCLG Circular 03/2006 - Guidance on the Accounts and Audit Regulations 2003,Accounts and Audit Regulations 2003: circular 03/2006,,"The purpose of this guidance is to assist relevant bodies and smaller relevant bodies in their operation of the accounting regime under the Accounts and Audit Regulations 2003.

This circular seeks to provide guidance on the issue of proper accounting practices and details of where generally recognised published codes setting out proper accounting practices may be found. It also seeks to provide guidance on new requirements introduced by the amendments to the 2003 regulations.

This is a priced publication available from TSO (The Stationery Office), PO Box 29, Norwich NR3 1GN. Order through the Parliamentary Hotline (Lo-call): 08457 023 474, fax: 0870 600 5533, textphone 0870 240 3701, email: book.orders@tso.co.uk or visit www.tsoshop.co.uk to buy online.",£6 (free to download),,8/18/2006,Circular and official letters,circulars-letters-and-bulletins,,9780117539693,making-local-councils-more-transparent-and-accountable-to-local-people,,,,http://www.communities.gov.uk/documents/localgovernment/pdf/1177532.pdf,DCLG Circular 03/2006 - Guidance on the Accounts and Audit Regulations 2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,department-for-communities-and-local-government
http://www.communities.gov.uk/publications/localgovernment/generalpower2,General power for best value authorities to charge for discretionary services - guidance on the power in the Local Government Act 2003,General power for best value authorities to charge for discretionary services: guidance,,"This guidance aims to assist local authorities in England on charging for discretionary services, as authorised under section 93 and 94 of the Local Government Act 2003.

This is guidance issued under section 93 (6) of the act, to which authorities are required to pay regard.",Free,,6/21/2006,Good practice and guidance,guidance,,,giving-local-authorities-more-control-over-how-they-spend-public-money-in-their-area,,,,http://www.communities.gov.uk/documents/localgovernment/pdf/151291.pdf,General power for best value authorities to charge for discretionary services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,department-for-communities-and-local-government
http://www.communities.gov.uk/publications/localgovernment/generalpower,General power for local authorities to trade in function related activities through a company - guidance on the power in the Local Government Act 2003,General power for local authorities to trade in function-related activities through a company: guidance,,"This guidance aims to assist local authorities in England on trading through a company, as authorised for the purpose of carrying on their ordinary functions under section 95 and 96 of the Local Government Act - the local government (best value authorities) (power to trade) (England) Order 2004 (S.I 2004/1705) (the trading order).

This guidance explains how, in the view of the Secretary of State, issues in relations to trading may be handled.

This is statutory guidance issued under section 92 (2) of the Act, to which authorities are required to pay regard.",Free,,7/29/2004,Good practice and guidance,guidance,,1851127232,giving-local-authorities-more-control-over-how-they-spend-public-money-in-their-area,,,,http://www.communities.gov.uk/documents/localgovernment/pdf/133628.pdf,General power for local authorities to trade in function related activities hrough a company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,department-for-communities-and-local-government
http://www.communities.gov.uk/publications/localgovernment/guidancecommunitygovernance2010,Guidance on community governance reviews,Community governance reviews: guidance,,"The Local Government and Public Involvement in Health Act 2007 (Part 4) devolved power from the Secretary of State to principal councils to carry out community governance reviews and put in place or make changes to local community governance arrangements.

This guidance is intended to provide assistance to principal councils on undertaking community governance reviews and making recommendations on electoral arrangements for parish councils.",Free,,3/31/2010,Good practice and guidance,guidance,,9781409824213,making-local-councils-more-transparent-and-accountable-to-local-people,,,,http://www.communities.gov.uk/documents/localgovernment/pdf/1527635.pdf,Guidance on community governance reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,department-for-communities-and-local-government
http://www.communities.gov.uk/publications/localgovernment/poolingaligningbudgets,Guidance to Local Areas in England on Pooling and Aligning Budgets,Pooling and aligning local budgets: guidance,,"This guidance provides clarity on pooling and aligning budgets and on related issues often cited as difficult. It brings together current experience and learning from across different sectors with existing guidance to provide information and help. It also provides case studies and best practice examples, and links to additional help. It should be of interest to local partnerships such as:

* a Local Strategic Partnership
* Children's Trust Board
* a community Safety Partnership or
* any local body that wants to look at the possibility of joint financing arrangements with other local partners",Free,,3/17/2010,Good practice and guidance,guidance,,9781409823384,giving-people-more-power-over-what-happens-in-their-neighbourhood,giving-local-authorities-more-control-over-how-they-spend-public-money-in-their-area,,,http://www.communities.gov.uk/documents/localgovernment/pdf/1508565,Guidance to local areas in England on pooling and aligning budgets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,department-for-communities-and-local-government
http://www.communities.gov.uk/publications/localgovernment/modelreorganisationorder,Model Reorganisation of Community Governance Order,Model reorganisation of community governance order,,This model reorganisation of community governance order is published alongside the guidance on community governance reviews to assist local authorities when implementing decisions made following their reviews. The model order is offered on an advisory basis to help councils drawing up their orders but they are not obliged to follow this example. Principal councils will still want to seek their own legal advice that any orders they produce meets the necessary legal requirements.,Free,,2/4/2009,Good practice and guidance,guidance,,,making-local-councils-more-transparent-and-accountable-to-local-people,,,,http://www.communities.gov.uk/documents/localgovernment/pdf/1138149.pdf,Model Reorganisation of Community Governance Order,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,department-for-communities-and-local-government
http://www.communities.gov.uk/publications/localgovernment/modelbyelaw7,Model byelaw 10 - Byelaws for markets,Byelaws for markets: model byelaw 10,,"Section 60 of the Food Act 1984 provides for a local authority who maintain a market to make byelaws for:

* market days and hours
* prevention of obstruction
* authority to use space
* maintaining cleanliness
* prevention of spread of fire
* preservation of order
* use of water taps
* animals and livestock

As the legislation requires the local authority to consult the fire authority, draft byelaws should be accompanied by confirmation that this has been done.",Free,,6/7/2006,Legislation and policy,policy-papers,,,making-local-councils-more-transparent-and-accountable-to-local-people,,,,http://www.communities.gov.uk/documents/localgovernment/pdf/133613.pdf,Model byelaw 10,http://www.communities.gov.uk/documents/localgovernment/pdf/320432.pdf,Model byelaw 10: guidance notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,department-for-communities-and-local-government
http://www.communities.gov.uk/publications/localgovernment/modelbyelaw,"Model byelaw 2 - Pleasure grounds, public walks and open spaces","Pleasure grounds, public walks and open spaces: model byelaw 2",,"Section 164 of the Public Health Act 1875 and section 15 of the Open Spaces Act 1906 enable local authorities to make byelaws for the regulation of public walks and pleasure grounds and of open spaces and burial grounds respectively.

Section 12 of the Open Spaces Act 1906 extends the types of land for which byelaws can be made under section 15 of that Act.

Byelaws should be adopted only as genuinely required to address an existing problem. If councils are in doubt about the layout of the byelaws they are advised to use the standard scheme and not seal the byelaws until they have received the approval of the Secretary of State.",Free,,12/1/2005,Legislation and policy,policy-papers,,,making-local-councils-more-transparent-and-accountable-to-local-people,,,,http://www.communities.gov.uk/documents/localgovernment/doc/133580.doc,Model byelaw 2,http://www.communities.gov.uk/documents/localgovernment/pdf/324941.pdf,Model byelaw 2: guidance notes,http://www.communities.gov.uk/documents/localgovernment/doc/133583.doc,Flowchart 1: enabling powers for pleasure ground and open spaces byelaws,http://www.communities.gov.uk/documents/localgovernment/doc/133586.doc,Flowchart 2: enabling powers for commons and town or village greens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,department-for-communities-and-local-government
http://www.communities.gov.uk/publications/localgovernment/modelbyelaw2,Model byelaw 3 - Amusement premises,Amusement premises: model byelaw 3,,"Section 75 of the Public Health Act 1961, as amended by section 22 of the Local Government (Miscellaneous Provisions) Act 1976 enable local authorities to make byelaws for the regulation of Amusement Premises.

The model byelaws belows contain complex and detailed technical information which is deemed essential to preserve public safety and uniform standards throughout the country and should be maintained as far as possible. Local variation on matters of public safety is not desirable. The byelaws should, therefore, be adopted as a package without deviation. The Secretary of State will not normally confirm byelaws which deviate from these models.

The model set includes byelaws on regulation of opening hours; safe egress, nuisance, cleanliness, order and public safety and fire prevention.",Free,,6/7/2006,Legislation and policy,policy-papers,,,making-local-councils-more-transparent-and-accountable-to-local-people,,,,http://www.communities.gov.uk/documents/localgovernment/pdf/133592.pdf,Model byelaw 3,http://www.communities.gov.uk/documents/localgovernment/pdf/321797.pdf,Model byelaw 3: guidance notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,department-for-communities-and-local-government
http://www.communities.gov.uk/publications/localgovernment/modelbyelaw3,Model byelaw 4 - Pleasure fairs,Pleasure fairs: model byelaw 4,,"Section 75 of the Public Health Act 1961, as amended by section 22 of the Local Government (Miscellaneous Provisions) Act 1976 enable local authorities to make byelaws to control pleasure fairs.

The model byelaws below contain complex and detailed technical information which is deemed essential to preserve public safety. Uniform standards throughout the country should be maintained as far as possible, both for the safety of the public and because those operating travelling fairs cannot be expected to familiarise themselves with a variety of byelaw regimes. Local variation on matters of public safety is not desirable. The byelaws should, therefore, be adopted as a package without deviation. The Secretary of State will not  confirm byelaws which deviate from these models.

This model set includes byelaws on regulation of opening hours; notice of intention to hold a pleasure fair; fire prevention, safe ingress; sanitary conditions, cleanliness, order and public safety.",Free,,6/7/2006,Legislation and policy,policy-papers,,,making-local-councils-more-transparent-and-accountable-to-local-people,,,,http://www.communities.gov.uk/documents/localgovernment/pdf/133598.pdf,Model byelaw 4,http://www.communities.gov.uk/documents/localgovernment/pdf/323712.pdf,Model byelaw 4: guidance notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,department-for-communities-and-local-government
http://www.communities.gov.uk/publications/localgovernment/modelbyelaw4,Model byelaw 5 - Promenades,Promenades: model byelaw 5,,"Section 83 of the Public Health Acts Amendment Act 1907 enables local authorities to make byelaws to regulate the user of any promenade and to provide for the preservation of order and good conduct for the purpose of preventing danger, obstruction or annoyance to persons using the promenade.

Byelaws should not be adopted en bloc, but only as genuinely required to address an existing problem. If councils are in doubt about the layout of the byelaws they are advised to use the standard scheme and not seal the byelaws until they have received the approval of the Secretary of State.

This model set includes byelaws on cycling, interference with life saving equipment, kites and buggies, motor vehicles, protection of flower beds, removal of signs and structures, skateboarding,  trading and unauthorised erection of structures.",Free,,6/7/2006,Legislation and policy,policy-papers,,,making-local-councils-more-transparent-and-accountable-to-local-people,,,,http://www.communities.gov.uk/documents/localgovernment/doc/133601.doc,Model byelaw 5,http://www.communities.gov.uk/documents/localgovernment/pdf/321364.pdf,Model byelaw 5: guidance notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,department-for-communities-and-local-government
http://www.communities.gov.uk/publications/localgovernment/modelbyelaw5,Model byelaw 6 - The seashore,The seashore: model byelaw 6,,"Section 82 of the Public Health Acts Amendment Act 1907 enables district councils  to make byelaws to regulate the user of the seashore and to provide for the preservation of order and good conduct for the purpose of preventing danger, obstruction or annoyance to persons using the seashore.

Byelaws should not be adopted en bloc, but only as genuinely required to address an existing problem. If councils are in doubt about the layout of the byelaws they are advised to use the standard scheme and not seal the byelaws until they have received the approval of the Secretary of State.

This model set includes byelaws on aircraft, bait digging, fires, fishing, games, horse riding, interference with life-saving equipment, public shows and performances,  removal signs and structures, sandlines, trading and  unauthorised erection of structures.",Free,,6/7/2006,Legislation and policy,policy-papers,,,making-local-councils-more-transparent-and-accountable-to-local-people,,,,http://www.communities.gov.uk/documents/localgovernment/doc/133604.doc,Model byelaw 6,http://www.communities.gov.uk/documents/localgovernment/pdf/322127.pdf,Model byelaw 6: guidance notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,department-for-communities-and-local-government
http://www.communities.gov.uk/publications/localgovernment/modelbyelaw6,Model byelaw 8 - Good rule and government,Good rule and government: model byelaw 8,,"Section 235 of the Local Government Act 1972 enables district and borough councils to make byelaws for the good rule and government of the whole or any part of the district or borough and for the prevention and suppression of nuisances.

This model set includes byelaws on climbing upon and hanging from bridges, fairground attractions causing obstruction to traffic, dangerous games near and on highways, interference with  life saving equipment and road warning lamps, riding on road margins, skateboarding, touting, and urinating in public.",Free,,6/7/2006,Legislation and policy,policy-papers,,,making-local-councils-more-transparent-and-accountable-to-local-people,,,,http://www.communities.gov.uk/documents/localgovernment/doc/133607.doc,Model byelaw 8,http://www.communities.gov.uk/documents/localgovernment/pdf/324534.pdf,Model byelaw 8: guidance notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,department-for-communities-and-local-government
http://www.communities.gov.uk/publications/localgovernment/odpmcircularaddendum,ODPM Circular 02/2004: Addendum to 03/2003 - Local Government Act 1999: Part 1,Local Government Act 1999 Part 1: circular ODPM 02/2004,,"With the exception of Police authorities, the following guidance applies to all best value authorities in England. It explains how these authorities might meet the requirements of Part I of the Local Government Act 1999 in preparing Best Value Performance Plans.

Paragraphs 3-18 and Annex A consist of statutory guidance and replace paragraphs 65-76 and Annex E of Circular 03/2003.",Free,,3/1/2004,Circular and official letters,circulars-letters-and-bulletins,,,giving-local-authorities-more-control-over-how-they-spend-public-money-in-their-area,,,,http://www.communities.gov.uk/documents/localgovernment/pdf/134858.pdf,ODPM Circular 02/2004: Addendum to 03/2003 -Local Government Act 1999: Part 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,department-for-communities-and-local-government
http://www.communities.gov.uk/publications/localgovernment/odpmcircularbest,ODPM Circular 03/2003: Best Value Performance Improvement,Best value and performance improvement: circular ODPM 03/2003,,"This circular applies to all principal local authorities in England. It provides guidance on how they might meet the requirements of Part I of the Local Government Act 1999.

It replaces DETR Circulars 10/99 and 02/01. Paragraphs 28 to 76 and annexes C, D and E consist of statutory guidance provided under Section 3 (the general duty), Section 5 (Best Value Reviews), Section 6 (Best Value Performance Plans) and Section 19 (Contracts: exclusion of non-commercial considerations) of the 1999 Act.",Free,,3/13/2003,Circular and official letters,circulars-letters-and-bulletins,,,giving-local-authorities-more-control-over-how-they-spend-public-money-in-their-area,,,,http://www.communities.gov.uk/documents/localgovernment/pdf/134855.pdf,ODPM Circular 03/2003: Best Value Performance Improvement - with 2004 addendums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,department-for-communities-and-local-government
http://www.communities.gov.uk/publications/localgovernment/odpmcircularlocal,ODPM Circular 05/2006: Local Government Act 1999: Part 1 Best Value and Performance Improvement,Best value and performance improvement: circular ODPM 05/2006,,"It explains how these authorities might meet the requirements of Part I of the Local Government Act 1999 in preparing Best Value Performance Plans. Paragraphs 3-6 and Annex A and B consist of statutory guidance and replace paragraphs 13-16 and Annex A and B of Circular 02/2004.

This is a priced publication available from TSO (The Stationery Office), PO Box 29, Norwich NR3 1GN. Order through the Parliamentary Hotline (Lo-call): 08457 023 474, fax: 0870 600 5533, textphone 0870 240 3701, email: book.orders@tso.co.uk or visit www.tsoshop.co.uk to buy online.",£6 (free to download),,4/11/2006,Circular and official letters,circulars-letters-and-bulletins,,,giving-local-authorities-more-control-over-how-they-spend-public-money-in-their-area,,,,http://www.communities.gov.uk/documents/localgovernment/pdf/144683.pdf,ODPM Circular 05/2006: Local Government Act 1999: Part 1 Best Value and Performance Improvement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,department-for-communities-and-local-government
http://www.communities.gov.uk/publications/localgovernment/planningtogether,Planning Together: Updated practical guide for local strategic partnerships and planners,Planning together: guidance for local strategic partnerships and planners,,"This publication is aimed at local council leaders, planners, local strategic partnership co-ordinators and elected members. It is a short practical guide focused on the strategic leadership role of local authorities working through local strategic partnership and the planning system to shape good places and deliver quality services.

The Planning Advisory Service has worked alongside the preparation of this guide to develop a web-based [case study library](http://www.pas.gov.uk/pas/core/page.do?pageId=33649 “Planning Advisory Service: case study library”).",Free,,4/2/2009,Good practice and guidance,guidance,,,giving-communities-more-power-in-planning-local-development,,,,http://www.communities.gov.uk/documents/localgovernment/pdf/1193492.pdf,Planning Together: Updated practical guide for local strategic partnerships and planners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,department-for-communities-and-local-government
http://www.communities.gov.uk/publications/localgovernment/powertopromote,Power to promote well-being of the area: Statutory guidance for local councils,Power to promote well-being of the area: statutory guidance for local councils,,"This guidance is aimed at English local councils (parish, town, village, neighbourhood, and community councils) and discusses the extension to eligible local councils of the Power to Promote or Improve Economic, Social, or Environmental Well-Being (colloquially known as the ""well-being power"").",Free,,2/19/2009,Good practice and guidance,guidance,,,making-local-councils-more-transparent-and-accountable-to-local-people,,,,http://www.communities.gov.uk/documents/localgovernment/pdf/1148897.pdf,Power to promote well-being of the area: Statutory guidance for local councils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,department-for-communities-and-local-government
