old_url,organisation,title,policy_1,policy_2,policy_3,policy_4,publication_type,body,price,ignore date,publication_date,ignore type,ISBN,attachment_0_url,attachment_0_title,attachment_1_url,attachment_1_title,attachment_2_url,attachment_2_title,attachment_3_url,attachment_3_title,attachment_4_url,attachment_4_title,attachment_5_url,attachment_5_title
http://www.communities.gov.uk/publications/housing/implementingselffinancing,department-for-communities-and-local-government,Implementing self-financing for council housing,giving-local-authorities-more-control-over-how-they-spend-public-money-in-their-area,,,,guidance,"This document sets out the rationale, methodology and financial parameters for our reforms to the council housing finance system in England - 'self-financing'. It also outlines the wider policy context, including those policies that will support the successful implementation of this devolved system.

The document's purpose is to provide local authorities with the information they need to begin their detailed preparations for self-financing. It is also intended to support Parliament's deliberations as it scrutinises the powers necessary to introduce self-financing set out in the Localism Bill.

The methodology set out here builds on that which was proposed - and broadly supported - in the Department for Communities and Local Government's March 2010 consultation.

This publication is accompanied by the following documents:

  * A model which applies the settlement methodology to the data to
provide indicative figures for each local authority.
  * A user guide to accompany this model.
  * A report on the model inputs, assumptions and outputs.",Free,1 February 2011,01-Feb-2011,"Good practice and guidance, Reports and summaries",9781409827962,http://www.communities.gov.uk/documents/housing/pdf/1831498.pdf,Implementing self-financing for council housing,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/interviewsurveyquestionnaire,department-for-communities-and-local-government,Guidance on the English Housing Survey interview survey questionnaire - from 2008 onwards,,,,,guidance,This document provides full details of the information collected through the English Housing Survey Interview Survey from 2008/09 onwards.,Free,21 May 2010,21-May-2010,"Good practice and guidance, Reports and summaries",9781409824503,http://www.communities.gov.uk/documents/housing/pdf/1579782.pdf,Interview Survey Questionnaire - From 2008/2009 onwards: English Housing Survey,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/modeluserguide,department-for-communities-and-local-government,Modelling business plans for council landlords: local authority financial model user guide,improving-the-rented-housing-sector,,,,guidance,"PricewaterhouseCoopers LLP (PwC) was appointed to provide expert financial and technical support to the Department for Communities and Local Government (DCLG) team leading a project to develop a devolved system for the financing of council housing in England.

They have produced a spreadsheet model (the ""Model"") to assist DCLG in developing sustainable self-financing business plans for each local authority with housing stock.

The model values each local authority's council housing over a 30-year period and compares this to the amount of debt which the business currently supports. The model also quantifies and presents the national impact of these plans in aggregate.

**PLease note:** It has been brought to our attention that the local authority financial model published on this website from 2 February 2011 to 10 February 2011 contained data from the draft HRA subsidy determination which for some authorities had been superceded by that published in the final determination. _All figures contained in the policy document reflected this final data and the revised version of the local authority financial model is provided below._",Free,1 February 2011,01-Feb-2011,"Good practice and guidance, Reports and summaries",9781409827986,http://www.communities.gov.uk/documents/housing/pdf/1831491.pdf,Modelling business plans for council landlords: Local authority financial model user guide,http://www.communities.gov.uk/documents/housing/zip/1831557.zip,Local Authority Financial Model,,,,,,,,
http://www.communities.gov.uk/publications/housing/roughsleepingevaluate,department-for-communities-and-local-government,Evaluating the extent of rough sleeping: a new approach,providing-housing-support-for-older-and-vulnerable-people,,,,guidance,"This guidance has been published following a consultation.

It is intended to help local authorities, in partnership with other local agencies, to evaluate the extent of rough sleeping in their area by carrying out a count of people sleeping rough or by estimating the number of rough sleepers on a typical night in their locality.

The new methodology will be used for carrying out counts and providing robust estimates from October 2010. CLG will publish an annual figure based on this information.

The form that local authorities should use to complete the count/estimate is also provided below.",Free,14 September 2010,14-Sep-2010,"Good practice and guidance, Reports and summaries",9781409825654,http://www.communities.gov.uk/documents/housing/pdf/1713784.pdf,Evaluating the Extent of Rough Sleeping: A new approach,http://www.communities.gov.uk/documents/housing/xls/1713802.xls,Rough Sleepers: Local Authority Form - Autumn 2012,,,,,,,,
http://www.communities.gov.uk/publications/housing/sancturyschemesguide,department-for-communities-and-local-government,Sanctuary schemes for households at risk of domestic violence: guidance for agencies developing and delivering sanctuary schemes,providing-housing-support-for-older-and-vulnerable-people,,,,guidance,"A Sanctuary Scheme is a multi-agency victim centred initiative which aims to enable households at risk of violence to remain safely in their own homes by installing a 'Sanctuary' in the home and through the provision of support to the household. This guide highlights the transferable lessons from an evaluation of Sanctuary Schemes, and will be particularly useful for local level practitioners in developing strategies to prevent homelessness and support for households at risk of domestic violence. A summary and full research report have also been published.",Free,26 August 2010,26-Aug-2010,"Good practice and guidance, Research",978 1 4098 2523 4,http://www.communities.gov.uk/documents/housing/pdf/1697793.pdf,Sanctuary Schemes for Households at Risk of Domestic Violence: Practice Guide for Agencies Developing and Delivering Sanctuary Schemes,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/affordablerentpolicy,department-for-communities-and-local-government,Full equality impact assessment for affordable rent policy,increasing-the-number-of-available-homes,improving-the-rented-housing-sector,,,impact-assessments,This publication assesses the potential equalities impacts generated by the introduction of Affordable Rent; the principal element of the new supply offer within the 2011-2015 Affordable Homes Programme. ,Free,9 June 2011,09-Jun-2011,impact-assessments,9781409829812,http://www.communities.gov.uk/documents/housing/pdf/1908006.pdf,Full Equality Impact Assessment for Affordable Rent Policy,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/decenthomesfundingeqia,department-for-communities-and-local-government,Spending Review 2010: equality impact assessment - funding for the Decent Homes programme,improving-the-rented-housing-sector,,,,impact-assessments,"This Equality Impact Assessment relates to the Government's plans to spend over £2bn on tackling non-decent social homes over the next four years, as set out in the Department's Spending Review 2010 announcement.",Free,13 December 2010,13-Dec-2010,impact-assessments,9781409827085,http://www.communities.gov.uk/documents/housing/pdf/17958591.pdf,Spending Review 2010: Equality Impact Assessment - Funding for the Decent Homes Programme,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/privatesectorfundingeqia,department-for-communities-and-local-government,Spending Review 2010: equality impact assessment - funding for private sector renewal,improving-the-rented-housing-sector,,,,impact-assessments,"This Equality Impact Assessment relates to the withdrawal of funding for the Private Sector Renewal programme, as set out in the Department's Spending Review 2010 announcement.",Free,13 December 2010,13-Dec-2010,impact-assessments,9781409827092,http://www.communities.gov.uk/documents/housing/pdf/17958592.pdf,Spending Review 2010: Equality Impact Assessment - Funding for Private Sector Renewal,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/rentimpactassessment,department-for-communities-and-local-government,Impact assessment for affordable rent,improving-the-rented-housing-sector,,,,impact-assessments,"This Impact Assessment appraises the costs and benefits of delivering affordable housing under the new Affordable Rent model as part of the Affordable Homes Programme. The new model contains a range of reforms to the way social housing is delivered. These include giving greater flexibility to social landlords to determine the types of tenancies they grant to new tenants and a new policy on rents where associated with development.

**Note:** Following the publication of the Impact Assessment on 9 June 2011, it was brought to DCLG's attention that there were a few inconsistencies in the numbers within the document.

The attached updated version corrects a few erroneous figures in the Summary: Analysis and Evidence tables and in the written assessment of Option 3 in the 'Appraisal of Options' section of the evidence base to match the correct figures in the results tables 4, 6 and 8 of the 'Appraisal of Options' section.",Free,9 June 2011,09-Jun-2011,impact-assessments,9781409829935,http://www.communities.gov.uk/documents/housing/pdf/1918816.pdf,Impact Assessment for Affordable Rent,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/supportingpeoplefundingeqia,department-for-communities-and-local-government,Spending Review 2010: equality impact assessment - funding for the Supporting People programme,providing-housing-support-for-older-and-vulnerable-people,,,,impact-assessments,"This Equality Impact Assessment relates to the changes in national funding to the Supporting People programme, as set out in the Department's Spending Review 2010 announcement.",Free,13 December 2010,13-Dec-2010,impact-assessments,9781409827108,http://www.communities.gov.uk/documents/housing/pdf/17958593.pdf,Spending Review 2010: Equality Impact Assessment - Funding for the Supporting People Programme,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/assuredassuredlandlords,department-for-communities-and-local-government,Assured and assured shorthold tenancies: a guide for landlords,improving-the-rented-housing-sector,,,,guidance,"You probably need to read this booklet if you are letting, or thinking of letting, a domestic property and the letting began on or after 15 January 1989. However, if you are sharing or are going to share part of your home, you should read our separate booklets called _Letting Rooms in Your Home: A Guide for Resident Landlords_ and _Renting Rooms in Someone's Home: A Guide for People Renting from Resident Landlords_.

These booklets do not deal with agricultural lettings, or lettings by housing associations, local authorities or other social landlords.

The booklets explain the most important features of landlords' and tenants' rights and responsibilities but they are only a general guide.",Free,21 April 2009,21-Apr-2009,"Manuals leaflets and booklets, Good practice and guidance",9781409811060,http://www.communities.gov.uk/documents/housing/pdf/138286.pdf,Assured and assured shorthold tenancies: A guide for landlords,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/assuredassuredtenants,department-for-communities-and-local-government,Assured and assured shorthold tenancies: a guide for tenants,improving-the-rented-housing-sector,,,,guidance,"You probably need to read this booklet if you are renting, or thinking of renting, a domestic property and the letting began on or after 15 January 1989. However, if you are sharing or are going to share part of the landlord's home, you should read our separate booklet called _Renting Rooms in Someone's Home - a guide for people renting from resident landlords_.

This booklet does not deal with agricultural lettings, or lettings by housing associations, local authorities or other social landlords.

This booklet explain the most important features of tenants' and landlords' rights and responsibilities but it is only a general guide.",Free,21 April 2009,21-Apr-2009,"Manuals leaflets and booklets, Good practice and guidance",9781409811046,http://www.communities.gov.uk/documents/housing/pdf/138289.pdf,Assured and assured shorthold tenancies: A guide for tenants,http://www.communities.gov.uk/documents/housing/doc/323999.doc,Assured and assured shorthold tenancies: A guide for tenants,,,,,,,,
http://www.communities.gov.uk/publications/housing/mortgagesalesguidance,department-for-communities-and-local-government,Mortgage sales guidance for local authorities and registered social landlords,increasing-the-number-of-available-homes,,,,guidance,"The Regulatory Reform (Housing) (England and Wales) Order 2002 created a new framework for local housing authorities to provide financial and other assistance for home repair and improvement.

This Mortgage Sales Guidance sets out the procedures that both Registered Social Landlords, commonly known as housing associations (HAs) and local authorities (LAs) must follow when providing mortgage finance under these new powers.",£12.00 (free to download below),21 November 2005,21-Nov-2005,Good practice and guidance,1 85112 826 3,http://www.communities.gov.uk/documents/housing/pdf/142787.pdf,Mortgage Sales Guidance for Local Authorities and Registered Social Landlords,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/localauthorityhousing,department-for-communities-and-local-government,Local authority housing: a guide to using electronic claims forms,improving-the-rented-housing-sector,,,,guidance,"_Note on quality: the files attached to this page were converted from a legacy website by automatic process, and may contain minor formatting errors. The text of the document is complete and as originally published._",Free,15 May 1999,15-May-1999,Good practice and guidance,,http://www.communities.gov.uk/documents/housing/rtf/156858.rtf,Local authority housing: a guide to using electronic claims forms,http://www.communities.gov.uk/documents/housing/pdf/158073.pdf,Local authority housing: a guide to using electronic claims forms,,,,,,,,
http://www.communities.gov.uk/publications/planningandbuilding/epcsandnondwellings,department-for-communities-and-local-government,"Energy Performance Certificates (EPCs) and non-dwellings: a guide for building owners, landlords and tenants",improving-the-energy-efficiency-of-buildings-and-using-planning-to-protect-the-environment,,,,guidance,"By 1 October 2008 all buildings whenever sold, rented or built will need an Energy Performance Certificate.

This leaflet gives advice on the requirements for commercial buildings including key roll out dates. It also covers:

  * What this means in practice.
  * When the certificates are required.
  * How to obtain the certificates.",Free,31 March 2008,31-Mar-2008,Manuals leaflets and booklets,,http://www.communities.gov.uk/documents/planningandbuilding/pdf/748603.pdf,"Energy Performance Certificates (EPCs) and Non-dwellings: A guide for building owners, landlords and tenants",,,,,,,,,,
http://www.communities.gov.uk/publications/planningandbuilding/epcsbuildersguide,department-for-communities-and-local-government,Energy Performance Certificates (EPCs) and new homes: a builder's guide,improving-the-energy-efficiency-of-buildings-and-using-planning-to-protect-the-environment,,,,guidance,"Buildings account for almost half of the energy consumption and carbon emission in the UK. The ways in which we light, heat and use our buildings all contribute to this.

From 6 April 2008 it will be law to provide an Energy Performance Certificate (EPC) for all new and newly built homes that are completed after that date. This booklet gives advice on the requirements for new homes.

It covers:

  * what this means in practice
  * who needs one
  * how to obtain an EPC.

This is one of a series of booklets providing information on the energy peformance of buildings. Other titles in the series are available via the links on the right.",Free,1 October 2007,01-Oct-2007,"Manuals leaflets and booklets, Good practice and guidance",,http://www.communities.gov.uk/documents/planningandbuilding/pdf/711723.pdf,Energy Performance Certificates (EPCs) and New Homes: A Builder's Guide,,,,,,,,,,
http://www.communities.gov.uk/publications/planningandbuilding/epcsrentinglandlords,department-for-communities-and-local-government,Energy Performance Certificates (EPCs) and renting homes: a landlord's guide,improving-the-energy-efficiency-of-buildings-and-using-planning-to-protect-the-environment,,,,guidance,"This booklet gives advice to landlords on Energy Performance Certificates which will be required if renting to a new tenant from 1 October 2008.

A guide for tenants is also available: _ [Energy Performance Certificates (EPCs) and renting homes: A tenant's guide](http://www.communities.gov.uk/publications/planningandbuilding/epcsrentingtenants) _.",Free,5 September 2008,05-Sep-2008,"Manuals leaflets and booklets, Good practice and guidance",9781409803744,http://www.communities.gov.uk/documents/planningandbuilding/pdf/957171.pdf,Energy Performance Certificates (EPCs) and renting homes: A landlord's guide,,,,,,,,,,
http://www.communities.gov.uk/publications/planningandbuilding/epcsrentingtenants,department-for-communities-and-local-government,Energy Performance Certificates (EPCs) and renting homes: a tenant's guide,improving-the-energy-efficiency-of-buildings-and-using-planning-to-protect-the-environment,,,,guidance,"This booklet gives advice to tenants on Energy Performance Certificates which will be required if renting a new home from 1 October 2008.

A guide for landlords is also available: _ [Energy Performance Certificates (EPCs) and renting homes: A landlord's guide](http://www.communities.gov.uk/publications/planningandbuilding/epcsrentinglandlords) _.",Free,13 August 2008,13-Aug-2008,"Manuals leaflets and booklets, Good practice and guidance",9781409803515,http://www.communities.gov.uk/documents/planningandbuilding/pdf/925424.pdf,Energy Performance Certificates (EPCs) and renting homes: A tenant's guide (Updated: 28 August 2008),,,,,,,,,,
http://www.communities.gov.uk/publications/planningandbuilding/hedgeheight,department-for-communities-and-local-government,Hedge height and light loss,,,,,guidance,"A booklet to help people assess whether an evergreen hedge is blocking too much daylight and sunlight to neighbouring properties. Revised version published October 2005.

**Note:** The above publication was issued by our former department, the Office of the Deputy Prime Minister (ODPM). ODPM became Communities and Local Government on **5 May 2006** - all references in the text to ODPM now refer to Communities and Local Government.

The findings and recommendations in this report are those of the consultant authors and do not necessarily represent the views or proposed policies of the Department for Communities and Local Government.",£6.50 (free to download below),8 April 2004,08-Apr-2004,"Reports and summaries, Manuals leaflets and booklets",1851127070,http://www.communities.gov.uk/publications/planningandbuilding/hedgeheight?view=Order+form&supplierId=1403826,Order this publication,http://www.communities.gov.uk/documents/planningandbuilding/pdf/hedgeheight.pdf,Hedge height and light loss,http://www.communities.gov.uk/documents/planningandbuilding/xls/hedgeheightspreadsheet.xls,Spreadsheet to calculate action hedge height,,,,,,
http://www.communities.gov.uk/publications/planningandbuilding/highhedgescomplaints,department-for-communities-and-local-government,High hedges complaints: prevention and cure,,,,,guidance,"Guidance for local authorities on how to process complaints made about neighbouring high hedges.

A letter to local authorities regarding remedial works was published on 20 April 2006 and is available below.

**Update:** Queries regarding high hedges appeals should now be directed to the High Hedges Appeals Team, The Planning Inspectorate, Room 4/04 Kite Wing, Temple Quay House, 2 The Square, Temple Quay, Bristol BS1 6PN (tel: 0117 372 8812).

**Note:** The above publication was issued by our former department, the Office of the Deputy Prime Minister (ODPM). ODPM became Communities and Local Government on **5 May 2006** - all references in the text to ODPM now refer to Communities and Local Government.",£12 (free to download below),10 May 2005,10-May-2005,"Manuals leaflets and booklets, Good practice and guidance",9781851127970,http://www.communities.gov.uk/publications/planningandbuilding/highhedgescomplaints?view=Order+form&supplierId=1403826,Order this publication,http://www.communities.gov.uk/documents/planningandbuilding/pdf/highhedgescomplaints.pdf,High Hedges Complaints: Prevention and Cure,http://www.communities.gov.uk/documents/planningandbuilding/doc/613948.doc,High Hedges Complaints: Prevention and Cure,http://www.communities.gov.uk/documents/planningandbuilding/doc/highhedgesappendix.doc,Appendix: Sample forms and letters,http://www.communities.gov.uk/documents/planningandbuilding/xls/highhedgescomplaints.xls,Complaint form: high hedges,http://www.communities.gov.uk/documents/planningandbuilding/pdf/letterhighhedges.pdf,Letter to local authorities regarding remedial works
http://www.communities.gov.uk/publications/planningandbuilding/highhedgesappeal,department-for-communities-and-local-government,High hedges: appealing against the council's decision,,,,,guidance,"This leaflet explains how and when people can appeal if they disagree with the Council's decision on a hedge complaint. Appeals are administered by the Planning Inspectorate.

**Note:** The above publication was issued by our former department, the Office of the Deputy Prime Minister (ODPM). ODPM became Communities and Local Government on **5 May 2006** - all references in the text to ODPM now refer to Communities and Local Government.",Free,20 October 2005,20-Oct-2005,Manuals leaflets and booklets,,http://www.communities.gov.uk/publications/planningandbuilding/highhedgesappeal?view=Order+form&supplierId=1403822,Order this publication,http://www.communities.gov.uk/documents/planningandbuilding/pdf/highhedgesappeal.pdf,High Hedges: appealing against the Council's decision,,,,,,,,
http://www.communities.gov.uk/publications/planningandbuilding/highhedgescomplaining,department-for-communities-and-local-government,High hedges: complaining to the council,,,,,guidance,"This leaflet, published in March 2005, explains what complaints local authorities can consider and how they will deal with them.

**Update:** _Mediation UK_ closed late in 2006. To find your nearest community mediation service you should contact the National Mediation Helpline at 0845 6030 809 or [www.nationalmediationhelpline.com](http://www.nationalmediationhelpline.com) (external link).

**Note:** The above publication was issued by our former department, the Office of the Deputy Prime Minister (ODPM). ODPM became Communities and Local Government on **5 May 2006** - all references in the text to ODPM now refer to Communities and Local Government.",Free,19 January 2007,19-Jan-2007,Manuals leaflets and booklets,,http://www.communities.gov.uk/publications/planningandbuilding/highhedgescomplaining?view=Order+form&supplierId=1403822,Order this publication,http://www.communities.gov.uk/documents/planningandbuilding/pdf/highhedgescomplaining.pdf,High Hedges: complaining to the council,,,,,,,,
http://www.communities.gov.uk/publications/planningandbuilding/epcsbuyersellerguide,department-for-communities-and-local-government,Home buyers and sellers guide to Energy Performance Certificates (EPCs),improving-the-energy-efficiency-of-buildings-and-using-planning-to-protect-the-environment,,,,guidance,This booklet provides information to buyers and sellers on Energy Performance Certificates which are required when selling a home.,Free,7 July 2008,07-Jul-2008,Manuals leaflets and booklets,9781409801733,http://www.communities.gov.uk/publications/planningandbuilding/epcsbuyersellerguide?view=Order+form&supplierId=1403822,Order this publication,http://www.communities.gov.uk/documents/planningandbuilding/pdf/989320.pdf,Home buyers and sellers guide to Energy Performance Certificates (EPCs),,,,,,,,
http://www.communities.gov.uk/publications/planningandbuilding/overgardenhedge,department-for-communities-and-local-government,Over the garden hedge,,,,,guidance,"A leaflet on how to settle your hedge differences without involving the local authority. This process must be attempted before a complaint can be made to your local authority. Revised version published March 2005.

**Update**: Mediation UK (which should not be confused with any similarly named company or organisation still in operation) closed late in 2006. To find your nearest community mediation service you may wish to contact either your local authority or the National Mediation Helpline at 0845 6030 809 or [www.nationalmediationhelpline.com](http://www.nationalmediationhelpline.com) (external link).

**Note:** The above publication was issued by our former department, the Office of the Deputy Prime Minister (ODPM). ODPM became Communities and Local Government on **5 May 2006** - all references in the text to ODPM now refer to Communities and Local Government.",Free,19 January 2007,19-Jan-2007,Manuals leaflets and booklets,,http://www.communities.gov.uk/publications/planningandbuilding/overgardenhedge?view=Order+form&supplierId=1403822,Order this publication,http://www.communities.gov.uk/documents/planningandbuilding/pdf/overgardenhedge.pdf,Over the garden hedge,,,,,,,,
http://www.communities.gov.uk/publications/planningandbuilding/decsoftwarespec,department-for-communities-and-local-government,Display Energy Certificate software specification,improving-the-energy-efficiency-of-buildings-and-using-planning-to-protect-the-environment,,,,guidance,This manual describes the software specification behind producing the operational rating performance of buildings (Display Energy Certificates).,Free,31 October 2008,31-Oct-2008,Good practice and guidance,9781409806745,http://www.communities.gov.uk/documents/planningandbuilding/pdf/1016176.pdf,Display Energy Certificate Software Specification,http://www.communities.gov.uk/documents/planningandbuilding/doc/softwarespecification.doc,Display Energy Certificates Software Specification,,,,,,,,
