old_url,title,summary,body,type,delivered_by,event_and_location,organisation,policy 1,policy 2,policy 3,policy 4,first published,,
http://www.dft.gov.uk/news/statements/baker-20120627a,£266 million investment in local sustainable transport schemes,"Written statement by Norman Baker MP, Parliamentary Under-Secretary of State for Transport.","**The Parliamentary Under-Secretary of State for Transport (Norman Baker):** I am pleased to announce today that I am awarding a further [£266m to support authorities in delivering local economic growth whilst cutting carbon emissions](/publications/local-sustainable-transport-fund-guidance-on-the-application-process/) from transport. This funding unlocks further local funding sources to deliver £460m investment in local sustainable transport schemes.

Today's announcement is the third and final instalment of the Local Sustainable Transport Fund, which is now delivering over £1 billion investment in sustainable travel across England, and demonstrating that economic growth and carbon reduction go hand in hand. To facilitate today's announcements, I have secured an additional £40m for the Fund, on top of the original £560m allocation.

On 20 December 2011, the Department received 13 business cases for Large Projects for the Local Sustainable Transport Fund.

I have decided to announce £225m for 12 large projects today, and I have also reserved up to £5m funding for a small project from Tyne and Wear ITA, which my officials will progress with officers from Tyne and Wear during the coming weeks. The list of decisions made today regarding Large Projects is attached.

On 24 February 2012, the Department received 53 small project bids to Tranche 2. On 24 May 2012 I announced £113m to fund 30 small projects, and I am today committing a further £41m to fund 15 more. The list of decisions made today regarding the remaining Tranche 2 bids is also attached.

I am very pleased that every single eligible local authority across England has applied for funding to the Local Sustainable Transport Fund, either as a lead bidder, or as a partner authority to a large project. The Fund has been well received by local government and I am confident that it will be effective in addressing the two key objectives of creating growth and cutting carbon.

All projects were assessed against published criteria. Successful projects were those judged to perform well against the twin objectives of supporting the local economy and facilitating economic development, while reducing carbon emissions. They also demonstrated potential to deliver wider social and economic benefits, to improve safety, to bring about improvements to air quality, or to promote increased levels of physical activity.

All large projects included a full economic appraisal based on the Department's WebTAG guidance. The vast majority of funded large projects offer at least high value for money, with several offering very high value for money.

## Large Projects

### Projects approved for funding

Local Authority LSTF Project Name DfT funding 2012-15 (£m)

North East

Tyne and Wear ITA **
Addressing the barriers that transport creates to economic growth and accessing employment
Up to 5.000

North West

Merseyside ITA *
Supporting Sustainable Access to Opportunity in Merseyside
19.990

Transport for Greater Manchester *
Let's Get to Work
32.460

Yorkshire and The Humber

South Yorkshire ITA
A Sustainable Journey to Work
24.598

East Midlands

Nottingham City Council *
Nottingham Urban Area LSTF Main Bid
10.320

West Midlands

Centro *
Smart Network, Smarter Choices
33.218

Telford and Wrekin Council *
Telford Future - Local Action for Sustainable Growth
6.100

East of England

Hertfordshire County Council *
BIG HERTS BIG IDEAS
9.679

South East

Reading Borough Council *
Targeting Travel Choice Transitions
20.692

Surrey County Council *
Surrey Travel SMART
14.304

Transport for South Hampshire
A Better Connected South Hampshire: Supporting Growth, Reducing Carbon, Improving Health
17.839

South West

Bournemouth Borough Council (South East Dorset) *
South East Dorset Sustainable Travel Package - ""The 3 Towns Corridor""
12.122

Bristol City Council *
West of England Sustainable Transport (WEST)
24.035

* Partial funding approved
** Funding for a revised small project proposal from Tyne and Wear ITA, based on elements of their Large Project business case, has also been retained, and will be awarded pending a successful revised small project application

## Tranche 2

### Projects approved for funding

Local Authority LSTF Project Name DfT funding 2012-15 (£m)

North East

Middlesbrough Council
Sustainable Middlesbrough - A Place for Business
1.210

North West

Blackburn with Darwen Borough Council *
BwD CONNECT Project
1.452

St Helens Council
Mid Mersey Sustainable Cross Boundary Links
3.120

Yorkshire and The Humber

North Yorkshire County Council *
(1) Harrogate and Knaresborough Sustainable Transport Package
(2) Boosting the Tourism Economy in Whitby and the Esk Valley 1.653
3.661

East Midlands

Rutland County Council *
Travel4Rutland
4.016

West Midlands

Stoke-on-Trent City Council (combined with joint bid with Staffordshire County Council)
Stoking Employment in North Staffordshire (a combination of 'Stoking Employment' and 'North Staffordshire Sustainable Transport Package')
4.961

East of England

Bedford Borough Council *
Access to Stations
4.803

South East

East Sussex County Council *
East Sussex Coastal Towns - Better travel to Work & Education
2.206

East Sussex County Council *
Travel Choices for Lewes
1.571

Hampshire County Council *
Sustainable Transport Solutions for England's two newest National Parks
3.810

Royal Borough of Windsor and Maidenhead *
Sustainable Growth for Maidenhead
1.956

West Sussex County Council *
West Sussex Sustainable Travel Towns
2.346

South West

Wiltshire Council
Improving Wiltshire's Rail Offer
4.250

* Partial funding approved

## Projects refused funding

Local Authority LSTF Project Name

East of England

Norfolk County Council
Connecting Norfolk to Growth

South East

West Berkshire Council
'Connecting West Berkshire' - keeping our economy and people moving

South West

Somerset County Council
Two Moors Sustainable Visitor Travel Project

## Related documents

  * [Press release: £266M transport boost for green growth and infrastructure, 27 June 2012](/news/press-releases/dft-news-20120627a)


",Written statement,norman-baker,,Department for Transport,managing-improving-and-investing-in-the-road-network,,,,27/06/2012,,
http://www.dft.gov.uk/news/statements/penning-20120704a,Driver and Vehicle Licensing Agency (DVLA),"Written statement by Mike Penning MP, Parliamentary Under-Secretary of State for Transport.","**The Parliamentary Under-Secretary of State for Transport (Mike Penning):** In December 2011, I launched a [full consultation around a programme of work to transform the way that the DVLA delivers](/dvla//consultations/response_to_transformation.aspx) its services to customers. The consultation recognised the need to modernise the way these services are delivered and to respond to the growing demand for more flexible public services.

Today I am announcing that DVLA will press ahead with its proposals to modernise its services. As a result of this decision the DVLA will centralise its enforcement operations by March 2013 and will close its 39 local offices by the end of 2013. While I recognise that a large number of respondents expressed concerns, I believe that many of these concerns can be mitigated and I am confident that this programme will result in modern, effective services delivering savings of £26m each year.

I am also announcing that DVLA will work to ensure that customers in Northern Ireland have access to the full range of vehicle services available to the rest of the UK. This will include on-line taxing of vehicles and introducing additional benefits such as retaining registration marks.

The DVLA will build on its successes in electronic delivery by providing more transactions online. Local businesses will act as intermediaries to offer motorists more convenient access to certain DVLA services through at least 4000 outlets nationwide compared to the current 39 DVLA local offices. The DVLA will ensure that alternative service channels will be available before offices close.

Many of the concerns arising from the consultation related to issues around potential degradation of services and uncertainty over the alternative channels. The DVLA has developed its proposals to address these concerns. Discussions with stakeholders have helped shape these proposals, which will provide the motor trade and individual motorists with a more efficient and effective service through a greater number of convenient, accessible channels.

I am grateful to all those who engaged in the consultation process as their views have helped to develop the proposals in a way that can ensure customer needs are met.

Today, I am publishing a package of documents, including an impact assessment and a formal response to the consultation. These documents provide more detail of the future services and will be available on the DVLA website and in the Library of the House.

I am committed to maintaining or enhancing current service levels for all motorists and the DVLA will continue to work with stakeholders to support their transition onto new channels.

## Related information

  * [DVLA](/dvla/)


",Written statement,mike-penning,,Department for Transport,managing-improving-and-investing-in-the-road-network,,,,04/07/2012,,
http://www.dft.gov.uk/news/statements/baker-20120709a,Personal Independence Payment and eligibility for a Blue Badge ,"Written statement by Norman Baker MP, Parliamentary Under-Secretary of State for Transport.","**The Parliamentary Under-Secretary of State for Transport (Norman Baker):** I am today publishing a [consultation document on Personal Independence Payment and eligibility for a Blue Badge](/consultations/dft-2012-30/). The consultation period closes on Tuesday 2 October 2012.

The Coalition Government is taking forward important reforms to the welfare system. One of these reforms will involve changes to Disability Living Allowance and will affect eligibility for a disabled person's parking permit or Blue Badge. About a third of all badges are currently issued to people who receive the higher rate of the mobility component of Disability Living Allowance. My Department is therefore consulting on the options we have for dealing with the impact of the changes. The consultation covers arrangements for England only.

I am committed to ensuring that the Blue Badge scheme continues to be focused on those people who will benefit most from the parking concessions that it offers, and that it is sustainable in the future. The Government has identified three main options for responding to the implementation of Personal Independence Payments. The three main options are:

  * Option 1 - no legislative link between eligibility for a Blue Badge and eligibility to Personal Independence Payment,
  * Option 2 - establishing a legislative link between Blue Badge eligibility and the enhanced mobility component of Personal Independence Payment,
  * Option 3 - establishing a legislative link between Blue Badge eligibility and those who score 8 points or more within the 'Moving Around' activity within Personal Independence Payment. This assesses a person's physical ability to get around.

The Government's preferred option is Option 3 as it would mean that eligibility for a Blue Badge would be most similar to the current scheme and the potential impacts of this option are minimal. We will, however, consider this in light of views and comments sent in as part of the consultation. The Government is also asking for other suggestions for other practical and sustainable solutions.

The consultation concludes on 2 October 2012. Personal Independence Payments will be introduced for new claimants aged between 16 and 64 from April 2013 onwards. It will begin to replace Disability Living Allowance for existing recipients aged between 16 and 64 from October 2013 onwards. Any consequential changes to the Blue Badge scheme will also be phased in and will affect existing badge holders when an existing badge expires and they need to apply for a new one.

A copy of the consultation document has been placed in the library of the House.

## Related documents

  * [Blue Badge consultation opens, 9 July 2012](/news/press-releases/dft-press-20120709a/)
  * [Personal Independence Payment and eligibility for a Blue Badge, 9 July 2012](/consultations/dft-2012-30/)


",Written statement,norman-baker,,Department for Transport,managing-improving-and-investing-in-the-road-network,making-transport-more-accessible-to-all,,,09/07/2012,,
http://www.dft.gov.uk/news/statements/greening-20120710a,Government Shareholding in NATS,"Written statement by the Rt Hon Justine Greening MP, Secretary of State for Transport.","**The Secretary of State for Transport (Justine Greening):** My department ran a call for evidence last year to explore the options for the future of the Government's 49% shareholding in the UK's air traffic control provider, NATS Holdings plc (NATS).

The responses, along with work done by my officials in conjunction with other stakeholders, highlighted the strategic importance of NATS to the UK and the far reaching implications of a sale at this time. These include the continued development of the Single European Sky agenda and the ongoing work on the Single European Sky Air Traffic Management Research Programme (SESAR).

In parallel I have considered the potential value that could be realised through a sale of the shares alongside the benefits from receiving dividends from a retained shareholding.

After considering these factors, I have concluded that it is in the best interests of the British taxpayer, the travelling public and the company itself to retain the Government's shares in NATS at this time.

## Related documents

  * [Call for Evidence: NATS Government share ownership](/consultations/dft-2011-15/)


",Written statement,justine-greening,,Department for Transport,increasing-international-competitiveness-of-uk-airlines-and-airports,,,,10/07/2012,,
http://www.dft.gov.uk/news/statements/baker-20120710a,Transparency - Train Punctuality Information,"Written statement by Norman Baker MP, Parliamentary Under-Secretary of State for Transport.","**The Parliamentary Under-Secretary of State for Transport (Norman Baker)**: In line with the Government's transparency agenda, and the commitments made in the Command Paper 'Reforming our Railways: Putting the Customer First', additional information will from today be made available by the Office of Rail Regulation and Network Rail about the punctuality of train services.

In addition to the existing Public Performance Measure (PPM), which indicates the proportion of train services arriving at their destination within 5 or 10 minutes, for short and long distance services respectively, information will now be published on trains which are 'right time' at their final destination - that is, which arrive early or within a minute of the due time.

PPM is and will remain the Government's and industry's key measure of rail punctuality and reliability:

  * it recognises the different passenger expectations and operating practicalities between short and long distance services;
  * it incentivises the industry to ensure that the vast majority of services - significantly over 90% - get to their destination at or close to time; and
  * it gives the industry essential flexibility to manage minor operational disruption, which would not be possible with an absolute on time measure.

But the Coalition Government recognises that passengers want more information about their services, including whether they are actually on time, and that is why Ministers have asked the industry to develop plans to provide this. We welcome the positive response which it has now made.

As a first step, the Office of Rail Regulation (ORR) is today publishing annual statistics on right time performance at industry sector level - ie Long Distance, London and South East, and Regional (including Scotland), going back to 2001/02. Network Rail (NR) will from now on be updating these figures for each industry period, alongside the main PPM measure.

These figures show that, for the network as a whole in 2011/12, 69.8% of trains arrived 'right time', compared with 91.6% meeting the PPM target. This is a high level of performance by historical standards and represents a significant improvement over the last five years, compared with 62.7% right time and 88.1% PPM in 2006/07. Overall, the average delay incurred by passengers is now around 2 minutes.

Results of the Spring 2012 National Passenger Survey just published by Passenger Focus showed very high levels of satisfaction with rail travel in this country (Great Britain). Nationally the percentage of passengers satisfied with their journey overall was 83 per cent, and for punctuality and reliability it stood at 81 per cent.

Right time information is generated by existing industry signalling systems, but these were not designed for precise monitoring of time-keeping, and there is some uncertainty over the accuracy of the data at individual operator level, so ORR is commissioning an urgent independent study into this.

In the light of that study, it is intended that right time information will be published at operator level from October 2012. In addition, Network Rail announced on 28 June that it was making available real time information on the reliability of individual trains, making it possible to analyse train performance at a far more granular level.

This will put our railway in the forefront of the transparency agenda, providing more information on punctuality and reliability for passengers than any other European country.

A good deal of information is also published on other key transport modes in this country, and the Coalition Government is keen to see further progress on transparency over time.

## Related information

  * [Giving train passengers more information on punctuality](/news/press-releases/dft-press-20120710a)


",Written statement,norman-baker,,Department for Transport,expanding-and-improving-the-rail-network,,,,10/07/2012,,
http://www.dft.gov.uk/news/statements/villiers-20120710a,Annual update on Crossrail,"Written statement by the Rt Hon Theresa Villiers MP, Minister of State for Transport.","**The Minister of State for Transport (Theresa Villiers):** Crossrail is now moving firmly into its construction phase. A number of significant milestones have been achieved in the last twelve months. The purpose built Tunnelling and Underground Construction Academy was opened in East London last year and welcomed its first students in September 2011. Tunnelling began in May, with the first tunnel boring machine launched at the Royal Oak Portal in west London. Construction contracts for Paddington, Farringdon, Whitechapel, Tottenham Court Road and Liverpool Street stations have been awarded. The Canary Wharf station box structure is now complete. The Invitation to Negotiate for the Crossrail Rolling Stock and Depot contract was launched by Crossrail Limited on 28 February, with the first round of tenders due to be returned during late summer.

To reduce the number of lorry movements, excavated material from Crossrail's western tunnels has started to be transported directly from Royal Oak to Northfleet in Kent by rail. A former freight line from the North Kent Line has been completely reconstructed to enable freight train movements from London. Two-thirds of excavated material generated by tunnel, station and shafts construction will be taken to Northfleet and transferred by ship to create a new 1,500 acre nature reserve at Wallasea Island in Essex.

Network Rail is responsible for delivering improvements on the existing surface sections of the Crossrail route. The Overall Target Price for these works was approved in April 2012 and was within the £2.3bn funding envelope. Network Rail has also begun construction of the expanded Stockley Flyover in west London to enable higher frequency Crossrail trains to operate to Heathrow Airport.

Crossrail services are on schedule to be operational from 2018 with full services operating from late 2019. The Crossrail Board continues to forecast that the costs of constructing Crossrail will be within the agreed funding limits. We expect Crossrail to cost no more than £14.5billion.

During the passage of the Crossrail Bill through Parliament, a commitment was given that a statement would be published at least every 12 months until the completion of the construction of Crossrail, setting out information about the project's funding and finances.

In line with this commitment, this statement comes within 12 months of my last one which was published on 13 July 2011. The relevant information is as follows:

Total funding amounts provided to Crossrail Limited by the Department for Transport and Transport for London ('TfL') in relation to the construction of Crossrail to the end of the period (22 July 2008 to 29 May 2012).
£2,751,624,360

Expenditure incurred (including committed land and property spend not yet paid out) by Crossrail Limited in relation to the construction of Crossrail in the period 30 May 2011 to 29 May 2012 (excluding recoverable VAT on Land and Property purchases).
£1,044,294,000

Total expenditure incurred (including committed land and property spend not yet paid out) by Crossrail Limited in relation to the construction of Crossrail to the end of the period 22 July 2008 to 29 May 2012 (excluding recoverable VAT on Land and Property purchases).
£2,928,548,000

The Amounts realised by the disposal of any land or property for the purposes of the construction of Crossrail by the Secretary of State, TfL or Crossrail Limited in the period covered by the statement.
£nil

The numbers above are drawn from Crossrail Limited's books of account and have been prepared on a consistent basis with the update provided last year. The figure for expenditure incurred includes monies already paid out in relevant periods, including committed land and property expenditure where this has not yet been paid. It does not include future expenditure on construction contracts that have been awarded.


",Written statement,theresa-villiers,,Department for Transport,expanding-and-improving-the-rail-network,,,,10/07/2012,,
http://www.dft.gov.uk/news/statements/penning-20120710a,Taking testing to the customer,"Written statement by Mike Penning MP, Parliamentary Under-Secretary of State for Transport.","**The Parliamentary Under-Secretary of State for Transport (Mike Penning):** Last year I asked the Driving Standards Agency (DSA) to consider arrangements for delivering practical car driving tests from premises other than traditional driving test centres such as local authority buildings or leisure centres to provide a more local service for candidates. On 27 March 2012 I announced to the House the next steps of that programme. I also informed the House that we would be seeking public and private organisations to work in partnership with the DSA to identify and provide locations from which the practical car test could be delivered.

I am pleased to report that real progress has been made and there are proposals being developed for partnerships with Halfords Group PLC and Mantra Learning Limited. Subject to working agreements being finalised and suitable premises with driving test routes being identified, driving tests should be delivered, in the locations I have already announced, from premises of these organisations in the near future. These will be non exclusive arrangements and DSA may, in future, consider other partnering agreements to provide premises, which meet its criteria. Local agreements with the Fire and Rescue Service, particularly in areas not otherwise covered, are also being explored and there have also been discussions with several universities.

Significantly this use of property will be provided at no cost to DSA. Tests will continue to be conducted by DSA examiners.

DSA will evaluate the success of these arrangements and I will keep the House informed.

## Related documents

  * [Driving tests brought closer to home with partnership deal, press release, 10 July 2012](/news/press-releases/dsa-press-20120710a)


",Written statement,mike-penning,,Department for Transport,managing-improving-and-investing-in-the-road-network,,,,10/07/2012,,
http://www.dft.gov.uk/news/statements/greening-20120712a,Aviation Policy Framework,"Written statement by the Rt Hon Justine Greening MP, Secretary of State for Transport.","**The Secretary of State for Transport (Justine Greening)**: In March 2011, the Government launched a scoping exercise towards developing a new sustainable policy framework for UK aviation. I am grateful to the more than 600 organisations and individuals who responded. We have given careful consideration to their responses in preparing the [draft Aviation Policy Framework consultation document](/consultations/dft-2012-35), which I am publishing today.

The responses to the scoping exercise reflected a wide degree of consensus on aviation's significant economic contribution and its other benefits, that its global and local environmental impacts are real and need to be tackled effectively and that maintaining the UK's excellent international connectivity is critical. The consultation document sets out the Government's high level policy in each of these areas and seeks views on some of the measures we propose in support of our approach.

We clearly recognise the value of aviation as an important economic sector in its own right and as a key driver of UK economic growth. It contributes around £17 billion of economic output and employs over 220,000 workers directly and many more indirectly. And we recognise the strength of the UK's aviation connections which give us the third largest aviation network after the US and China and make London one of the best connected cities in the world with direct links to over 360 destinations worldwide, more than either Paris or Frankfurt.

The Government has a package of measures underway to improve the passenger experience at our airports and make the best use of existing capacity, as well as taking forward a process to address the UK's international connectivity needs in the medium and longer term.

First, we are improving efficiency at our borders. My Rt Hon Friend, the Home Secretary is reviewing the UK's visa regime, to improve the passenger experience and to ensure that our border policy supports our prosperity agenda whilst maintaining effective security. Any changes to the UK's visa regime will be implemented during the course of 2013. The Home Office has also brought forward the recruitment of 70 additional staff at Heathrow to provide additional flexibility to secure the border while dealing with increased passenger numbers. And it is looking at how we can improve the role of automation in the expedited clearance of passengers, linked to the development of a registered traveller scheme to replace the current IRIS scheme which has been extended.

We are improving reliability and reducing delay at Heathrow through the trial of measures introducing greater operational flexibility. If operational freedoms show clear benefits in terms of resilience, reducing delays and allowing planes to land more effectively, thereby reducing the impact of noise for residents under the flight path, then we will consult on making these benefits permanent.

We are taking forward other recommendations of the South East Airports Taskforce, such as airport performance charters which will set out the level of service that airlines and their passengers should expect, as well as new guidelines developed in a Civil Aviation Authority (CAA) chaired industry group which will make the best use of existing capacity.

We are transforming the economic regulation of airports through our Civil Aviation Bill to promote passengers' interests. We propose to replace the current uniform approach to regulation - where designated airports are subject to mandatory five-year price caps - with a modern licensing regime where licence conditions can be tailored to the specific circumstances facing individual airports. By allowing for more proportionate regulation, the new regime also enables the Civil Aviation Authority (CAA) to take steps to reduce the degree or scope of economic regulation imposed on individual airports if they decide this would benefit passengers. The Bill will also ensure that airports can respond more flexibly to real-time events such as severe weather or volcanic ash and put in place a long-term framework for improving quality of service and investing in better infrastructure and facilities. The Bill is on track to receive Royal Assent by spring 2013 and we expect the new licensing regime to be implemented from April 2014.

We are improving surface access to airports with significant new investment. In total over this spending review period the Government is supporting investment of  £1.4 billion on rail and road schemes which will directly or indirectly benefit airports across the UK.

This includes a fleet of thirty new electric trains on the Stansted Express to London which entered service last year and a £53m upgrade of Gatwick Airport station with improved passenger facilities, an extra platform and more track and signalling by 2013 and a Regional Growth Fund contribution of £19.5 million for junction enhancements to be completed by 2014 which will improve access from the M1 to Luton Airport.

And the Metrolink extension to Manchester Airport is due to open in 2016 which will provide a tram every 12 minutes between Manchester Airport and Manchester city centre.

In the future, Luton and Gatwick will receive improved rail services through the Thameslink programme and we expect Heathrow passengers to benefit from Crossrail.

But we recognise that we need to go further now in enhancing the capability of UK airports, particularly in the South East. So today we are also announcing:

  * The commitment of up to £500m towards a western rail link to Heathrow, subject to a business case and conclusion of agreements with the aviation industry. This recognises the continued importance of Heathrow as our major international hub. Businesses west of the airport have been calling for this vital investment for many years. It will cut typically 30 minutes off the journey to Heathrow from the west of England and south Wales, with significant benefits for growing cities like Swindon, Bristol and Cardiff. The service could come into operation as early as 2021. I will shortly publish a rail investment strategy, which will recognise the importance of transport investment to the economy, including improving connectivity between cities and airports.
  * Proposals to further liberalise the UK aviation market to encourage foreign airlines to develop new routes by extending to Gatwick and Stansted the ability for foreign airlines to pick up passengers when flying to other destinations.
  * Our proposal to remove bilateral restrictions on air services on a case-by-case basis. This will mean open access to airports outside the South East for new air services, in order to facilitate inward investment in new routes and extra choice for business and passengers without necessarily having to secure reciprocal access for UK airlines to the airports of the other country.
  * Our commitment, building on the Olympics and the GREAT brand, to develop a new marketing package, working with BIS, UKTI, and others to market the benefits of flying to a range of UK airports and to target new carriers, particularly carriers in emerging markets such as Latin America, India and South East Asia.
  * That we will work with airports to explore, with the US authorities and others, the feasibility of US pre-clearance facilities being made available in the UK, which could improve the competitive offer airports operating such a scheme would be able to make.
  * That we will invite train companies to explore the potential of 'code-sharing' between flights and long-distance train services, to enhance competition between trains and domestic flights.
  * Our intention to identify options, within the EU legislative framework, aimed at ensuring that slots at our congested airports are used in the most economically beneficial way for the UK. The focus of this work is on seeking to optimise the functioning of the secondary trading market for airport slots. We expect to engage with key stakeholders later in the summer and publish a progress report in the autumn. We are also working with the EU, in the context of the Commission's proposals on reform of the rules on landing slots to secure measures to support UK regional connectivity, such as protecting the provision of air services between Northern Ireland and Heathrow.
  * Our support for the introduction of new rules by airport operators aimed at maximising the use of existing capacity at our busiest airports - for example, by limiting access to smaller planes.

In doing so, we recognise the very substantial efforts the aviation industry is making in continuing to invest and respond to the market.

For example, Heathrow and Gatwick are investing £5 billion and £1 billion respectively over the next few years in better infrastructure and Birmingham Airport will shortly begin constructing a £65 million runway extension which will increase the airport's scope to open new routes to long haul destinations.

Airlines are launching new routes to key emerging markets, such as British Airways who recently announced a new service to Seoul. China Southern Airlines is now flying from Heathrow to Guangzhou and Gatwick is showing its potential, for example with Air China's new service to Beijing.

These are positive developments and will help to maintain the UK's excellent international aviation connectivity in the short term. The Government recognises, however, that it must not only take steps for the short term but also address the issue of future airport capacity and we are committed to doing so.

Following our scoping exercise last year, our draft Aviation Policy Framework is the next step towards that and we welcome responses to this consultation. We will follow this, later this year, by issuing an open Call for Evidence inviting stakeholders to submit specific, evidence-based proposals for consideration in identifying the medium and long term steps needed to meet the Government's economic and environmental objectives for aviation. This is a structured process towards delivering a solution that is sustainable, not only economically and environmentally but also politically. The failure of successive governments to tackle this issue shows that we need to get it right this time. Success depends upon agreeing a solution that can be delivered regardless of the political cycle and that requires an objective evidence-based process which draws on the views of the full range of interested parties.


",Written statement,justine-greening,,Department for Transport,increasing-international-competitiveness-of-uk-airlines-and-airports,,,,12/07/2012,,
http://www.dft.gov.uk/news/statements/greening-20120712b,HS2 London to West Midlands Property Compensation,"Written statement by the Rt Hon Justine Greening MP, Secretary of State for Transport.","**The Secretary of State for Transport (Justine Greening):** In January I announced the Government would proceed with plans to build a high speed rail network linking London with Birmingham, Leeds and Manchester. This is a vital project that will create jobs, drive economic growth and provide a solution to the capacity crunch facing our existing rail network. Work on the project continues apace and I will be publishing my preferred routes for the second phase of the project in the autumn.

Alongside January's decision I confirmed my intention to deliver a generous compensation package for those affected by the route which goes over and above the minimum required by law.

I am acutely aware of the impact that the proposals for HS2 are having on the property markets along the line of route from London to the West Midlands. The impacts on property are some of the most direct and personal effects of HS2. This is why we have committed to going above and beyond the statutory requirements for property compensation.

Developing the right property compensation package is complex as it needs to be fair to those living and working along the HS2 London to West Midlands route while recognising our broader responsibility to the taxpayer. It was clear from the responses to the consultation that we held last year that property compensation was an issue that generated a considerable amount of understandable concern from those affected. In addition, from personally dealing with the casework from the operation of the existing Exceptional Hardship Scheme, I recognise the range and complexity of issues that the property and compensation package for HS2 will need to deal with. This all means that it is imperative that we put in place the right package.

I am keen to consult as soon as possible to provide people with certainty but, given the nature of the issue and its implications for Phase 2 and work to assess stations and route options, it is clear to me that the detailed work to fully assess options means that we will consult on the property and compensation package for HS2 after Parliament returns from its summer recess in September. I understand that this delay will not be welcomed by individuals and businesses who had hoped to see an earlier resolution to the uncertainty surrounding HS2 property and compensation policies. However, this will enable the Government to put forward a comprehensive, practical and affordable package of property and compensation measures. I will be writing to those likely to be most directly affected by the project to explain this change.


",Written statement,justine-greening,,Department for Transport,expanding-and-improving-the-rail-network,,,,12/07/2012,,
http://www.dft.gov.uk/news/statements/greening-20120716a,Rail Investment,"Written statement by the Rt Hon Justine Greening MP, Secretary of State for Transport.","**The Secretary of State for Transport (Justine Greening)**: Today I am announcing my High Level Output Specification (HLOS) for the railway, as required by the Railways Act 2005. Covering the period from 2014 to 2019, it describes my vision for a railway which is more financially and environmentally sustainable, which supports economic growth and which delivers for its passengers and freight customers.

I am confirming £16 billion of public support for rail in this period, which will support £9.4 billion of infrastructure enhancement. £5.2bn of this has previously been committed, including Thameslink, Crossrail and electrification of the Great Western Main Line and in the North West and Yorkshire. The additional £4.2bn includes:

  * A new Electric Spine - a passenger and freight corridor linking the core centres of population and economic activity in the East and West Midlands and Yorkshire with the South of England, which includes electrifying the Midland Main Line.
  * Further targeted electrification alongside this, including the Great Western Main Line from Cardiff to Swansea and the Welsh Valleys; between Micklefield and Selby in Yorkshire and between Walsall and Rugeley in the West Midlands.
  * Increased rail capacity for commuters, with over £700 million to be invested on the most congested routes in London and the South east and over £400 million for other cities, including completing the Northern Hub that will link key Northern cities bringing clear benefits to Newcastle, Liverpool, Manchester Leeds and Sheffield. Taken with Crossrail, this will provide for 120,000 additional commuting trips per day into London in the morning peak and 20,000 into our other major cities.
  * Further investment on Great Western Main Line, including at Bristol and Oxford Stations as well as additional track capacity on the approaches to Bristol.
  * Over £900 million investment in funding for smaller schemes to improve:
    * stations, including accessibility so that everyone can use the railways;
    * the current strategic rail freight network;
    * passenger journey times and reliability.

Today's announcement represents another historic landmark in the regeneration and modernisation of Britain's railway. This Government's vision for the railways is clear - a railway system that is faster, more reliable, less crowded, and more green.

Just as we are dealing with the budget deficit, so we are also determined to deal with the massive infrastructure deficit we inherited. Rail is just one part of an unprecedented programme of transport investment this Government has put in place to drive growth and job creation in the UK economy. We are building HS2, investing £1bn in strategic road schemes and supporting 56 local road schemes, as well as supporting light rail and bus projects.

Previous governments have underinvested in rail. We will not repeat those mistakes. This is a government with a long term vision for a modern and efficient rail system that supports growth and improves competitiveness.

## Related documents

  * [Press release: Investing in rail, investing in jobs and growth](/news/press-releases/dft-press-20120716a/)
  * [Railways Act 2005 statement](/publications/hlos-2012/#railways-act)
  * [Secretary of State for Transport's Guidance to the Office of Rail Regulation](/publications/hlos-2012/#sos-guidance)
  * [DfT Illustrative Option schemes in CP5 HLOS](/publications/hlos-2012/#illustrative-options)


",Written statement,justine-greening,,Department for Transport,expanding-and-improving-the-rail-network,,,,16/07/2012,,
http://www.dft.gov.uk/news/statements/greening-20120716b,Implementation of the Penfold Review,"Written statement by the Rt Hon Justine Greening MP, Secretary of State for Transport.","**The Secretary of State for Transport (Justine Greening):** Today I am publishing a consultation document detailing proposals to simplify the process of applying for the stopping up or diversion of a highway, where this is required for the purpose of property development.

The Penfold Review examined various development consents, additional to planning permission, which developers must apply for. It identified measures the Government could take to minimise the burden of complying with and administering these consents, while maintaining the essential benefits that they protect.

We propose to permit applications for a stopping-up or diversion order to be submitted at the same time as applying for planning permission, whereas under existing legislation the developer can only apply after securing planning permission, and are consulting on options for devolving decision-making to the local authority level.

These measures were committed to in the 2011 Autumn Statement and will help to deliver the Government's growth agenda, by removing unnecessary burdens faced by businesses, speeding up the application process and removing unnecessary bureaucracy. They will play a useful role in encouraging investment and therefore growth in local communities.

Most of the policy options in the consultation will require primary legislation to amend the Town and Country Planning Act 1990, as it applies to England. Subject to the outcome of the consultation, we intend to deliver this through the Enterprise and Regulatory Reform Bill.

The consultation document, including impact assessment, will be available in the Libraries of both Houses and on the Department's website.

## Related documents

  * [Stopping Up and Diversion Orders: Reform of the Application Process for Local Highways, 16 July 2012](/consultations/dft-2012-36/)


",Written statement,justine-greening,,Department for Transport,managing-improving-and-investing-in-the-road-network,,,,16/07/2012,,
