old_url,ignoreoriginaltitle,organisation,title,body,opening_date,closing_date,consultation_ISBN,ignoreperson,ignoreaddr,ignoreemail,policy_1,policy_2,policy_3,policy_4,response_date,response_1_url,response_1_title,response_summary,response_1_ISBN,response_2_url,response_2_title,response_2_ISBN,response_3_url,response_3_title,response_3_ISBN,response_4_url,response_4_title,response_5_url,response_5_title,response_5_ISBN,attachment_1_url,attachment_1_title,attachment_2_url,attachment_2_title,attachment_3_url,attachment_3_title,attachment_4_url,attachment_4_title,attachment_5_url,attachment_5_title,attachment_6_url,attachment_6_title,attachment_7_url,attachment_7_title,attachment_8_url,attachment_8_title,attachment_9_url,attachment_9_title,attachment_10_url,attachment_10_title,attachment_11_url,attachment_11_title,attachment_12_url,attachment_12_title,attachment_13_url,attachment_13_title,attachment_14_url,attachment_14_title,attachment_15_url,attachment_15_title,attachment_16_url,attachment_16_title,attachment_17_url,attachment_17_title,attachment_18_url,attachment_18_title,attachment_19_url,attachment_19_title,attachment_20_url,attachment_20_title,attachment_21_url,attachment_21_title,attachment_22_url,attachment_22_title,attachment_23_url,attachment_23_title
http://www.communities.gov.uk/publications/housing/transfermanageconsult,Giving Tenants Control: Right to Transfer and Right to Manage Regulations - Consultation,department-for-communities-and-local-government,Right to Transfer and Right to Manage regulations for tenants,A consultation on Government's proposed introduction of the 'Right to Transfer' regulations and its proposed streamlining of the existing 'Right to Manage' regulations.,15-Mar-2012,23-May-2012,9781409833406,,,,improving-the-rented-housing-sector,,,,13-Jul-2012,http://www.communities.gov.uk/documents/housing/pdf/2179793.pdf,Giving Tenants Control: Right to Transfer and Right to Manage regulations consultation: summary of responses,"This is a summary of the responses to the _Giving Tenants Control: Right to Transfer and Right to Manage Regulations consultation paper_ which was published on 15 March 2012.

The consultation document sought views on proposals to make it easier for tenants to take the lead locally - either by taking over responsibility for managing housing services, or by exploring options for transfer from their local authority.

This report focuses on the results of the consultation in relation to the proposed changes to the Right to Manage Regulations as set out in the consultation paper.",9781409835660,,,,,,,,,,,,http://www.communities.gov.uk/documents/housing/pdf/2106007.pdf,Giving Tenants Control: Right to Transfer and Right to Manage Regulations - Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/prsreviewcall,Review of the barriers to institutional investment in private rented homes,department-for-communities-and-local-government,Review of the barriers to institutional investment in private rented homes - Call for evidence,This is Sir Adrian Montague's formal call for evidence to support the independent review of the barriers to institutional investment in private rented homes.,21-Feb-2012,30-Mar-2012,9781409833581,,,,improving-the-rented-housing-sector,,,,,,,,,,,,,,,,,,,,http://www.communities.gov.uk/documents/housing/pdf/2092762.pdf,Review of the barriers to institutional investment in private rented homes - Call for evidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/localgovernment/part2localismact,Proposed policy statement for Part 2 of the Localism Act 2011 - Consultation,department-for-communities-and-local-government,Proposed policy statement for part 2 of the Localism Act 2011,"This consultation is on a proposed policy statement for Part 2 of the Localism Act 2011.

The Localism Act provides a substantial and lasting shift in power away from central government and towards local people. The government has given public authorities more powers and freedoms to conduct their business and deliver services to the public. This includes a major reduction in the 'oversight' role of central government. Public authorities must, therefore, accept responsibility for the consequences of their actions or omissions.

Part 2 of the Localism Act is about incentivising public authorities to comply with European law, in order to avoid any financial sanctions in the first place. The proposed policy statement sets out a fair, proportionate and reasonable approach for the use of Part 2. The statement has been developed with the Local Government Association and the Greater London Authority.",31-Jan-2012,22-Apr-2012,9781409833260,,,,making-local-councils-more-transparent-and-accountable-to-local-people,giving-local-authorities-more-control-over-how-they-spend-public-money-in-their-area,giving-people-more-power-over-what-happens-in-their-neighbourhood,,13-Jul-2012,http://www.communities.gov.uk/documents/localgovernment/pdf/2180382.pdf,Proposed policy statement for Part 2 of the Localism Act 2011 consultation: summary of responses,"Summary of responses to the consultation on the proposed policy statement for Part 2 of the Localism Act 2011.

A proposed policy statement to accompany Part 2 of the Localism Act was developed with the Local Government Association and Greater London Authority. The consultation on the proposed statement ended on 22 April 2012. As a result, the policy statement has been revised and is now available in final form.",9781409835813,,,,,,,,,,,,http://www.communities.gov.uk/documents/localgovernment/pdf/20750331.pdf,Proposed policy statement for Part 2 of the Localism Act 2011 - Consultation,http://www.communities.gov.uk/documents/localgovernment/doc/2075097.doc,Proposed policy statement for Part 2 of the Localism Act 2011: Questions and answers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/planningandbuilding/brconsultationsection4,2012 consultation on changes to the Building Regulations in England: Section four - the building control system,department-for-communities-and-local-government,Building regulations: the building control system,"This consultation paper sets out the detailed proposals on the building control system, and is section 4 of 4 relating to the 2012 Building Regulations consultation exercise.

Section 4 includes proposals on:

  * improving local authority building control processes
  * improving private sector Approved Inspector arrangements, including removing the Warranty Link Rule
  * strengthening enforcement
  * extending the competent person self-certification schemes framework and introducing specialist third party certification schemes
  * introducing 'Appointed Persons' to act as compliance co-ordinators on construction sites.

The other consultation sections cover the following:

  * Section 1 - Introduction to the consultation package and proposals on Parts A, B, C, K, M and N, Access Statements, security, Changing Places toilets and Regulation 7
  * Section 2 - Part L (Conservation of fuel and power)
  * Section 3 - Part P (Electrical safety - dwellings)",31-Jan-2012,27-Apr-2012,9781409833192,,,,providing-effective-building-regulations-so-that-new-and-altered-buildings-are-safe-accessible-and-efficient,,,,,,,,,,,,,,,,,,,,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2077841.pdf,Section four - the building control system consultation proposals,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2076689.pdf,Proposed changes to the building control system Consultation stage impact assessment,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2076736.pdf,Mapping the interfaces between building control and other regulatory regimes which impact on a building: Final report - BD 2733,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2076739.pdf,Mapping the interfaces between building control and other regulatory regimes which impact on a building: BD 2733 - Scenarios for appendices case studies,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2076730.pdf,Risk assessment decision making tool for building control bodies: Final risk assessment guidance,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2076733.pdf,Risk assessment decision making tool for building control bodies: Summary Report,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2076742.pdf,Research into the operation of the Warranty Link Rule including contaminated land BD 2729 - final report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/planningandbuilding/brconsultationsection3,2012 consultation on changes to the Building Regulations in England: Section three - Part P (Electrical safety - dwellings),department-for-communities-and-local-government,Building regulations: electrical safety,"This consultation paper sets out detailed proposals on Part P, and is Section 3 of 4 relating to the 2012 Building Regulations consultation exercise. It includes proposals to reduce the cost associated with the provisions governing electrical safety in the home whilst not undermining safety benefits.

The other consultation sections cover the following:

  * Section 1 - Introduction to the consultation package and proposals on Parts A, B, C, K, M and N, Access Statements, security, Changing Places toilets and Regulation 7
  * Section 2 - Part L (Conservation of fuel and power)
  * Section 4 - the building control system",31-Jan-2012,27-Apr-2012,9781409833185,,,,providing-effective-building-regulations-so-that-new-and-altered-buildings-are-safe-accessible-and-efficient,,,,,,,,,,,,,,,,,,,,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2077837.pdf,Section three - Part P consultation proposals,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2063566.pdf,Changes to Part P (Electrical safety - Dwellings) of the Building Regulations in England Consultation stage impact assessment,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2076727.pdf,Economic and analytical support for impact assessment of proposals to amend the Building Regulations in 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/planningandbuilding/brconsultationsection2,2012 consultation on changes to the Building Regulations in England: Section two - Part L (Conservation of fuel and power),department-for-communities-and-local-government,Building regulations: conservation of fuel and power,"This consultation paper sets out the detailed proposals on Parts L, and is Section 2 of 4, relating to the 2012 Building Regulations consultation exercise.

It includes proposals for tighter carbon dioxide emission standards for new homes and non-domestic buildings, to take the next step towards 'zero carbon' standards, plus tighter performance standards for works to existing buildings. The paper also contains proposals to introduce, on a phased basis requirements for additional energy efficiency improvements to be carried out when other specified works (eg extensions) are planned, and Green Deal finance is available as an option to meet the up-front costs.

The other consultation sections cover the following:

  * Section 1 - Introduction to the consultation package and proposals on Parts A, B, C, K, M and N, Access Statements, security, Changing Places toilets and Regulation 7
  * Section 3 - Part P (Electrical safety - dwellings)
  * Section 4 - the building control system",31-Jan-2012,27-Apr-2012,9781409833208,,,,providing-effective-building-regulations-so-that-new-and-altered-buildings-are-safe-accessible-and-efficient,,,,,,,,,,,,,,,,,,,,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2077834.pdf,Section two - Part L consultation proposals,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2077485.pdf,Section two: Proposed changes to technical guidance,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2076716.pdf,Proposed changes to Part L (Conservation of fuel and power) of the Building Regulations 2012/13 in England Consultation stage impact assessment,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2076727.pdf,Economic and analytical support for impact assessment of proposals to amend the Building Regulations in 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/planningandbuilding/brconsultationsection1,"2012 consultation on changes to the Building Regulations in England:
Section one - Introduction to the consultation package and proposals on Parts A, B, C, K, M and N, Access Statements, security, Changing Places toilets and Regulation 7",department-for-communities-and-local-government,"Building regulations: access statements, security, changing places toilets and regulation 7","This consultation paper sets out the detailed proposals on Parts A, B, C, K, M and N, Access Statements, security, Changing Places toilet and Regulation 7, and is Section 1 of 4, relating to the 2012 Building Regulations consultation exercise.

Section 1 provides an overview of the consultation package as a whole as well as proposals on a number of areas including:

  * replacing the currently-referenced standards in Part A (Structure) with the new British Standards based on Eurocodes
  * aligning the existing guidance in Approved Document C (Site preparation and resistance to contaminants and moisture) with the most up-to-date radon maps to ensure the safety provisions are targeted appropriately
  * clarifying the guidance on Access Statements in Approved Document M (Access to and use of buildings)
  * rationalising the guidance supporting Parts M, K and N (Access, Protection from falling, collision and impact and Glazing respectively) to remove unnecessary costs on business
  * making minor changes to the technical guidance in Approved Document B (Fire safety) to resolve practical problems in the application of Requirement B2 (Internal fire spread (linings))
  * setting out the intention to take forward the repeal of the fire protection provisions in the Local Acts
  * setting out the non-regulatory approach proposed in relation to domestic security and Changing Places toilets

###  Draft Approved Documents

Published alongside this section of the consultation is a draft version of a new Approved Document K (Protection from falling,collision and impact)(see under Download). Not only does this reflect the proposed changes resulting from the rationalisation of Parts K, M and N, it also seeks consultees' views on the proposed ""new style"" of Approved Documents.

This new style has also been applied to a draft revised Approved Document Regulation 7 which can be found in the main consultation document as Annex I.

###  Other consultation sections

The other consultation sections cover the following:

  * Section 2 - Part L (Conservation of fuel and power)
  * Section 3 - Part P (Electrical safety - dwellings)
  * Section 4 - the building control system",31-Jan-2012,27-Apr-2012,9781409833178,,,,providing-effective-building-regulations-so-that-new-and-altered-buildings-are-safe-accessible-and-efficient,,,,,,,,,,,,,,,,,,,,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2077831.pdf,Section one - Introduction to the consultation package and proposals,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2077370.pdf,"Approved Document K: Protection from falling, collision and impact (Consultation version)",http://www.communities.gov.uk/documents/planningandbuilding/pdf/2076706.pdf,Changes to Part B (Fire safety) of the Building Regulations in England: Light Diffusers and Wall Coverings Consultation stage impact assessment,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2063740.pdf,Changes to Part C (Site preparation and resistance to contaminants and moisture) of the Building Regulations in England: Radon Consultation stage impact assessment,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2063796.pdf,Changes to Part M (Access to and use of buildings) of the Building Regulations in England: Access Statements Consultation stage impact assessment,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2045945.pdf,Changes to Part A (Structure) of the Building Regulations in England: Eurocodes Consultation stage impact assessment,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2063452.pdf,Removing inconsistency in local fire protection standards: Final impact assessment,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2076701.pdf,"Rationalisation of Parts K, M and N of the Building Regulations in England Consultation stage impact assessment",http://www.communities.gov.uk/documents/planningandbuilding/pdf/2076727.pdf,Economic and analytical support for impact assessment of proposals to amend the Building Regulations in 2013,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2076724.pdf,Consideration of amendment of the Building Regulations: Approved Document A (Structure) - Freestanding masonry walls 2004 initial impact assessment,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2076721.pdf,Report of economic research related to the 2010 review of Building Regulations Parts A and C,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/planningandbuilding/competentschemechangesconsult,Building Regulations Competent Person Self-certification Schemes: Consultation paper,department-for-communities-and-local-government,Building regulations competent person self-certification schemes,"This consultation paper sets out and seeks views on proposals by the Department for changes to the administrative provisions for approval, monitoring and quality assurance of Building Regulations competent person self-certification schemes in England and Wales. This consultation closes on the **19 March 2010.**

The changes proposed in this document are designed to:

  * address perceived weaknesses in the current system, as identified by the Department, Competent Person Scheme operators and others
  * improve both the level of compliance with the Building Regulations
  * increase consistency across the schemes.

Under the Related publications section, you can also download the _Evaluation of competent person self-certification schemes_ report which is referenced in the consultation report.

### Response form

A separate response form is available below in Microsoft Word for submitting your comments.

### Impact assessment

Alongside this consultation, the department has published a preliminary scoping consultation stage impact assessment paper (Annex D).  ",23-Dec-2009,19-Mar-2010,9781409821267,,,,providing-effective-building-regulations-so-that-new-and-altered-buildings-are-safe-accessible-and-efficient,,,,6-Jun-2012,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2156689.pdf,Building regulations competent person self-certification schemes consultation: summary of responses,"This report is a summary of the responses to the _Building Regulations Competent Person Self-certification Schemes consultation_ paper which was published in December 2009.

This report sets out the results of the consultation which sought views on proposals to amend the conditions of authorisation, the application process and monitoring of performance for competent person self-certification schemes",9781409834311,,,,,,,,,,,,http://www.communities.gov.uk/documents/planningandbuilding/pdf/1420091.pdf,Building regulations competent person self-certification schemes: consultation paper,http://www.communities.gov.uk/documents/planningandbuilding/pdf/1928885.pdf,Impact Assessment 0036: The Building (Amendment) Regulations 2011: Competent Person Schemes,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2157372.pdf,Changes to the Conditions of Authorisation for Building Regulations Competent Person Self-certification Schemes: Final impact assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/socialhousingfraud,Social Housing Fraud - Consultation,department-for-communities-and-local-government,Social housing fraud,"This consultation puts forward proposals that would help landlords reduce the prevalence of tenancy fraud within the social housing stock.

It includes measures that would greatly increase both the deterrent to tenants to commit fraud and landlords' ability to detect and prosecute those who do. It would also extend local authorities' powers of prosecution, allow for restitutionary payments to be made to landlords and remove the loopholes that allow those abusing their tenancies to retain them.

These proposals would be in addition to, rather than in place of, landlords' existing powers.",11-Jan-2012,4-Apr-2012,9781409833024,,,,improving-the-rented-housing-sector,,,,13-Jul-2012,http://www.communities.gov.uk/documents/housing/pdf/2179472.pdf,Social housing fraud consultation: summary of responses and next steps,"This document provides a summary of responses to the consultation, which closed on 4 April 2012, on proposals to help landlords tackle tenancy fraud within their stock of social housing.

It also sets out next steps in the light of consultation responses.",9781409835684,,,,,,,,,,,,http://www.communities.gov.uk/documents/housing/pdf/2064044.pdf,Social Housing Fraud - Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/corporate/statistics/consultchangesstats,"Consultation on proposed changes to the Department's statistics: Land Use Change Statistics, Rationalised Collection of Local Authority Housing Statistics and Publication of Regional Statistics",department-for-communities-and-local-government,Rationalising statistics: land use change and housing and regional data,"The government is committed to rationalise data collections to minimise burden on data providers whilst ensuring that the Department's statistics are aligned with policy priorities and meet user needs.

The first part of the consultation is on land use change statistics and seeks views on data collection options to ensure that these statistics continue to meet users' priority needs whilst maximising value for money.

The second part proposes a rationalised collection of housing data to reduce the burden on local authorities.

The third part consults on stopping publication of regional data in light of the closure of the Government Office Network.",10-Jan-2012,2-Apr-2012,9781409833031,,,,making-local-councils-more-transparent-and-accountable-to-local-people,,,,18-Sep-2012,http://www.communities.gov.uk/documents/statistics/pdf/2218749.pdf,Rationalising statistics: land use change and housing and regional data consultation: summary of responses,"From January to April 2012 the government consulted on changes to the Department for Communities and Local Government's statistics. The first part was on land use change statistics and sought views on data collection options to ensure that these statistics continue to meet users' priority needs whilst maximising value for money.

The second part proposed a rationalised collection of housing data to reduce the burden on local authorities.

The third part consulted on stopping publication of regional data in light of the closure of the Government Office Network.

This document sets out the response to this consultation.",9781409836537,,,,,,,,,,,,http://www.communities.gov.uk/documents/statistics/pdf/2063220.pdf,"Consultation on proposed changes to the Department's statistics: Land Use Change Statistics, Rationalised Collection of Local Authority Housing Statistics and Publication of Regional Statistics",http://www.communities.gov.uk/documents/statistics/xls/2063370.xls,Annex 1: Consultation response template: Proposed changes to the Department's statistics,http://www.communities.gov.uk/documents/statistics/xls/206337.xls,Annex 2: English Local Authority Statistics on Housing,http://www.communities.gov.uk/documents/statistics/xls/2063399.xls,"Annex 3: Current Housing Strategy Statistical, Business Plan Statistical and P1B Housing Monitoring forms",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/planningandbuilding/liberalisingregimeflags,Liberalising the regime for flying flags: Discussion paper,department-for-communities-and-local-government,Flag-flying regulations,"The government wants to streamline the planning regulations that apply to flag-flying to cut bureaucracy and reduce or eliminate the cost of applying for consent. This discussion paper sets out proposals for possible change to secondary legislation in order to achieve this.

The changes proposed in this document are aimed at finding a way of preserving and encouraging valued flag-flying traditions, while at the same time maintaining safeguards against the unregulated display of flags that could affect local amenity or cause offence.",6-Jan-2012,30-Mar-2012,9781409832966,,,,making-the-planning-system-work-more-efficiently-and-effectively,,,,20-Sep-2012,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2218194.pdf,Flag-flying regulations consultation: summary of responses,A discussion paper was published for consultation in January 2012 which set out a number of proposed changes to the secondary legislation which regulates to flag flying in England. The consultation period lasted from 6 January 2012 to 30 March 2012. This document provides a summary of the responses to the consultation.,9781409836513,,,,,,,,,,,,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2060458.pdf,Liberalising the regime for flying flags: Discussion paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/allocationofaccommodation,Allocation of accommodation: Guidance for local housing authorities in England - Consultation,department-for-communities-and-local-government,Allocating social housing,"The government is consulting on new draft statutory guidance on social housing allocations for local authorities in England. The new guidance is intended to assist authorities to take advantage of the provisions in the Localism Act 2011 which give back to local authorities the freedom to manage their own waiting lists, and make it easier for them to move existing social tenants to more suitable accommodation. It also encourages authorities to make use of the existing flexibilities within the allocation legislation to ensure that social homes go to people who need and deserve them the most.

Alongside the guidance, the government is consulting on two sets of draft regulations relating to the Armed Forces. The regulations will ensure that former Service men and women who have urgent housing needs are given 'additional preference' (i.e. high priority) for social housing - so that they will be at or near the top of housing waiting lists; and that Service personnel who move from base-to-base do not lose their qualification rights.",5-Jan-2012,30-Mar-2012,9781409832980,,,,improving-the-rented-housing-sector,,,,29-Jun-2012,http://www.communities.gov.uk/documents/housing/pdf/2170127.pdf,Allocation of accommodation: guidance for local housing authorities in England consultation: summary of responses,"In January 2012, the Government consulted on draft statutory guidance on the allocation of social housing; and proposed regulations designed to improve access to social housing for former and serving Armed Forces personnel.

This document sets out the responses received and the next steps.",9781409835578,,,,,,,,,,,,http://www.communities.gov.uk/documents/housing/pdf/2060702.pdf,Allocation of accommodation: Guidance for local housing authorities in England - Consultation,http://www.communities.gov.uk/documents/housing/pdf/2060709.pdf,Draft Armed Forces Qualification Regulations 2012,http://www.communities.gov.uk/documents/housing/pdf/2060715.pdf,Draft Armed Forces Additional Preference Regulations 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/reinvigoratingrighttobuy,Reinvigorating Right to Buy and one for one replacement: Consultation,department-for-communities-and-local-government,Reinvigorating Right to Buy,"In [Laying the Foundations: A Housing Strategy for England](http://www.communities.gov.uk/publications/housing/housingstrategy2011), published on 21 November 2011, the government announced its intention to increase the caps on Right to Buy discounts, to encourage more tenants to take up the Right to Buy. It also sets out the government's commitment to ensure that the receipts on every additional home sold under the Right to Buy are used to fund replacement, on a one for one basis, with a new home for Affordable Rent. This consultation sets out our proposals for how this will be achieved and seeking views on a number of questions relating to the proposals.

We are very keen to hear the views of local authorities and voluntary transfer housing association landlords on our  proposals. We would also encourage social landlords to engage with their tenants so that they are aware of these proposed changes, and can give early consideration to taking up this opportunity under the Right to Buy.",22-Dec-2011,2-Feb-2012,9781409832911,,,,helping-people-to-buy-a-home,,,,12-Mar-2012,http://www.communities.gov.uk/documents/housing/pdf/2102921.pdf,Reinvigorating Right to Buy and One for One Replacemen consultation: summary of responses and government response,"This is a summary of responses to the Reinvigorating Right to Buy and One for One Replacement consultation published on 22 December 2011 and closed on 2 February 2012.

The consultation set out our proposals on how to achieve the government's commitment to ensure that the receipts on every additional home sold under the Right to Buy are used to fund replacement, on a one for one basis, with a new home for affordable rent. We sought views on 16 questions relating to the proposals.",9781409833697,,,,,,,,,,,,http://www.communities.gov.uk/documents/housing/pdf/2053578.pdf,Reinvigorating the Right to Buy and one for one replacement: Consultation,http://www.communities.gov.uk/documents/housing/xls/2051863.xls,Table supporting Annex of Right to Buy consultation,http://www.communities.gov.uk/documents/housing/pdf/2053617.pdf,Increase Right to Buy discounts and one for one replacement of associated sales with Affordable Rented Homes: Draft impact assessment,http://www.communities.gov.uk/documents/housing/pdf/2102753.pdf,Reinvigorating Right to Buy and One for One Replacement: Impact Assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/fire/fireframeworkconsultation2012,Fire and Rescue National Framework for England - Consultation,department-for-communities-and-local-government,Fire and rescue national framework for England,"The draft national framework sets out the priorities and objectives for fire and rescue authorities in England in connection with the discharge of their functions.

Clearly setting out the role of fire and rescue authorities in delivering national resilience, the draft national framework sets out how they will work individually, collectively and with government to ensure capacity is in place to respond to major incidents.",13-Dec-2011,19-Mar-2012,9781409832386,,,,supporting-fire-and-rescue-authorities-to-reduce-the-number-and-impact-of-fires,,,,11-Jul-2012,http://www.communities.gov.uk/documents/fire/pdf/Sumofresponses,Fire and rescue national framework for England consultation: summary of responses,"This is the government response to comments made during the consultation exercise, Fire and Rescue National Framework for England, which ran for 14 weeks ending on 19 March 2012.",9781409835707,,,,,,,,,,,,http://www.communities.gov.uk/documents/fire/pdf/2039159.pdf,Fire and Rescue National Framework for England - Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/housing/draftdeterminationsselffinancing,The Housing Revenue Account Self-financing Determinations - Consultation,department-for-communities-and-local-government,The housing revenue account self-financing determinations,"Under section 173 of the Localism Act 2011, the Secretary of State for Communities and Local Government is required to consult representatives of local government and each affected local authority before making determinations to implement self-financing for council housing.

Consultation on amendments to the 2011-12 housing revenue account subsidy determination, amendments to the 2011-12 item 8 determinations, and the item 8 determinations which will apply from April 2012, take place under powers conferred by sections 80 and 87 of the Local Government and Housing Act 1989.

We are consulting on 5 draft determinations:

  * the settlement payments determination: this sets out the amount each local authority will either pay the government or receive from the Government on 28 March 2012 in order to exit the current subsidy system, and the way in which the payments will be made
  * the limit on indebtedness determination: this places a cap on the amount of housing debt each council may hold
  * the housing revenue account subsidy amendment determination for the year 2011-12: this adjusts the subsidy entitlement for this financial year in order to take account of the interest costs or savings arising from the settlement payments; these payments will be made before the end of the financial year
  * the item 8 credit and debt amendment determination for the year 2011-12: this enables the appropriate charges to be made between the housing revenue account and a council's general fund to reflect the borrowing costs or savings in this financial year arising from the settlement payments
  * the item 8 credit and debit determinations for 2012 onwards: these provide a framework for the housing revenue account ring-fence to continue to operate under a devolved system of funding

Alongside the draft determinations, we are publishing the spreadsheet models which have been used to calculate the self-financing valuations, settlement payments and debt limits set out in the determinations. As part of the consultation we ask you to consider whether the data and calculation for your authority are correct.",21-Nov-2011,6-Jan-2012,9781409832331,,,,improving-the-rented-housing-sector,,,,1-Feb-2012,http://www.communities.gov.uk/documents/housing/pdf/2077577.pdf,The housing revenue account self-financing determinations consultation: summary of responses,"Under section 173 of the Localism Act 2011, the Secretary of State for Communities and Local Government is required to consult representatives of local government and each affected local authority before making determinations to implement self-financing for council housing.

The consultation was published on 21 November 2011, and also included amendments to the 2011-12 Housing Revenue Account Subsidy Determination and amendments to the 2011-12 Item 8 Determinations, and the Item 8 Determinations which will apply from April 2012.

We received 57 responses to the consultation.",9781409833284,,,,,,,,,,,,http://www.communities.gov.uk/documents/housing/pdf/2033563.pdf,The Housing Revenue Account Self-financing Determinations Consultation,http://www.communities.gov.uk/documents/housing/pdf/2033602.pdf,Letter to Local Housing Authorities - Consultation on the draft determinations to implement self-financing for council housing,http://www.communities.gov.uk/documents/housing/xls/2033415.xls,The Baseline Model,http://www.communities.gov.uk/documents/housing/pdf/2033743.pdf,Commentary on the calculations used in the baseline model for the draft housing revenue account self financing determination 2012,http://www.communities.gov.uk/documents/housing/xls/2033431.xls,The Self-financing model,http://www.communities.gov.uk/documents/housing/pdf/2033152.pdf,Commentary on the calculations used in the self financing Model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.communities.gov.uk/publications/localgovernment/mayorsconsultation,What can a mayor do for your city? A consultation,department-for-communities-and-local-government,What can a mayor do for your city?,"The government is committed to creating directly elected mayors in the 12 largest English cities, subject to confirmatory referendums and full scrutiny by elected councillors. This consultation paper seeks your views on our proposed approach for giving powers to any mayors elected in the 12 cities following the referendums to be held in May 2012.

We are also inviting you, when responding, to let us have initial ideas about what powers you might wish to see transferred to a mayor where one is elected in any of the 12 cities.",1-Nov-2011,3-Jan-2012,9781409831815,,,,,,,,16-Jan-2012,http://www.communities.gov.uk/documents/localgovernment/pdf/2066972.pdf,What can a mayor do for your city? consultation: government response,On 1 November 2011 the government launched a consultation seeking views from 12 major English cities on its proposed approach for giving powers to any mayors elected in those cities. The consultation closed on 3 January 2012 and this paper provides a summary of the responses received and sets out the government's response to the issues raised.,9781409833053,,,,,,,,,,,,http://www.communities.gov.uk/documents/localgovernment/pdf/2020982.pdf,What can a mayor do for your city? A consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
