old_url,Title,Summary,Body,First published,Policy 1,Policy 2,Organisation,Minister 1,Minister 2
http://www.dft.gov.uk/news/press-releases/dft-press-20120531a,Transport statistics 31 May 2012,Release of statistics regarding road conditions in England in 2011.,"The Department for Transport has today published the following transport statistics:

  * [Road conditions in England: 2011](http://www.dft.gov.uk/statistics/releases/road-conditions-in-england-2011)

See the following page for details on all recent transport statistics releases:

  * [Statistics](http://www.dft.gov.uk/statistics)

These Official Statistics are published according to arrangements approved by the UK Statistics Authority.",5/31/2012,managing-improving-and-investing-in-the-road-network,,Department for Transport,,
http://www.dft.gov.uk/news/press-releases/dft-press-20120524b,Transport statistics 24 May 2012,Release of information regarding road goods vehicles travelling to mainland Europe.,"The Department for Transport has today published the following Transport Statistics:

  * [Road goods vehicles travelling to mainland Europe: Q1 2012](/statistics/releases/road-goods-vehicles-travelling-to-mainland-europe-quarter-1-2012)

[Details on all recent transport statistics releases](/statistics).

These Official Statistics are published according to arrangements approved by the UK Statistics Authority.",5/24/2012,managing-improving-and-investing-in-the-road-network,providing-effective-regulation-of-freight-transport,Department for Transport,,
http://www.dft.gov.uk/news/press-releases/dft-press-20120524c,New plans to reform strategic road network,"Transport Secretary, Justine Greening, has set out the first steps in an ambitious programme for reforming the strategic road network.","The Transport Secretary, Justine Greening, has set out the first steps in an ambitious programme for reforming the strategic road network. This programme aims to increase the quality and efficiency of the national network, offering a better service to motorists and business users.

Central to the plan will be a 20 year strategy for the national road network and new challenging performance targets for the Highways Agency to deliver against.

Views of all users, whether motorist or business, will be central to developing both the performance specification and the strategy - which will be published for consultation towards the end of this year.

Justine Greening's [programme is in response to 'Alan Cook's independent review published in November last year](/publications/roads-reform/) into how motorways and major A-roads are operated, maintained and enhanced.

The Transport Secretary has also today published the terms of reference for a feasibility study to look at innovative ways of attracting private sector involvement in the road network. The study was commissioned by the Prime Minister in March and is intended to increase efficiencies and make the money that the motorist already pays go further.

Justine Greening said:

>Our motorways and major A roads are the backbone of Britain, getting people to and from work, powering the economy and keeping families connected. It is vital that we start taking positive steps now to improve how we operate, maintain and enhance our major roads.

>My goal is to transform the Highways Agency in to a best in class organisation. That's why I have agreed to many of the actions Alan Cook recommends. This paves the way for a more efficient, business like and commercially focussed operator, which crucially does much more to listen and respond to the needs of road users.

>Together with the terms of reference for the feasibility study, this constitutes an ambitious integrated programme for reforming the road network in both the short and long term.

In her response to Cook the Transport Secretary also pledged:

  * A much smarter approach to planning through the production of route based strategies. These documents will identify what needs to be delivered on key routes, including any improvements, to achieve the outcomes set in the performance specification. They will support a much greater local and regional stakeholder involvement in planning for the network and help to inform our investment decisions for the next spending review.
  * To work closely with the Highways Agency and HM Treasury to consider how greater funding certainty and flexibility can be introduced for the strategic road network.

This programme of immediate work will start to address challenges set in the Cook review, bringing improvements in the short to medium term. These reforms are also an essential stepping stone to any more radical reforms we may introduce following the feasibility study being undertaken with HM Treasury.

The feasibility study will explore a range options to increase private sector involvement and investment in our roads. This will also examine how these options would be financed and how they interact with existing motoring taxation, but will not consider road pricing. It will also determine the role of tolling in the provision of new infrastructure, but it will not consider tolling existing capacity. The study will provide a report to the Prime Minister in autumn 2012.

## Notes to Editors

For further information or interviews, please call Melanie Purkis on 0207 944 4604 or email [melanie.purkis@dft.gsi.gov.uk](mailto:melanie.purkis@dft.gsi.gov.uk).

  1. A [Written Ministerial Statement](/news/statements/greening-20120524), the [Government's response to Cook and the feasibility study terms of reference](/publications/roads-reform/) is available.
  2. Alan Cook's original report ['A Fresh Start for the Strategic Road Network'](/publications/strategic-roads-network) is available.
  3. DfT plans to consult on the long term roads strategy by the end of 2012 and aims to have the performance specification in place for the start of 2013/14 financial year
  4. We are tasking the HA to produce an initial series of route based strategies in 2012/13.
  5. Work on the funding regime will be progressed in 2012/13.

Press Enquiries: 020 7944 3066  
Out of Hours: 020 7944 4292  
Public Enquiries: 0300 330 3000",5/24/2012,managing-improving-and-investing-in-the-road-network,,Department for Transport,secretary-of-state-for-transport,
http://www.dft.gov.uk/news/press-releases/dft-press-20120522a,Revised charges to improve Dartford Crossing,Plans to tackle congestion and deliver improvements at the Dartford-Thurrock Crossing have taken an important step forward today.,"Plans to tackle congestion and deliver future improvements at the Dartford-Thurrock Crossing have taken an important step forward as Road Minister Mike Penning today announced changes to the Crossing charges.

The change to the charges will help deliver a package of extensive improvements. The Minister re-affirmed the Government's commitment to introduce free-flow charging to tackle congestion and improve journey times at the Crossing. He also confirmed work continues on analysing the options for a new Lower Thames crossing, following the commitment made in the Autumn Statement.

The Minister also announced that the Department for Transport will carry out a full review of the Local Residents' Discount Scheme to consider how this can be improved and take-up increased. He will be inviting local MPs to a meeting to discuss this shortly.

From October 2012, cash charges for car users will increase by 50 pence, with proportionate increases for other vehicles. The Crossing will remain free for motorcyclists, and discounts for local residents and drivers who pay in advance will continue. Funding from the charge increase will help to pay for free-flow electronic charging - a vital time-saving device that will benefit the millions of motorists that use the Crossing every year.

Road Minister Mike Penning said: 

>The Dartford-Thurrock River Crossing is a vital piece of transport infrastructure that has brought huge economic benefits to the country. But currently it can't meet the growing demands of drivers so we need to plan properly for the longer term. 

>That's why we've given a commitment not only to introduce free-flow charging by the autumn 2014 but also to build a new crossing in the Lower Thames area. We have also listened carefully to what people have said about our proposals on charging, which is why charges will not increase until later this year. The proceeds will help us prioritise investment for much-needed improvements to capacity and journey times.

The Department has published its formal response to the consultation on proposals to revise the road user charging regime at the Crossing. This is part of a package of improvements to develop its performance in the short, medium and longer-term.

As part of the changes, discounts for those paying the crossing charge in advance through the electronic Dart-Tag system will remain. The enhanced discounts provided to local residents will also be retained with no changes to the levels of charges.

In October 2012 the level of cash payments at the Crossing will increase from £1.50 to £2.00 for cars, from £2.00 to £2.50 for 2 axle goods vehicles, and from £3.70 to £5.00 for heavy goods vehicles. A second increase will be made at the point that free-flow charging is introduced - currently forecast as October 2014 - to £2.50 for cars, £3.00 for 2 axle vehicles and £6.00 for heavy goods vehicles.

The Department has published its formal response to the [crossing charges consultation](http://www.dft.gov.uk/consultations/dft-2011-08).

**ENDS**

## Related documents

  * [Revising the charging regime at the Dartford-Thurrock river crossing, statement by the Parliamentary Under-Secretary of State for Transport ](/news/statements/penning-20120522a/)

## Notes to editors

1. A road user charge has been collected at the Crossing since 2003 using powers in the Transport Act 2000 with the purpose of managing the high demand for use of the Crossing. The Transport Act 2000 also provides that revenues from a road user charge must be spent on transport.

2. The current charges have been in place since November 2008, which was the first time they were revised since their introduction as a road user charge in 2003. They are set out in the A282 Trunk Road (Dartford-Thurrock Crossing Charging Scheme) Order 2008 (Statutory Instrument 2008/1951).

3. Changes to some elements of the charging regime require the making of a new charging order in accordance with the procedural requirements set out in Trunk Road Charging Schemes (Bridges and Tunnels)(England) Procedure Regulations 2001 (Statutory Instrument 2001/2303).

4. The revised charge rates are set out in the table below:

Dartford Crossing Day Charges (6am-10pm)  
Note: no charges apply 10pm-6am

Current
Change

2012 (October)
2014 (October)

Motorbikes
Free
Free
Free

**Cash charge**

Cars
£1.50
£2.00
£2.50

2 Axle Goods
£2.00
£2.50
£3.00

Multi Axle Goods
£3.70
£5.00
£6.00

**Dart-Tag charge**

Cars
£1.00
£1.33
£1.67

2 Axle Goods
£1.75
£2.19
£2.63

Multi Axle Goods
£3.20
£4.33
£5.19

5. The introduction of free-flow charging at Dartford is being progressed to the following timescale:

  * Summer 2012, start procurement process for customer charging and enforcement management services contract.
  * Autumn 2012, start public consultation on secondary legislation.
  * Winter 2012/13, invite tenders for customer charging and enforcement management services contract.
  * Summer 2013, Statutory Instrument laid before parliament.
  * Autumn 2013, contract award of customer charging and enforcement management services. 
  * Summer 2014, technical go-live, controlled testing and integration.
  * Autumn 2014, full operation of free-flow charging at Dartford.

Press Enquiries: 020 7944 3066  
Out of Hours: 020 7944 4292  
Public Enquiries: 0300 330 3000",5/22/2012,managing-improving-and-investing-in-the-road-network,,Department for Transport,parliamentary-under-secretary-of-state--31,
http://www.dft.gov.uk/news/press-releases/dft-press-20120521a,Cutting MOT red tape for classic vehicle owners,Announcement by Roads Minister Mike Penning about how classic vehicles will be exempted from the MoT test.,"Classic vehicles will be exempted from the MoT test, Roads Minister Mike Penning announced today.

Classic and historic vehicles are often very well maintained by their owners and have a much lower accident and MoT failure rate than newer vehicles.

The current requirement to undergo an MoT test goes over and above the obligations set out in European legislation. Following a [public consultation which showed high levels of support](/consultations/dft-2011-27/) for the proposals, vehicles manufactured before 1960 will be exempted from the MoT test from 18th November 2012 reducing costs for owners.

Owners of affected vehicles will still be able to take exempt vehicles for an MoT test on a voluntary basis.

Mike Penning said:

>We are committed to cutting out red tape which costs motorists money without providing significant overall benefits. Owners of classic cars and motorbikes tend to be enthusiasts who maintain their vehicles well - they don't need to be told to look after them, they're out there in all weathers checking the condition of the engine, tyres and bodywork.

>Owners of classic vehicles will still be legally required to ensure that they are safe and in a proper condition to be on the road but scrapping the MoT test for these vehicles will save motorists money.

The [response to the consultation is available](/consultations/dft-2011-27/). 

## Notes to Editors

  1. Pre-1960 licensed vehicles make up about 0.6% of the total number of licensed vehicles in Great Britain, but are involved in just 0.03% of road casualties and accidents.
  2. Evidence shows that the initial MoT test failure rate declines by the age of vehicle after the vehicle is 13 years old.

Press Enquiries: 020 7944 3066  
Out of Hours: 020 7944 4292  
Public Enquiries: 0300 330 3000",5/21/2012,managing-improving-and-investing-in-the-road-network,,Department for Transport,parliamentary-under-secretary-of-state--31,
http://www.dft.gov.uk/news/press-releases/dsa-press-20120515,Highway Code app launched to improve road safety,"The Highway Code is undergoing a digital revolution as Transport Secretary, Justine Greening, launches it as an interactive app for smartphones.","One of Britain's most iconic publications is undergoing a digital revolution today as Transport Secretary, Justine Greening, marks the Highway Code's 81st year by launching it as an interactive app for smartphones.

The best-seller's technological transformation will make it even easier - and more fun - for road users to keep up to date with the rules of the road. 

Much of the Highway Code's content has changed considerably since its launch in 1931. For example mirrors were not even mentioned in the first edition and drivers were advised to sound their horn when overtaking.

How road users access its content has also moved with the times. It is already free to read online, can be downloaded as an ebook and there are also [Facebook](http://www.facebook.com/HighwayCodeGB) and [Twitter](http://www.twitter.com/HighwayCodeGB) accounts offering regular topical reminders.

Now a new app for the iPhone, iPad or iPod Touch will make it even easier to keep up to date with the rules of the road through a more intuitive, interactive format.

Transport Secretary Justine Greening said:

>With more and more of us using smartphones and other devices it's vital that products like the Highway Code adapt to be as accessible as possible.

>The app makes it easier for everyone to keep their knowledge up to date and is a great example of how new technology can help to improve road safety.

>The Highway Code has been helping to save lives for more than 80 years and, with innovations like this, I am confident it will do so for many more to come.

The new app includes the complete contents of the Highway Code with a search facility making it easy to find rules and information. There are also interactive features like quizzes, a stopping distance calculator and a tool to help users identify road signs. 

The Official Highway Code app is available on [iTunes](http://itunes.apple.com/gb/app/official-highway-code/id522687241?mt=8) for £3.99. For other official Highway Code publications see [tsoshop.co.uk/bookstore.asp?FO=1207776](http://www.tsoshop.co.uk/bookstore.asp?FO=1207776). 

The Highway Code is free to view online at [direct.gov.uk/highwaycode.](http://www.direct.gov.uk/highwaycode)",5/15/2012,managing-improving-and-investing-in-the-road-network,,Driving Standards Agency,secretary-of-state-for-transport,
http://www.dft.gov.uk/news/press-releases/dft-press-20120510a,Transport statistics 10 May 2012,Department for Transport has published content on congestion on local authority managed 'A' roads and road traffic estimates.,"The Department for Transport on Thursday 10th May published the following Transport Statistics:

  * [Congestion on local authority managed 'A' roads: January to March 2012](/statistics/releases/congestion-on-local-authority-managed-a-roads-jan-to-mar-2012)
  * [Road traffic estimates: quarter 1 2012](/statistics/releases/road-traffic-estimates-quarter-1-2012)

[Details on all recent transport statistics releases](/statistics).

These Official Statistics are published according to arrangements approved by the UK Statistics Authority.

Press Enquiries: 020 7944 3066  
Out of Hours: 020 7944 4292  
Public Enquiries: 0300 330 3000",5/10/2012,managing-improving-and-investing-in-the-road-network,,Department for Transport,,
http://www.dft.gov.uk/news/press-releases/dft-press-20120509a,Government crack down on drug driving menace,The Government has announced plans to crack down on those who drive while under the influence of drugs.,"The Government announced plans today to crack down on those who drive while under the influence of drugs.

Legislation unveiled in the Queen's Speech will create a specific drug driving offence. Currently police have to demonstrate that driving had been impaired by drugs in order to prosecute.

Under the proposed legislation it will automatically be an offence to drive a motor vehicle if you have certain controlled drugs in your body in excess of specified limits. This will make it much easier for police to take action against drug drivers.

Devices to screen for drugs in the body are expected to receive type approval from the Home Office by the end of the year.

Road Safety Minister Mike Penning said:

>Drug drivers are a deadly menace - they must be stopped and that is exactly what I intend to do.

>The new offence sends out a clear message that if you drive whilst under the influence of drugs you will not get away with it.

>We have an enviable record on road safety in this country and I want to keep it that way. This measure will help to rid our roads of the irresponsible minority who risk the lives of innocent motorists and pedestrians.

An independent review of drink and drug driving law in 2010 recommended that a new specified limit offence should be developed. The exact drugs covered by the offence and the specified limits for each will be determined following advice from an expert panel and a public consultation.

Earlier this year the Department for Transport announced the formation of the panel and today is confirming the membership. It includes experts in the field of alcohol and drug misuse and will also work with officials from the Home Office, Ministry of Justice and Department of Health.

The penalty for the new offence will be a maximum of 6 months imprisonment and/or a fine of up to £5,000, and an automatic driving ban of at least 12 months.

### Notes to editors:

  1. A Government review of drink and drug driving law recommended that the new offence should be developed.
  2. The clause introduces an offence across Great Britain of driving or being in charge of a motor vehicle whilst having certain controlled drugs in the blood or urine in excess of the level specified for each of those drugs.
  3. It is already an offence to drive whilst impaired by drugs, and this will remain in place alongside the new specified limit offence. The penalty for the new offence will be a maximum of 6 months imprisonment, and/or a fine of up to £5,000, and an automatic driving ban of at least 12 months.
  4. The clause introduces a regulation-making power to specify which controlled drugs and what levels of them are included in the new offence. These drugs and levels will be specified following advice from an expert panel, a public consultation and using affirmative resolution procedure.
  5. The membership of the panel is as follows: 

Panel Membership:

Name Field of Expertise Organisation

Dr. Kim Wolff (Chair)
Reader in Addiction Science
King's College London

Prof. Robert Forrest
Forensic and Academician
Sheffield University

Dr. Lily Read
Clinical Psychiatrist with interest in medical aspects of transport safety
Northampton Hospital (Ex DfT Medical advisor)

Dr. J. Colin Forfar
Consultant Physician and Cardiologist
Representative from Commission for Human Medicine (MHRA)

Dr. Roger Brimblecombe
Pharmacologist with interest in mental health and misuse of drugs
Non-exec director for Gloucestershire and Herefordshire NHS foundation trust and Member of Advisory Council on Misuse of Drugs (ACMD)

Professor Atholl Johnston
Professor Clinical Pharmacology
Barts and London school of medicine, Queen Mary University

Professor David Osselton
Forensic Toxicologist and Director of the Centre of Forensic Sciences
Bournemouth University

Dr. Judith Morgan
Senior Medical Advisor
DVLA

Professor Eilish Gilvarry
Consultant Psychiatrist in Addictions and Honorary Professor of Addiction Psychiatry
University of Newcastle

Press Enquiries: 020 7944 3066  
Out of Hours: 020 7944 4292  
Public Enquiries: 0300 330 3000

## Related documents

  * [Drink and drug driving topics page](/topics/road-safety/drink-and-drug-driving/#drug)
  * [FAQs - Drug driving offence and drug screening devices](/publications/drug-driving-faqs/%20)
  * [Drug driving expert panel: terms of reference and membership](/publications/drug-driving-expert-panel/%20)",5/9/2012,managing-improving-and-investing-in-the-road-network,making-roads-safer,Department for Transport,parliamentary-under-secretary-of-state--31,
http://www.dft.gov.uk/news/press-releases/dft-press-20120508a,Work starts on six road schemes for future delivery,Work supporting improvements to the strategic road network has been given the go ahead today.,"Work to support future improvements to the strategic road network has been given the green light today. Roads Minister Mike Penning announced that development work will start on six major road schemes.

The development work - to be carried out over the next three years - will ensure that a 'pipeline' of future Highways Agency major infrastructure improvements will be maintained, contributing to future economic growth, and supporting Government's National Infrastructure Plan. By developing these now, proposals will be in a good position to be considered for delivery in the early years of the next spending review period (post 2015).

The six schemes are:

  * M4 Junctions 3-12 managed motorway scheme; Thames Valley
  * M25 Junction 30 / A13 congestion relief scheme, Thurrock;
  * A19/A1058 Coast Road Junction improvement; North Tyneside
  * A21 Tonbridge - Pembury widening; Kent
  * A63 Castle Street improvements, Hull; and
  * A160/A180 improvements, Immingham

Roads Minister Mike Penning said:

>We are committed to tackling congestion, keeping traffic moving and supporting the UK economy, putting in money where it's most needed and where the public will get a good return on investment.
 
>We have already announced around £3bn of investment to complete work on Highways Agency major road projects under construction and to allow work to start before March 2015 on 20 much-needed road improvement schemes.
 
>Today, I am confirming development work will be advanced on a further six schemes around the country. This means they will be in a good position to be selected for start of works in the early years of the next spending review period.

The development work will focus on designing and consulting on proposals, along with progressing any necessary statutory processes.

Today's announcement also marks the conclusion of a review process for four schemes - including the M4 J3-12 managed motorway scheme - from the 2010 Spending Review.

The M3 Junctions 2-4a managed motorway scheme has already been added to the roads programme with a start of work date of 2013/14.

The two remaining proposals, the M20 Junction 10a and M54 to M6/M6 Toll link road, will continue to be considered for future delivery along with other schemes.

Those proposals not selected at this time to have their development work advanced are still good schemes that address clear problems, and the Department will continue to work with key stakeholders to drive down costs and maximise public value for money.

ENDS

For further information, pictures and to arrange an interview with Road Minister Mike Penning, please contact Melanie Purkis on 0207 944 4604 or email [melanie.purkis@dft.gsi.gov.uk](mailto:melanie.purkis@dft.gsi.gov.uk)  
  
Out of Hours: 020 7944 4292

### Notes to editors

  1. Schemes were assessed according to their economic case (Benefit Cost Ratio), how well they fit strategically with the needs of the network and the economy, and their readiness for construction. Advancing the development work of the six schemes does not guarantee that they will be funded; decisions about which schemes will enter the programme in the next period will be taken at the next spending review.
  2. The investment to develop the schemes will come from efficiencies achieved by the Highways Agency in delivering improvements to major roads that are in the current roads programme.
  3. The Highways Agency will be working through the optimum programme and final costs for the development of each scheme shortly and further announcements on next steps for each scheme will be made in due course.
  4. In addition to the six schemes selected to have their development work funded, the Highways Agency are continuing to develop the A5 - M1 Link Road (Dunstable Northern Bypass) following the Government having secured £45 million private sector investment towards the scheme.
  5. For an up to date list of schemes in the Highways Agency's roads programme, for schemes under construction or starting construction during this spending review period (April 2010 to March 2015), visit the [Agency's website](http://www.highways.gov.uk/roads/29356.aspx)",5/8/2012,managing-improving-and-investing-in-the-road-network,,Department for Transport,parliamentary-under-secretary-of-state--31,
http://www.dft.gov.uk/news/press-releases/dft-press-20120508c,A43 Corby link road given final go-ahead,Work on a new £34 million dual carriageway to the south east of Corby can now start.,"Work on a new £34 million dual carriageway to the south east of Corby can now start, Local Transport Minister Norman Baker announced today.

The new 4 mile stretch of road will run from the A6003 near Barford Bridge (north-west of Kettering) to the Stanion roundabout at the A43/A6116 junction. The scheme will unlock significant economic growth potential in the northern part of Northamptonshire and improve access in and around Corby. It will also divert traffic away from the rural villages of Great and Little Oakley, Newton and the conservation village of Geddington who currently suffer from heavy through traffic on the existing A43.

Norman Baker said:

>This road will play a key role in helping to maximise regeneration and growth in Corby and surrounding areas which are expecting a large growth in population over the next decade. It will greatly improve connections between the growth towns in the area as well as bringing much needed relief to nearby rural villages.

>That is why we putting in £20.6m into this scheme as part of this government's commitment to drive growth in the economy and reduce congestion on our roads.

The scheme was one of 20 given initial approval in the Chancellor's Autumn Statement at the end of last year. Work can now start on the main construction with the road scheduled to open in January 2014.

### Notes to Editors:

  1. Today's announcement grant Full (final) approval to the A43 Corby Link Road scheme enabling work to begin.
  2. The new road is scheduled to open in January 2014.
  3. The Department will provide a maximum of £20.6m towards the full scheme cost of £34m.
  4. The scheme consists of a four mile (6.5km) dual carriageway running from the A6003 near Barford Bridge (north-west of Kettering) to the Stanion roundabout at the A43/A6116 junction. On completion, the Corby Link Road will become the new alignment for the A43.
  5. The route includes a four leg roundabout at its southern end (A6003), running north-eastwards, parallel with the Kettering-Corby railway for some 2.5 miles (4km) and linking in with the A43 north of Geddington village at its junction with the A6116 at Stanion.
  6. To minimise the impact of traffic on local communities the road has been designed without intermediate junctions.

Press Enquiries: 020 7944 3066  
Out of Hours: 020 7944 4292  
Public Enquiries: 0300 330 3000",5/8/2012,managing-improving-and-investing-in-the-road-network,,Department for Transport,parliamentary-under-secretary-of-state--30,
http://www.dft.gov.uk/news/press-releases/dft-press-20120508d,Green light for Kingskerswell Bypass,"Work can begin on major road scheme in Devon, Secretary of State for Transport Justine Greening has announced.","Secretary of State for Transport Justine Greening has today announced that work can begin on major road scheme in Devon.

The Kingskerswell Bypass, worth £109.2m, will see over three miles of dual carriageway linking Newton Abbott and Torbay and a flyover section at Penn Inn, bringing both economic and environmental benefits to the local area.

Justine Greening said:

>The Department for Transport has invested over £76m in this scheme, which will cut congestion on Devon's roads, as well as benefiting the environment and the local economy.

>This bypass will provide an alternative to driving through the middle of the village which currently sees very heavy traffic, particularly over busy holiday periods.

>The people of Kingskerswell will no longer have to put up with endless traffic jams, exhaust fumes and trucks thundering through the village and the road will really open up Torbay for tourism, creating jobs while providing a more pleasant drive for locals and visitors alike.

Chief Secretary to the Treasury, Danny Alexander, said:

>The Government is determined to make Britain's infrastructure fit for the 21st century, helping to rebalance the economy and drive growth in all regions of the UK.

>I am delighted to approve this funding to deliver the Kingskerswell Bypass, which is critical to growth in the Newton Abbott and Torbay areas.

The road is expected to cut the daily flow of traffic through the village by more than 90% and deliver significant improvements to local air quality.

The Kingskerswell Bypass was one of 20 schemes given initial approval in the Chancellor's Autumn Statement last year. Preliminary work will start later this month, with the main construction phase set to begin in the autumn. Work will be completed in December 2015.

### Notes to editors

  1. Today's announcement grants Full (final) Approval to the Kingskerswell Bypass major public transport scheme.
  2. The Department will provide £76.39m towards the scheme.
  3. The scheme comprises a new 3.4 mile dual carriageway on route from Newton Abbot to Torbay. The key components are the Penn Inn flyover near Newton Abbot, dualling of the existing road to the North of Kingskerswell and a new dualled road bypassing the centre of Kingskerswell passing to the west of the main body of the village.

Press Enquiries: 020 7944 3066  
Out of Hours: 020 7944 4292  
Public Enquiries: 0300 330 3000

## Related documents

  * [A380 South Devon link road (Kingskerswell bypass)Local authority orders decision letter](/publications/lao-20111202/)",5/8/2012,managing-improving-and-investing-in-the-road-network,,Department for Transport,secretary-of-state-for-transport,
http://www.dft.gov.uk/news/press-releases/dsa-press-20120504,Local partnership ensures driving test service in Angus continues,Driving tests will continue to be available in Arbroath and Forfar following an agreement to offer tests from two local supermarkets.,"Driving tests will continue to be available in Arbroath and Forfar following an agreement to offer tests from two local supermarkets.

The leases on the existing driving test centres in Arbroath and Forfar expire this month, and testing was originally expected to move to the test centre in Dundee. However, the Driving Standards Agency (DSA) has reached an agreement to provide tests from the Asda supermarkets in Arbroath and Forfar, ensuring that candidates will continue to benefit from a convenient, local service. 

The agreement in Arbroath and Forfar reflects a wider strategy to offer more local services for driving test candidates. In areas without a local test centre where there is sufficient demand for tests, DSA is looking at offering tests from alternative premises such as local authority buildings or retail outlets. 

Road Safety Minister Mike Penning said: 

>I am delighted that we can continue to provide a local service for driving test candidates in Angus. We have worked very closely with the MP for Angus, Mike Weir, and with the local community on this.

>I want us to be more flexible and innovative in delivering driving tests to make sure that we are offering people the best service possible wherever they live. Our aim is to offer a local service that is convenient for candidates as well as being cost effective.

Robert Hallyburton, store manager at Asda Forfar, said:

>We are delighted to be able to support this strategy, which gives space for candidates to carry out their driving tests in their local area.

>Hopefully we will see many people pass with flying colours.

Testing will be conducted from the Asda supermarket in Forfar from 15 May, and in Arbroath from 28 May. Testing in both locations will operate two to three days per week, in line with the current arrangements. All tests will continue to be conducted by DSA examiners.",5/4/2012,managing-improving-and-investing-in-the-road-network,making-roads-safer,Driving Standards Agency,parliamentary-under-secretary-of-state--31,
http://www.dft.gov.uk/news/press-releases/dsa-press-20120417a,New online service for bus and lorry drivers,A new online driver enquiry service allows drivers to view how many hours of periodic training they have completed towards their Driver CPC.,"The online driver enquiry service allows drivers to view how many hours of periodic training they have completed towards their Driver CPC (Driver Certificate of Professional Competence). Drivers can also give temporary passwords to prospective or current employers, allowing them to confirm how much training drivers have completed.

DSA's chief executive, Rosemary Thew, said:

>Driver CPC has been developed to raise and maintain the knowledge and skills of lorry, bus and coach drivers. 

>The new online driver enquiry service will allow professional drivers to check that their training has been uploaded and allow employers to see that this crucial training is taking place - helping the passenger transport and road haulage industries to maintain high professional standards.

The service provides a 'one stop shop' to access clear, simple and up to date information. The enquiry screen shows:

  * Driver CPC qualification expiry date (bus and coach and/or lorry)
  * details of each training course completed

The online driver enquiry service can be accessed 24 hours-a-day via [direct.gov.uk/checkdrivercpc](http://www.direct.gov.uk/checkdrivercpc).

For further information please visit [Driver CPC: how to get and keep it](http://www.direct.gov.uk/en/Motoring/Drivingforaliving/Drivinglorriesbusesandcoaches/DG_171186) on the Directgov website.",4/17/2012,managing-improving-and-investing-in-the-road-network,making-roads-safer,Driving Standards Agency,,
http://www.dft.gov.uk/news/press-releases/dsa-press-20120417b,Gwasanaeth ar-lein newydd i yrwyr bysus a loriau,"Lansiwyd gwasanaeth ar-lein newydd i helpu gyrwyr lorïau, bysus a choetsis i gadw llygad ar eu hyfforddiant cyfnodol heddiw gan yr Asiantaeth Safonau Gyrru","Lansiwyd gwasanaeth ar-lein newydd i helpu gyrwyr loriau, bysus a choetsis i gadw llygad ar eu hyfforddiant cyfnodol heddiw gan yr Asiantaeth Safonau Gyrru (DSA).

Mae'r gwasanaeth ymholiad gyrrwr ar-lein yn galluogi gyrwyr i weld faint o oriau o hyfforddiant cyfnodol maent wedi ei gwblhau tuag at eu CPC Gyrrwr (Tystysgrif Cymhwyster Proffesiynol Gyrrwr). Gall gyrwyr hefyd roi cyfrineiriau dros dro i ddarpar gyflogwyr neu gyflogwyr cyfredol, gan ganiatau iddynt gadarnhau faint o hyfforddiant mae gyrwyr wedi ei gwblhau.

Meddai Prif Weithredwr y DSA, Rosemary Thew:

>Mae CPC Gyrrwr wedi ei ddatblygu i godi ymwybyddiaeth a chynnal gwybodaeth a sgiliau gyrwyr loriau, bysus a choetsis. 

>Bydd y gwasanaeth ymholiad gyrrwr ar-lein newydd yn caniatau i yrwyr proffesiynol wirio bod eu hyfforddiant wedi ei uwchlwytho ac mae'n galluogi cyflogwyr i weld fod yr hyfforddiant allweddol hwn yn digwydd - gan helpu'r diwydiannau trafnidiaeth teithwyr a chludiant ffordd i gynnal safonau proffesiynol uchel.

Mae'r gwasanaeth yn darparu 'stop un siop' i gael mynediad at wybodaeth glir, syml ac i'r funud. Mae'r sgrin ymholiad yn dangos:

  * dyddiad dod i ben cymhwyser CPC Gyrrwr (bws a choets ac/neu lori)
  * manylion pob cwrs hyfforddi a gwblhawyd

Gellir cael mynediad at y gwasanaeth ymholiad gyrrwr ar-lein 24 awr o'r dydd trwy [direct.gov.uk/checkdrivercpc](http://www.direct.gov.uk/en/Diol1/DoItOnline/Doitonlinemotoring/DG_201177CY).

Am ragor o wybodaeth ar bob agwedd o CPC Gyrrwr, trowch at [Sut mae cael a chadw'r Dystysgrif Cymhwysedd Proffesiynol i Yrwyr (CPC i Yrwyr)](http://www.direct.gov.uk/en/Motoring/Drivingforaliving/DG_171186CY)",4/17/2012,managing-improving-and-investing-in-the-road-network,,Driving Standards Agency,,
http://www.dft.gov.uk/news/press-releases/dft-press-20120412a,Transport statistics 14 April 2012,Statistical releases about vehicle licensing statistics.,"The Department for Transport has today published the following Transport Statistics:

  * [Vehicle Licensing Statistics 2011](/statistics/releases/vehicle-licensing-statistics-2011/)

See [all recent transport statistics releases](/statistics).

These Official Statistics are published according to arrangements approved by the UK Statistics Authority.",4/12/2012,managing-improving-and-investing-in-the-road-network,,Department for Transport,,
