Count,Name,Department,Classification,PB Reform,Regulatory Function,Description / Terms of Reference,Notes,Address,Phone,email,Website,Chair,DV - Chair's Remuneration (p.a. unless otherwise stated and may represent a theoretical mean),Chief Executive / Secretary,DV - Chief Executive / Secretary Remuneration (p.a. and may represent a theoretical mean),Public Meetings,Public Minutes,Register of Interests,Ombudsman,Last Annual Report,Last Review,Audit Arrangements,Government Funding,Total Gross Expenditure,Staff Employed (FTE),OCPA Regulated
1,National Employment Savings Trust (NEST) Corporation,Department for Work and Pensions,Executive NDPB,Retain,No,"To run, and act as the Trustee of, the NEST Pension Scheme. Employers can use NEST to meet their legal duties to enrol workers into a workplace pension. It is designed for a target market of low to moderate earners that is largely new to pensions saving. ",NEST Corporation is a body corporate set up in July 2010 as the successor to the Personal Accounts Delivery Authority (PADA) and is funded by 1) Grant-in-aid which covers costs associated with the function of government and 2) draw down on government loan.  It has dual status as an Executive NDPB and a Public Corporation. In the 2012/13 financial year NEST Corporation received £68.2m in the form of a government (DWP) loan with interest at the standard government rate.,"St Dunstan's House, 201-211 Borough High Street, London, SE1 1JA",020 7940 8519,enquiries@nestcorporation.org.uk,http://www.nestpensions.org.uk/,Lawrence Churchill,97500,Tim Jones,232500,No,Yes,Yes,Pensions Ombudsman,2012-13,,NAO,Grant in Aid 0.9m + PSOOP 7.1m + Drawdown from Government Loan 68.2m  ,"56,000,000",258,Yes
1,Pension Protection Fund Ombudsman,Department for Work and Pensions,Tribunal NDPB,Merge,No,To investigate and decide on complaints about the way cases have been handled by the Board of the Pension Protection Fund,"Established April 2005. To be merged with the Pensions Ombudsman.  Remuneration, staff and financial information is included under the Pensions Ombudsman entry.","6th Floor, 11 Belgrave Road, London, SW1V 1RB",020 7630 2200,enquiries@pensions-ombudsman.org.uk,http://www.ppfo.org.uk/,None,,Pensions Ombudsman - Tony King,,No,No,Yes,,,,,,,,Yes
1,"Pensions Advisory Service, The",Department for Work and Pensions,Executive NDPB,Retain,No,"To provide a high quality, independent and free information service to members of the public who have either a general or specific query or complaint on a pensions matter",Established 1983. A company limited by guarantee. ,"11 Belgrave Road, London, SW1V 1RB",020 7630 2250,enquiries@pensionsadvisoryservice.org.uk,http://www.pensionsadvisoryservice.org.uk/,Partha Dasgupta,27500,Marta Phillips,92500,No,No,Yes,,2012-13,2009,NAO,"3,324,000","3,347,600",39,Yes
1,Pensions Ombudsman,Department for Work and Pensions,Tribunal NDPB,Merge,No,To investigate and decide on complaints and disputes concerning occupational & personal pension schemes. The Ombudsman is completely independent and acts as an impartial adjudicator.,Established April 1991. To be merged with the Pensions Protection Fund Ombudsman.  Appointment information for the Pension Ombudsman is also shown under the Pension Protection Fund Ombudsman entry.,"6th Floor, 11 Belgrave Road, London SW1V 1RB",020 7630 2200,enquiries@pensions-ombudsman.org.uk,http://www.pensions-ombudsman.org.uk/,None,,Pensions Ombudsman - Tony King,130000,No,No,Yes,,2012-13,2000,NAO,"2,959,080","2,932,325",35,Yes
1,Pensions Regulator,Department for Work and Pensions,Executive NDPB,Retain,Yes,"To protect the members of work based pensions scheme and to reduce the risk of situations arising that may lead to claims for compensation from the Pension Protection Fund. Also, under the Pensions Act 2008, to maximise employer compliance with duties and safeguards.",Established April 2005.  Reviewed in 2007 (Hampton review) - http://www.thepensionsregulator.gov.uk/press/pn10-02.aspx.  ,"Napier House, Trafalgar Place, Brighton, East Sussex, BN1 4DW",0870 241 1144,customersupport@thepensionsregulator.gov.uk,http://www.thepensionsregulator.gov.uk/,Michael O'Higgins,57000,Bill Galvin,139380,No,Yes,Yes,PHSO,2012-13,2010,NAO,"46,580,000","48,811,000",420,Yes
1,Remploy Ltd,Department for Work and Pensions,Executive NDPB,Retain,No,Remploy's mission is to transform the lives of disabled people and those experiencing complex barriers to work by providing sustainable employment opportunities,"The figures shown are for 2011/12. The figures for 2012/13 are not yet available. Government funding includes Grant in Aid, contract payments, Modernisation funding and Transition costs not all of which will have been spent in 11/12. The Gross expenditure does not include a -£150m adjustment to their pension scheme. Remploy has dual status as an Executive NDPB and a Public Corporation. The Chair has elected not to draw remuneration.","Remploy Ltd, 18c Meridian East, Meridian Business Park, Leicester LE19 1WZ",0845 155 2700,info@remploy.co.uk,http://www.remploy.co.uk/,Ian Russell,0,Tim Matthews,203000,No,No,Yes,PHSO,2012,2011,Deloitte,"195,090,000","173,854,000","3,897",Yes
1,Social Security Advisory Committee,Department for Work and Pensions,Advisory NDPB,Retain,No,Advises on Social Security and regulations. Responsibility for mandatory scrutiny of secondary legislation made more than 6 months after the relevant act and informal provision of comments on changes to regulations made within 6 months of the relevant act.,Established 1980.  Paul Gray has been Chair from Aug 2012 (Interim Chair from Nov 2011),"Caxton House, Tothill Street, London SW1H 9NA.",020 7829 3354,ssac@dwp.gsi.gov.uk,http://ssac.independent.gov.uk/,Paul Gray,22000,Denise Whitehead,Civil Servant,No,Yes,Yes,PHSO,2011-12,2012,,0,"351,860",5,Yes
1,Civil Nuclear Police Authority,Department of Energy and Climate Change,Executive NDPB,Retain,No,"CNPA has oversight of, and employs, the Civil Nuclear Constabulary, a dedicated armed response capability for designated civil nuclear sites and designated nuclear material. ",Established 2005.  The Chair's renumeration is calculated on the basis that he works three days a week.  The Chief Executive also gets a pension p.a.  Four of the members are ex-officio appointments representing the nuclear industry.,"Civil Nuclear Police Authority, c/o Constabulary Headquarters, Culham Science Centre, Abingdon, OX14 3DB",01235 466356,info@cnpa.pnn.police.uk,http://www.cnc.police.uk/,General Sir Philip Trousdell,67500,"Chief Executive & Chief Constable, Brigadier Michael Griffiths CBE, ADC from 1 October 2012 ",120000,No,No,Yes,Independent Police Complaints Commission (for England & Wales).  Police Investigations & Review Commissioner (for Scotland),2012-13,2010,NAO,0,"81,600,000","1,277",Yes
1,Coal Authority,Department of Energy and Climate Change,Executive NDPB,Retain,Yes,The Coal Authority works to protect the public and the environment in coal mining areas. It manages the effects of past coal mining in order to promote public safety and safeguard the landscape now and for future generations.,Established 1994.  Triennial Review began 2013.,"200 Lichfield Lane, Mansfield, Nottinghamshire, NG18 4RG",01623 637 000,thecoalauthority@coal.gov.uk,http://coal.decc.gov.uk/,Mr Stephen Dingle,27000,Philip Lawrence,Civil Servant,Yes,Yes,Yes,PHSO,2012-13,2010,NAO,"24,000,000","177,000,000",138,Yes
1,Committee on Climate Change,Department of Energy and Climate Change,Executive NDPB,Retain,No,The CCC was established under the Climate Change Act 2008 to advise the Government on emissions targets and to report to Parliament on progress made in reducing greenhouse gasses. The Adaptation Sub-Committee was formed in June 2009.,"Established 2008.  The Members appointments information includes 6 appointments to the Adaptation Sub Committee, a sub-committee of the CCC.  Chair's remuneration is based on 3 days/month for the first year of appointment up to Sep 13 and 2 days/month thereafter.  The CE’s remuneration is determined by the Committee. This is on the basis of a performance evaluation by the Chair, and inter alia on recommendations by the Senior Salaries Review Body regarding Senior Civil Service pay. Up to 9% of the Chief Executive’s remuneration is subject to performance conditions. It is measured against delivery of objectives set by the Committee at the beginning of the year and is only triggered if all main performance targets are exceeded.  Triennial review began 2013.","7 Holbein Place, London, SW1W 8NR ",020 7592 1553,enquiries@theccc.gsi.gov.uk,http://www.theccc.org.uk/,Lord Deben,"1,000 per day",David Kennedy,117500,No,Yes,Yes,PHSO,2012-13,,NAO,"3,148,121","3,411,830",32,Yes
1,Committee on Radioactive Waste Management,Department of Energy and Climate Change,Advisory NDPB,Retain,No,"To provide independent scrutiny and advice to UK Government and Devolved Administration Ministers on the long-term management of radioactive waste, including storage and disposal. CoRWM’s primary task is to provide independent scrutiny on the Government’s and Nuclear Decommissioning Authority's (NDA's) proposals, plans and programmes to deliver geological disposal, together with robust interim storage, as the long-term management option for the UK’s higher activity wastes.

",CoRWM was set up by Government in 2003. The Committee was reconstituted in October 2007 with new membership and its current Terms of Reference. The Chairs remuneration is based on up to 1.5 days per week.,"CoRWM Secretariat, Room M09, 55 Whitehall, London, SW1A 2EJ",0300 068 6156,corwm@decc.gsi.gov.uk,http://corwm.decc.gov.uk,Prof. Laurence Williams,450 per day,,,Yes,Yes,Yes,PHSO,2012-13,2012,NAO,"450,000","346,900",0,Yes
1,Fuel Poverty Advisory Group,Department of Energy and Climate Change,Advisory NDPB,Retain,No,The Fuel Poverty Advisory Group's primary tasks are to consider and report on the effectiveness of current policies aiming to reduce fuel poverty; to consider and report on the case for greater co-ordination; to identify barriers to reducing fuel poverty and to developing effective partnerships and to propose solutions; to consider and report on any additional policies needed to reduce fuel poverty; to encourage key organisations to tackle fuel poverty; and to consider and report on the results of work to monitor fuel poverty. ,Established 2002.  Triennial review began 2012.  Membership is made up of 18 ex officio organisations.,"FPAG Secretariat, Area 2C, 3 Whitehall Place, SW1A 2AW",0300 068 6590 or 0300 068 5156,fpag@decc.gsi.gov.uk,https://www.gov.uk/government/organisations/the-fuel-poverty-advisory-group,Derek Lickorish,0,,,No ,No,Yes,PHSO,2011-12,,,0,"2,341",1,Yes
1,Nuclear Decommissioning Authority,Department of Energy and Climate Change,Executive NDPB,Retain,No,"The NDA's mission is to ensure that the historic civil, public sector, nuclear legacy sites are decommissioned safely, securely, cost effectively and in ways that protect the environment. ",Established 2005.  John Clarke became Chief Executive in April 2012.  The staff employed figure is an average figure.,"Herdus House, Westlakes Science and Technology Park, Moor Row, Cumbria, CA24 3HU",01925 802001,enquiries@nda.gov.uk,http://www.nda.gov.uk/,Stephen Henwood,179167,John Clarke,413855,Yes,Yes,Yes,PHSO,2012-13,2011,NAO,"2,246,000,000","3,175,000,000",286,Yes
1,Nuclear Liability Financing Assurance Board,Department of Energy and Climate Change,Advisory NDPB,Retain,No,"NLFAB is a small advisory body set up to provide impartial scrutiny and advice on the suitability of the Funded Decommissioning Programme, submitted by  operators of new nuclear power stations. The Board advises the Secretary of State on the financial arrangements that operators submit for approval, and on the regular review and ongoing scrutiny of funding.",Established 2008.  ,"NLFAB Secretariat, Office for Nuclear Development, 55 Whitehall, London SW1A 2EY",0300 068 5838,nlfab@decc.gsi.gov.uk,https://www.gov.uk/government/organisations/nuclear-liabilities-financing-assurance-board,Lady Janet Balfour of Burleigh,"The Chair receives less than 5,000 annually in honoraria.",,,No,Yes,Yes,PHSO,,,,,,0,Yes
1,Administration of Radioactive Substances Advisory Committee,Department of Health,Advisory NDPB,Retain,Yes,"To advise Health Ministers with respect to the grant, renewal, suspension, revocation and variation of certificates and generally in connection with the system of prior authorisation required by Article 5(a) of Council Directive 76/579/Euratom",The Committee was established in 1979. Secretariat provided by Public Health England.  Funding subsumed in HPA core funds.  Members are appointment by Health Ministers.  This is a Statutory Advisory Committee.,"ARSAC Support Unit, Centre for Radiation, Chemical and Environmental Hazards, Health Protection Agency, Chilton, Didcot, Oxon, 0X11 0RQ",01235 825006/825007,arsac@phe.gov.uk,http://www.arsac.org.uk/,Dr John Rees,,Mr Steve Ebdon-Jackson,,No,No,Yes,PHSO,2008,2010,,,,,Yes
1,Advisory Committee on Clinical Excellence Awards,Department of Health,Advisory NDPB,Retain,No,ACCEA administers the National Clinical Excellence Awards Scheme and oversees Local Schemes which are run by local NHS employers. It advises Ministers on which consultants should receive new National Awards and whether existing award holders have provided satisfactory evidence for renewal.,,"Area 06-22A, Skipton House, 80 London Road, SE1 6LH",020 7972 3856,martin.sturges@dh.gsi.gov.uk,https://www.gov.uk/government/organisations/advisory-committee-on-clinical-excellence-awards,Professor Jonathan Montgomery,52540,,,No,Yes,Yes,PHSO,2011,2010,,,,,Yes
1,British Pharmacopoeia Commission,Department of Health,Advisory NDPB,Retain,No,"To publish any new editions of and/or amendments to the British Pharmacopoeia and British Pharmacopoeia (Veterinary), together with the establishment and publication of British Approved Names.",,"151 Buckingham Palace Road, London, SW1W 9SZ",020 3080 6561,bpcom@mhra.gsi.gov.uk,http://pharmacopoeia.mhra.gov.uk/,No chair in post on 31 March 2013,,Samantha Atkinson ,Civil Servant,No,Yes,Yes,PHSO,2012,2010,,,,,Yes
1,Care Quality Commission,Department of Health,Executive NDPB,Retain,Yes,"The purpose of CQC is to make sure health and social care services provide people with safe, effective, compassionate, high quality care and to encourage care services to improve.  Its role is to monitor, inspect and regulate services to make sure they meet fundamental standards of quality and safety and to publish what it finds, including performance ratings to help people choose care.   ",,"Finsbury Tower, 103 - 105 Bunhill Row, London EC1Y 8TG",03000 616161,www.cqc.org.uk/contact-us,http://www.cqc.org.uk/,David Prior,63000,David Behan,186850,Yes,Yes,Yes,PHSO,2012-13,2010,NAO,"68,100,000","165,570,000","2,139",Yes
1,Commission on Human Medicines,Department of Health,Advisory NDPB,Retain,Yes,"To advise the Health Ministers and the Licensing Authority (LA) on matters relating to human medicinal products, and to consider those applications that lead to LA action as appropriate (i.e. where the LA has a statutory duty to refer or chooses to do so).",,"151 Buckingham Palace Road, Victoria, London, SW1W 9SZ",020 3080 6060,ExpertCommitteeSupport@mhra.gsi.gov.uk,http://www.mhra.gov.uk/Committees/Medicinesadvisorybodies/CommissiononHumanMedicines/index.htm,Professor Stuart Ralston,500 per day,,,No,Yes,Yes,PHSO,2012,2010,NAO,,,,Yes
1,"Committee on Mutagenicity of Chemicals in Food, Consumer Products and the Environment",Department of Health,Advisory NDPB,No longer an NDPB  ,No,"To assess and advise on the mutagenic risk to man of substances in food, consumer products and the environment.",,"Public Health England, CRCE, Chilton, Didcot, Oxfordshire, OX11 0RQ",01235 825141,gill.fisher@phe.gov.uk,http://www.iacom.org.uk/,David Lovell,198 per meeting,,,Yes,Yes,Yes,PHSO,2011,2010,,,,,Yes
1,Health Protection Agency,Department of Health,Executive NDPB,No longer an NDPB,No,"Health Protection Agency was set up to protect the public from threats to their health from infectious diseases and environmental hazards including man-made and deliberate harm. It did this by providing advice and information to the general public, to health professionals such as doctors and nurses, and to national and local government. The HPA was a category one responder under the Civil Contingencies Act (2004).",HPA was abolished on 1 April 2013 and its functions transferred to Public Health England and to the Medicines and Healthcare Products Regulatory Agency.,"151 Buckingham Palace Road, London, SW1W 9SZ",,,,Professor David Heymann,60900,Duncan Selbie,Civil Servant,Yes,Yes,Yes,PHSO,2012-13,2010,NAO,"169,889,000","323,374,000","3,776",Yes
1,Human Fertilisation and Embryology Authority,Department of Health,Executive NDPB,Retain,Yes,"Licensing and inspection of fertility clinics and projects involving human embryos.  Holder and provider of information for the public, patients, donor conceived people and donors.  Sets policy framework for fertility issues.",The original public bodies reform proposal was to abolish the Human Fertilisation and Embryology Authority but following consultation the decision was made not to proceed with abolition. A further independent review of the Human Fertilisation and Embryology Authority was undertaken by Justin McCracken in 2013. The McCracken Review was published in July 2013 and the Government has accepted all the recommendations.,"Finsbury Tower, 103-105 Bunhill Row, London, EC1Y 8HF",020 7291 8200,enquiriesteam@hfea.gov.uk,http://www.hfea.gov.uk/,Professor Lisa Jardine,57500,Peter Thompson,132500,Yes,Yes,Yes,PHSO,2012-13,2010,NAO,"778,476","5,131,679",62,Yes
1,Human Tissue Authority,Department of Health,Executive NDPB,Retain,Yes,"The HTA aims to maintain public confidence by ensuring that human tissue and organs are used safely and ethically and with proper consent. We regulate organisations that remove, store and use human tissue for research, medical treatment, post-mortem examination, teaching and display in public. The HTA also approves organ and bone marrow donations from living people. ",The original public bodies reform proposal was to abolish the Human Tissue Authority but following consultation the decision was made not to proceed with abolition. A further independent review of the Human Tissue Authority was undertaken by Justin McCracken in 2013. The McCracken Review was published in July 2013 and the Government has accepted all the recommendations.,"151 Buckingham Palace Road, London, SW1W 9SZ",020 7269 1900,enquiries@hta.gov.uk,http://www.hta.gov.uk/,Baroness Diana Warwick,42000,Alan Clamp,100600,Yes,Yes,Yes,PHSO,2012-13,2010,NAO,"359,000","4,236,623",44,Yes
1,Independent Reconfiguration Panel,Department of Health,Advisory NDPB,Retain,No,"To advise the Secretary of State for Health on contentious proposals for changes to NHS services. To offer support and generic advice to the NHS, local authorities and other interested bodies involved in NHS service reconfiguration.",,"6th Floor, 157 - 197 Buckingham Palace Road, London, SW1W 9SP",020 7389 8045,info@irpanel.org.uk,http://www.irpanel.org.uk/,Bernard Ribeiro,36780,,,Yes,Yes,Yes,PHSO,2013,2010,,,,,Yes
1,Medicines and Healthcare Products Regulatory Agency (MHRA),Department of Health,Executive Agency,,Yes,The MHRA is responsible for regulating all medicines and medical devices in the UK by ensuring they work and are acceptably safe.,Trading Fund.  The eight members are non executive directors.,"151 Buckingham Palace Road,London,SW1W 9SZ",020 3080 6000,info@mhra.gsi.gov.uk,http://www.mhra.gov.uk/,Professor Sir Gordon Duff,62500,Professor Sir Kent Woods,192500,No,Yes,Yes,PHSO,2012-13,2010,NAO,"9,231,000","96,608,000",936,No
1,Monitor,Department of Health,Executive NDPB,Retain,Yes,"Monitor is the sector regulator for health services in England. Our job is to protect and promote the interests of patients by ensuring that the whole sector works for their benefit. Monitor has an on-going role in assessing NHS Trusts for foundation trust status, and for ensuring that foundation trusts are well-led, in terms of both quality and finances.","David Bennett is acting as Monitor's interim Chairman. Whilst he acts as both interim Chairman and Chief Executive, David Bennett does not receive any remuneration for undertaking his duties as Monitor's Chairman.","4 Matthew Parker Street, London SW1H 9NL",020 7340 2400,enquiries@monitor.gov.uk,http://www.monitor-nhsft.gov.uk/,David Bennett,,David Bennett,225500,Yes,Yes,Yes,PHSO,2012-13,2010,NAO,"46,600,000","42,943,000",231,Yes
1,NHS England,Department of Health,Executive NDPB,,No,The role of NHS England is to promote a comprehensive health service so as to improve the health outcomes for people in England. It also promotes the NHS Constitution and the values and commitments contained within it. ,"NHS Commissioning Board became an ENDPB in October 2012. The legal name is NHS Commissiong Board however it is now known as NHS England. The Chair, Professor Malcolm Grant, does not directly receive remuneration, but his employer makes a recharge to the Board for the time he devotes to the appointment.","Quarry House, Quarry Hill, Leeds, LS2 7UE",0113 254 5000,england.contactus@nhs.net,http://www.england.nhs.uk/,Professor Malcolm Grant,,Sir David Nicholson ,Civil Servant,Yes,Yes,Yes,PHSO,2012-13,,NAO,"34,500,000","43,559,000",261,Yes
1,NHS Pay Review Body,Department of Health,Advisory NDPB,Retain,No,To make recommendations on the remuneration of all staff paid under Agenda for Change and employed in the NHS.,,"Office of Manpower Economics, Victoria House (6th Floor), Southampton Row, London WC1B 4AD",020 7271 0490,craig.marchant@bis.gsi.gov.uk,http://www.ome.uk.com/example/NHS_Pay_Review_Body.aspx,Jerry Cope ,350 per day,,,No,No,Yes,,2013,2010,NAO,,,,Yes
1,Review Body on Doctors’ and Dentists’ Remuneration,Department of Health,Advisory NDPB,Retain,No,To make recommendations on the remuneration of doctors and dentists taking part in the NHS.,,"Office of Manpower Economics, Victoria House (6th Floor), Southampton Row, London, WC1B 4AD",020 7271 0486,cliff.wilkes@bis.gsi.gov.uk,http://www.ome.uk.com/example/Review_Body_on_Doctors_and_Dentists_Remuneration.aspx,Professor Paul Curran,350 per day,,,No,No,Yes,,2013,2010,NAO,,,,Yes
1,Export Guarantees Advisory Council,Export Credits Guarantee Department,Advisory NDPB,Retain,No,"To give advice to the Secretary of State, at his request, in respect of any matter relating to the exercise of his functions under the Export and Investment Guarantees Act 1991.



",,"EGAC, 1 Horse Guards Road, London, SW1A 2HQ",020 7271 8101,cxo@ecgd.gsi.gov.uk,https://www.gov.uk/government/organisations/export-guarantees-advisory-council,Andrew Wiseman,0,Laurence Lily,Civil Servant,No,Yes,Yes,PHSO,2012-13,2011,,0,< 5000,0,Yes
1,Advisory Committee on Animal Feeding stuffs,Food Standards Agency,Advisory NDPB,,No,"Advises on the safety and use of animal feeds and feeding practices, with particular emphasis on protecting human health, and with reference to new technical developments.",Established 1999.,"ACAF Secretariat, Food Standards Agency, Room 3C Aviation House, 125 Kingsway, London, WC2B 6NH",020 7276 8468,acaf@foodstandards.gsi.gov.uk,http://acaf.food.gov.uk/,Dr Ian Brown,205 per day,Keith Millar,Civil Servant,Yes,Yes,Yes,PHSO,2011-12,2009,,"24,000",,3,No
1,Advisory Committee on Novel Foods and Processes,Food Standards Agency,Advisory NDPB,,No,Advises the FSA on any matters relating to novel foods (including genetically modified foods) and novel processes (including food irradiation). ,Established 1988. For 'Public Meetings': one open workshop held each year.,"ACNFP Secretariat, Room 3B Aviation House, 125 Kingsway, London, WC2B 6NH
",020 7276 8596,acnfp@foodstandards.gsi.gov.uk,http://acnfp.food.gov.uk/,Professor Peter Gregory,1845,Dr Sandy Lawrie,Civil Servant,Yes,Yes,Yes,PHSO,2012,2012,,"22,008",,1,No
1,Advisory Committee on the Microbiological Safety of Food,Food Standards Agency,Advisory NDPB,,No,"Provides expert advice to Government on questions relating to microbiological issues and food.
",Established 1990.,"ACMSF Secretariat, Room 3C Aviation House, 125 Kingsway, London, WC2B 6NH
",020 7276 8947,acmsf@foodstandards.gsi.gov.uk,http://acmsf.food.gov.uk/,Professor Sarah O'Brien,205 per day,Ms Geraldine Hoad,Civil Servant,Yes,Yes,Yes,PHSO,2011,2011,,"14,329",,3,No
1,"Committee on Toxicity of Chemicals in Food, Consumer Products and the Environment",Food Standards Agency,Advisory NDPB,,No,"Advices the FSA, the DoH and other Government Departments and Agencies on matters concerning the toxicity of chemicals.
",Established 1978.,"COT Secretariat, Food Standards Agency, Room 3C Aviation House, 125 Kingsway, London, WC2B 6NH",020 7276 8522,cot@foodstandards.gsi.gov.uk,http://cot.food.gov.uk/,Professor David Coggon,1435,Dr Diane Benford,Civil Servant,Yes,Yes,Yes,PHSO,2011,2012,,"37,986",,3,No
1,Food Standards Agency,Food Standards Agency,Non Ministerial Department,,Yes,"The Food Standards Agency's main aim is to protect people's health and the interest of the consumer in relation to food.  The FSA is responsible for food safety and hygiene, working with businesses to help them produce safe food and with local authorities to enforce food safety regulations.","Established by the Food Standards Act 1999. The Chair Rt Hon Lord Jeff Rooker left in July 2013 and an interim Chair is in place (Tim Bennett) until a full time replacement is recruited. Catherine Brown became CE in October 2012. CE remuneration is for Oct 12 to Mar 13 and includes salary, performance related pay, pension and travel.","Aviation House, 125 Kingsway, London, WC2B 6NH",020 7276 8000,helpline@foodstandards.gsi.gov.uk,http://www.food.gov.uk/,The Rt Hon Jeff Rooker,54000,Catherine Brown,93121,Yes,Yes,Yes,PHSO,2012-13,2013,NAO,"89,973,000","128,953,000","1,170",Yes
1,General Advisory Committee on Science,Food Standards Agency,Advisory NDPB,,No,"Provides independent advice on the FSA's governance and use of science.
",Established 2007.,"GACS Secretariat, Food Standards Agency, Room 1B Aviation House, 125 Kingsway, London, WC2B 6NH
",020 7276 8277,gacs@foodstandards.gsi.gov.uk,http://gacs.food.gov.uk/,Professor Colin Blakemore,1020,Dr Patrick Miller,Civil Servant,Yes,Yes,Yes,PHSO,2012-13,2012,,"13,700",,2,No
1,"Social Science Research Committee, The",Food Standards Agency,Advisory NDPB,,No,"Provides advice to the FSA about how it gathers and uses social science evidence.
",Established 2008.,"SSRC Secretariat, Food Standards Agency, Room 1C Aviation House, 125 Kingsway, London, WC2B 6NH
",020 7276 8761,ssrc@foodstandards.gsi.gov.uk,http://ssrc.food.gov.uk/,Professor Peter Jackson,2308,Dr Sian Thomas,Civil Servant,Yes,Yes,Yes,PHSO,2011-12,2012,,"18,825",,1,No
1,British Council,Foreign and Commonwealth Office,Executive NDPB,Retain,No,To create international opportunities for the people of the UK and other countries and build trust between them worldwide.,Established 1934.,"British Council Customer Services UK, Bridgewater House, 58 Whitworth Street, Manchester M1 6BB",0161 957 7755,general.enquiries@britishcouncil.org,http://www.britishcouncil.org/,Sir Vernon Ellis,0,Martin Davidson,167500,No,Yes,Yes,PHSO,2012-13,2011,NAO,"171,500,000","785,333,000","7,334",No
1,FCO Services,Foreign and Commonwealth Office,Executive Agency,,No,"As a Trading Fund to provide a range of integrated secure services worldwide to the FCO, other UK public bodies and foreign governments and international organisations closely linked to the UK.","Established as an Executive Agency 1st April 2006 and then a Trading Fund 1st April 2008.  No pay or pension costs are included in FCO Services’ accounts in respect of the chair and one non executive member, who are civil servants employed by the FCO.","Hanslope Park, Milton Keynes, MK19 7BH",01908 515789,http://www.fcoservices.gov.uk/eng/contact_us.asp,http://www.fcoservices.gov.uk/,Sir Richard Stagg,0,Christopher Moxey,147500,No,No,Yes,,2012-13,2011,NAO,0,"134,838,000",819,No
1,Great Britain China Centre,Foreign and Commonwealth Office,Executive NDPB,Retain,No,"To facilitate effective dialogue with the Chinese government, society and business to provide direct delivery of HMG policy objectives.  GBCC promotes mutual understanding between the UK and China and aims to build long-term connections between the decision-makers in the two countries.",Established 1974.,"15 Belgrave Square, London, SW1X 8PS",0207 235 6696,contact@gbcc.org.uk,http://www.gbcc.org.uk/,Peter Batey,0,Richard Pascoe,87750,Yes,Yes,Yes,PHSO,2012-13,2013,NAO,"270,000","1,305,188",6,Yes
1,Marshall Aid Commemoration Commission,Foreign and Commonwealth Office,Executive NDPB,Retain,No,Set up by Marshall Aid Commission Act 1953 to oversee Marshall Scholarships; which are postgraduate Scholarships in the United Kingdom for American students with the potential to excel in their chosen fields of study and future careers.,Established 1953. ,"C/o ACU, Woburn Place, 22-24 Tavistock Square, London  WC1H 9HF",0207 380 6703,macc@acu.ac.uk,http://www.marshallscholarship.org/,Dr E John Hughes,0,Dr John Kirkland,,No,Yes,Yes,PHSO,2012-13,2013,NAO,"2,000,000","2,071,922",0,Yes
1,"Westminster Foundation for Democracy, The",Foreign and Commonwealth Office,Executive NDPB,Retain,No,"WFD's work focuses on strengthening parliaments and political Parties in Africa, Asia, Eastern Europe and the Middle East.",Established 1992.,"8th Floor Artillery House, 11/19 Artillery Row, London, SW1P 1RT
",020 7799 1311 ,tamara.moluch@wfd.org,http://www.wfd.org/,Gary Streeter MP,0,Ms Linda Duffield,97500,No,No,Yes,PHSO,2012-13,2013,NAO,"3,500,000","3,499,724",21,Yes
1,Wilton Park,Foreign and Commonwealth Office,Executive Agency,,No,To support delivery of HMG's foreign policy priorities through organisation of circa 50 conferences a year. ,"Established 1946.  The £800,000 government funding is core FCO funding.","Wilton Park, Wiston House, Steyning, W Sussex BN44 3DZ ",01903 815020,,https://www.wiltonpark.org.uk/,Iain Ferguson CBE,22500,Richard Burge,117500,No,No,Yes,PHSO,2012-13,,NAO,"800,000","4,990,000",72,Yes
1,Forest Enterprise England,Forestry Commission,Executive Agency,,No,"Forest Enterprise England manage the public estate owned by the Secretary of State for Environment, Food and Rural Affairs in a sustainable way, so as to contribute towards the economic, social and environmental objectives of the England Forestry Strategy.",Established 2003.,"Forestry Commission, 620 Bristol Business Park, Coldharbour Lane, Bristol, BS16 1EJ",01179 066000,seceng@forestry.gsi.gov.uk,http://www.forestry.gov.uk/england,,,Simon Hodgson,Civil Servant,No,Yes,No,PHSO,2012-13,Ongoing,NAO,"26,133,000","118,746,000",791,No
1,Forest Research,Forestry Commission,Executive Agency,,No,"The Research Agency of the Forrstry Commision provides research services relevant to UK and international forestry interests and inform and support forestry’s contribution to UK governmental policies. Our core roles are to provide the evidence base for UK forestry practices and to support innovation.
",Established 1997.,"Alice Holt Lodge, Farnham, Surrey, GU10 4LH
",01420 22255,research.info@forestry.gsi.gov.uk,http://www.forestry.gov.uk/forestresearch,,,Dr James Pendlebury,Civil Servant,No,Yes,,PHSO,2012-13,Ongoing,NAO,"7,316,000","11,838,000",178,No
1,Forestry Commission,Forestry Commission,Non Ministerial Department,Retain and substantially reform,Yes,Delivery of Government forestry policy and management of the public forest estate,Established 1919.,"Forestry Commission, 620 Bristol Business Park, Coldharbour Lane, Bristol, BS16 1EJ",01179 066000,seceng@forestry.gsi.gov.uk,http://www.forestry.gov.uk/,Sir Henry Studholme (Interim Chair),30000,Ian Gambles (Director England),Civil Servant,No,Yes,Yes,PHSO,2012-13,Ongoing,NAO,"27,573,000","71,545,000",451,Yes
