Count,Name,Department,Classification,PB Reform,Multiple Bodies,Regulatory Function,Description / Terms of Reference,Notes,Address,Phone,email,Website,Chair,Chair's Remuneration (PA unless otherwise stated),Chief Executive / Secretary,Chief Executive / Secretart Remuneration,Public Meetings,Public Minutes,Register of Interests,Ombudsman,Last Annual Report,Last Review,Audit Arrangements,Government Funding,Total Gross Expenditure,Staff Employed (FTE),OCPA Regulated
1,Royal Armouries,"Department for Culture, Media and Sport",Executive NDPB,Retain,0,No,"Maintaining and exhibiting a national collection of arms, armour, and associated objects, and maintaining a record relating to arms and armour and to the Tower of London.",Established 1660.  Expenditure is(provisional.,"Main office: Armouries Drive, Leeds, Yorkshire LS10 1LT.  Other Museum sites: White Tower within Tower of London, Fort Nelson in Portsmouth
",08700 344 344,enquiries@armouries.org.uk,www.royalarmouries.org ,Wesley Paul,£0,Lt Gen Jonathon Riley,"£95,000",No,Yes,Yes,PHSO,2010-11,-,NAO,"£7,901,000","£10,935,000",145,Yes
1,Royal Museums Greenwich,"Department for Culture, Media and Sport",Executive NDPB,Retain,0,No,"The Museum works to illustrate for everyone the importance of the sea, ships, time and the stars, and their relationship with people.",-,"Romney Road, Greenwich, London SE10 9NF",020 8858 4422,comments@nmm.ac.uk ,www.nmm.ac.uk,"The Rt Hon The Lord Sterling of Plaistow GCVO, CBE",£0,"Dr Kevin Fewster AM, FRSA","£110-£120,000",No,Yes,Yes,PHSO,2011-12,-,NAO,"£17,000,000","£28,435,000",430,Yes
1,Science Museum Group,"Department for Culture, Media and Sport",Executive NDPB,Retain,0,No,"To care for, preserve and add to the objects in the collections, to ensure that objects are exhibited to the public and to promote the public’s enjoyment and understanding of science and technology.",The National Museum of Science and Industry and the Museum of Science and Industry Manchester merged to form the Science Museum Group on 1 February 2012.,"Exhibition Road, South Kensington, London SW7 2DD",0870 870 4771,info@sciencemuseum.ac.uk,www.sciencemuseum.org.uk/about_us/smg.aspx,Dr Douglas Gurr,£0,Ian Blatchford,"£145-150,000",No,"Yes, summary minutes available",Yes,PHSO,2011-12,-,NAO,"£38,254,000","£69,066,000",852,Yes
1,Sir John Soane's Museum,"Department for Culture, Media and Sport",Executive NDPB,Retain,0,No,"This is the House, Museum and Collections of the architect Sir John Soane, who died in 1837. The Collections comprise works of art, paintings, books, manuscripts and architectural models and drawings.",Established 1837.,"13 Lincoln’s Inn Fields, London WC2A 3BP",020 7405 2107,sbhatti@soane.org.uk ,www.soane.org ,Simon Swynfen Jervis,£0,Tim Knox,"£65,000",No,Yes,Yes,PHSO,2011-12,-,NAO,"£1,130,000","£2,061,000",42,No
1,Sport England,"Department for Culture, Media and Sport",Executive NDPB,Merge,0,No,"Sport England creates opportunities for people of all ages and abilities to play sport in every community.
",Established 1997.,"3rd Floor, Victoria House, Bloomsbury Square, London WC1B 4SE
",020 7273 1551,Info@sportengland.org,www.sportengland.org/,Richard Lewis,"£45,000 - £50,000",Jennie Price,"£130,000–£135,000",No,Yes,Yes,PHSO,2011-12,-,NAO,"£98,366,000","£104,668,000",98,Yes
1,Sports Grounds Safety Authority,"Department for Culture, Media and Sport",Executive NDPB,No longer an NDPB,0,Yes,"To create the conditions for safe and enjoyable experiences for spectators at all sports grounds and to provide advice and guidance.

",-,"Floor 6, Oceanic House, 1a Cockspur Street, London SW1Y 5BG",020 7930 6693,info@sgsamail.org.uk,www.safetyatsportsgrounds.org.uk,Paul Darling QC,"£18,130",Ruth Shaw,Civil Servant ,No,Yes,Yes,PHSO,2011-12,-,NAO,"£1,197,000","£1,060,119",14,Yes
1,Tate,"Department for Culture, Media and Sport",Executive NDPB,Retain,0,No,To increase the public’s understanding and enjoyment of British art from the 16th century to the present day and of international modern and contemporary art.,Established 1897.,"Millbank, London, SW1P 4RG",020 7887 8888,info@tate.org.uk,www.tate.org.uk,Lord Browne of Madingley,£0,Sir Nicholas Serota,"£160,537",No,Yes,Yes,PHSO,2011-12,-,NAO,"£45,105,000","£98,452,000",1215,Yes
1,"Theatres Trust, The","Department for Culture, Media and Sport",Advisory NDPB,No longer an NDPB,0,No,"The Trust was set up as a statutory consultee on planning applications that affect land on which there is a theatre, and to promote the protection of theatres for the benefit of the nation. Its remit covers the whole of the United Kingdom.",Established 1977.,"22, Charing Cross Road, London WC2H 0QL",020 7836 8591,info@theatrestrust.org.uk,www.theatrestrust.org.uk,Rob Dickins CBE,£0,Mhora Samuel,"£60,000-£70,000",No,No,Yes,PHSO,2011-12,-,Saffery Champness,"£44,000 (from English Heritage)","£657,000",9,Yes
1,Treasure Valuation Committee,"Department for Culture, Media and Sport",Advisory NDPB,Retain,0,No,"To recommend to the Secretary of State valuations for the items brought before it and to provide advice to the Secretary of State in cases where there is grounds for dispute (Treasure Act 1996 Code of Practice, para. 65-85).","The Department for Culture, Media and Sport provides £107,000 funding to The British Musuem Great Court Ltd for the administration of the Treasure Act 1996 including servicing the Treasure Valuation Committee.","Great Russell Street, London, WC1B 3DG",020 7323 8546,"IRichardson@thebritishmuseum.ac.uk
","www.finds.org.uk/treasure 
",Professor Lord Renfrew of Kaimsthorn,£0,Ian Richardson (Secretary),Civil Servant,No,No,Yes,PHSO,2009,Triennial Review 2011/12.,-,"£107,000",-,0,Yes
1,UK Anti Doping,"Department for Culture, Media and Sport",Executive NDPB,Retain,0,No,"The UK’s National Anti-Doping Organisation, as defined in the World Anti-Doping Code.  UK Anti-Doping protects the right of athletes to compete in doping-free sport.",-,"Oceanic House, 1a Cockspur Street, London, SW1Y 5BG",020 7766 7350,ukad@ukad.org.uk ,www.ukad.org.uk/,David Kenworthy QPM DL,"£30,000-£35,000",Andy Parkinson,"£95,000-£105,000",No,Yes,No,PHSO,2011-12,-,NAO,"£6,344,000","£7,543,000",48,Yes
1,UK Sport,"Department for Culture, Media and Sport",Executive NDPB,Merge,0,No,UKSport is responsible for working in partnership with the home country sports councils and other agencies to lead the UK to world class success.,Established 1996.,"40 Bernard Street, London, WC1N 1ST",020 7211 5100,info@uksport.gov.uk,www.uksport.gov.uk,"Baroness Sue Campbell, CBE","£35,000-£40,000",Liz Nicholl OBE,"£140,000-£150,000",Yes,Yes,Yes,PHSO,2011-12,-,NAO,"£60,651,000","£64,556,000",103,Yes
1,Victoria and Albert Museum,"Department for Culture, Media and Sport",Executive NDPB,Retain,0,No,"As the world’s leading museum of art and design, the V&A enriches people’s lives by promoting the practice of design and increasing knowledge, understanding and enjoyment of the designed world.",Established 1857.,"Cromwell Road, South Kensington, London SW7 2RL",020 7942 2000,vanda@vam.ac.uk,www.vam.ac.uk,Mr Paul Ruddock,£0,Martin Roth (from 1/9/11),"£81,667 (this is from 1/9/11 and includes relocation expenses of £16,500)",No,Yes,Yes,PHSO,2011-12,-,NAO,"£41,355,000","£69,944,000",861,Yes
1,Visit Britain,"Department for Culture, Media and Sport",Executive NDPB,Retain,0,No,"To promote the British tourism industry overseas, exploiting the tourism legacy potential of 2012 and other major sporting and cultural events.",Established 2003. Expenditure includes VisitEngland.,"Level 9, 1 Palace Street, Victoria, London SW1E 5HE 
",020 7578 1000 ,industry.relations@visitbritain.org ,www.visitbritain.org (consumer)  www.visitbritain.com/corporate (corporate),Christopher Rodrigues CBE,"£49,090",Sandie Dawe MBE ,"£160,000-£195,000",No,Yes,Yes,PHSO,2011-12,-,NAO,"£36,592,000","£70,859,000",268 including VisitEngland),Yes
1,Visit England,"Department for Culture, Media and Sport",Advisory NDPB,Retain,0,No,"VisitEngland is the strategic body representing the public and private sector stakeholders of English Tourism.  It works in partnership with VisitBritain, the Regional Development Agencies, local authorities, and the private sector, optimising marketing investment, and developing the visitor experience across England.","Formerly England Marketing Advisory Board, known as VisitEngland Board since October 2007 and VisitEngland since April 2009. Advisory body funded by VisitBritain","Level 9, 1 Palace Street, Victoria, London SW1E 5HE
",020 7578 1400 ,-,www.visitengland.com ,Penelope Viscountess Cobham,"£33,840",James Beresford,"£165,000-£180,000",No,Yes,Yes,PHSO,2011-12,-,NAO,"£11,179,000",£0 (see VisitBritain) ,0 (see VisitBritain),Yes
1,Wallace Collection,"Department for Culture, Media and Sport",Executive NDPB,Retain,0,No,To maintain and display the collection bequeathed to the nation by Lady Wallace. ,Established 1900.,"Hertford House, Manchester Square, London, W1U 3BN",020 7563 9500,admin@wallacecollection.org ,www.wallacecollection.org,Sir John Ritblat,£0,Dr. Christoph Vogtherr (from 24 October 2011),"£37,371 (from 24 October only)",No,Yes,Yes,PHSO,2011-12,-,NAO,"£2,983,000","£6,146,000",94,Yes
1,Children and Family Court Advisory and Support Service,Department for Education,Executive NDPB,Under consideration,0,No,"Cafcass looks after the interests of children involved in family court proceedings.  They work with children and their families, and advise the courts on the best interests of individual children.",Established 2001.  The current Chair took up the position on January 2012.,"6th Floor, Sanctuary Buildings, Great Smith Street, London, SW1P 3BT",0844 353 3350,webenquiries@cafcass.gsi.gov.uk,www.cafcass.gov.uk ,Baroness Claire Tyler of Enfield,"£44,000","Anthony Douglas, CBE","£160,000 - £165,000", Yes, Yes, Yes,PHSO,2011-12, 2010,NAO,"£130,450,000","131,322,000",1690,Yes
1,"Office of the Children’s Commissioner, The",Department for Education,Executive NDPB,Retain,0,No,"The Office of the Children’s Commissioner promotes and protects children’s rights under the United Nations Convention on the Rights of the Child (UNCRC) ratified by the UK in 1991.  The focus is especially on both policy and practice where children’s rights are ignored or violated; concentrating on the vulnerable, marginalised, and those unable to speak for themselves.",-,"33 Greycoat Street, London, SW1P 2QF",020 7783 8330,info.request@childrenscommissioner.gsi.gov.uk,www.childrenscommissioner.gov.uk/,Dr Maggie Atkinson,"£145,500",Susan Berelowitz,"£95,000 - £100,000",No,Yes,Yes,PHSO,2011-12,2012,NAO,"£2,186,000","£2,402,000",19,Yes
1,School Teachers’ Review Body,Department for Education,Advisory NDPB,Retain,0,No,"The School Teachers’ Review Body was established to report to the Prime Minister and to the Secretary of State for Education on the statutory pay and conditions of school teachers in England and Wales. Its recommendations cover the duties and working time of school teachers, as well as their remuneration.",Established 1991.,"6th Floor, Victoria House, Southampton Row, London, WC1B 4AD",020 7271 0474,jiten.champaneri@bis.gi.gov.uk,www.ome.uk.com/School_Teachers_Review_Body.aspx,Dame Patricia Hodgson DBE - Chair,£350 per day respectively,-,-,No,No,Yes,-,2011-12,-,-,£0,-,0,Yes
1,Advisory Committee on Hazardous Substances,"Department for Environment, Food and Rural Affairs",Advisory NDPB,No longer an NDPB,0,No,"To advise on domestic regulations, risk assessment and research requirements relating to hazardous substances including nanomaterials.",Established 1991,"Area 2A, Nobel House, 17 Smith Square, London SW1P 3JR",020 7238 5400,chemicals.strategy@defra.gsi.gov.uk,www.defra.gov.uk/achs/,Professor Stephen Holgate,"£1,170",-,-,Yes,Yes,Yes,PHSO,2011,2011- public consultation on future of ACHS,-,"£23,300",-,0,Yes
1,Advisory Committee on Pesticides,"Department for Environment, Food and Rural Affairs",Advisory NDPB,No longer an NDPB,0,No,To give advice to Ministers on any matters relating to the control of pests.,Established as a statutory advisory committee in 1986. * The chair died on 30/7/12 and the post is currently vacant,"Secretariat: Chemicals Regulation Directorate, Health & Safety Executive, Mallard House, Kings Pool, 3 Peasholme Green, York YO1 7PX",01904 455702,acp@hse.gsi.gov.uk,www.pesticides.gov.uk/guidance/industries/pesticides/advisory-groups/acp,Prof G Hawksworth*,per meeting: attendance £180 preparation£45,Jayne Wilder,Civil Servant,Yes,Yes,Yes,PHSO,2011,2010,-,"£34,000","£24,019",2,Yes
1,Advisory Committee on Releases to the Environment,"Department for Environment, Food and Rural Affairs",Advisory NDPB,Retain,0,No,To advise government on the risks to human health and the environment from the release of genetically modified organisms.,Established 1993,"ACRE Secretariat, Defra, Area 8A, 9 Millbank, 17 Smith Square, London SW1P 3JR",020 7238 2051,acre.secretariat@defra.gsi.gov.uk,www.defra.gov.uk/acre/,Prof. Chris Pollock CBE,"£2,007","Dr Louise Ball, Defra",Civil Servant,Yes,Yes,Yes,PHSO,2011,2010,-,"£75,000",-,1,Yes
16,Agricultural Dwelling House Advisory Committees (x16),"Department for Environment, Food and Rural Affairs",Advisory NDPB,No longer an NDPB,16,No,"To advise on the housing of agricultural workers in tied cottages, in the interests of efficient agriculture.",-,"Area 8E, 9 Millbank, c/o 17, Smith Square, London SW1P 3JR",020 7238 6523,Dermot.McInerney@defra.gsi.gov.uk,-,Multiple,Multiple,Dermot McInerney,Civil Servant,No,No,Yes,PHSO,2010,2000,No,"£26,000","£3,124",1,Yes
1,Agricultural Wages Board for England and Wales,"Department for Environment, Food and Rural Affairs",Executive NDPB,No longer an NDPB,0,Yes,"The Agricultural Wages Board is an independent body with a statutory obligation to fix minimum wages for agricultural workers in England and Wales. It also has discretionary powers to decide other terms, e.g. holiday and sick pay.",Established 1948 approximately.,"Area 8E, 9 Millbank, c/o 17, Smith Square, London SW1P 3JR",020 7238 6523,Dermot.McInerney@defra.gsi.gov.uk,-,Derek Evans,£280 per day plus reading allowance of £71,Dermot McInerney,Civil Servant,No,Yes,Yes,PHSO,2010,2000,-,"£175,000","£66,363",1,Yes
15,Agricultural Wages Committees (x15),"Department for Environment, Food and Rural Affairs",Executive NDPB,No longer an NDPB,15,Yes,The Agricultural Wages Committee's only remaining powers are to issue certificates regarding premium arrangements between employers and learners or apprentices and to re-value farm workers' houses.,-,"Area 8E, 9 Millbank, c/o 17, Smith Square, London SW1P 3JR",020 7238 6523,Dermot.McInerney@defra.gsi.gov.uk,-,Multiple,Multiple,-,-,No,No,Yes,PHSO,2010,2000,-,"£13,000","£6,133",1,Yes
1,Agriculture and Horticulture Development Board,"Department for Environment, Food and Rural Affairs",Executive NDPB,Retain and substantially reform,0,No,Functions defined in AHDB Order 2008. Funded by agriculture industry through statutory levies with the purpose to improve the competitiveness and sustainability of the industries which fund it.,-,"AHDB, Stoneleigh Park, Kenilworth, Warwickshire CV8 2TL",024 7669 2051,info@ahdb.org.uk,www.ahdb.org.uk,John Godfrey,"£45,670",Tom Taylor,"£184,580",No,Yes,Yes,PHSO,2011-12,2011,NAO,£0,"£61,328,000",430,Yes
1,Board of Trustees of the Royal Botanic Gardens Kew,"Department for Environment, Food and Rural Affairs",Executive NDPB,Retain,0,No,To enable better management of the earth's environment by increasing knowledge and understanding of the plant and fungal kingdoms.,Established 1983 approximately.,"Royal Botanic Gardens, Kew, Richmond, Surrey TW9 3AB",020 8332 5655,info@kew.org,www.kew.org/about-kew/index.htm,Marcus Agius,-,Stephen Hopper,"£136,192",No,No,Yes,PHSO,2012,2012,NAO,"£28,500,000","£55,381,000",629,Yes
1,Commission for Rural Communities,"Department for Environment, Food and Rural Affairs",Executive NDPB,No longer an NDPB,0,No,The CRC’s statutory purpose has been to promote awareness of the social and economic needs of people who live and work in rural areas and help decision-makers across and beyond government to identify how those needs can best be addressed. We are required to have particular regard to people suffering from social disadvantage and areas suffering economic under-performance.,-,"Commission for Rural Communities, Unit 1,Saw Mill End, Corinium Avenue, Gloucester, GL4 3DE",01452 627508,info@ruralcommunities.gov.uk,www.defra.gov.uk/crc/,Dr Stuart Burgess,"£56,000",Jon Carling,"£55,000 - 60,000",Yes,Yes,Yes,PHSO,2011-12,2010,NAO,"£620,000","£620,000",4,Yes
1,Committee on Agricultural Valuation,"Department for Environment, Food and Rural Affairs",Advisory NDPB,No longer an NDPB,0,No,"The CAV was established by the Agricultural Holdings Act 1986 to advice on end of tenancy compensation.  There have been no appointments to the Committee for over ten years and advice on tenancy matters is now provided to Ministers through the Tenancy Reform Industry Group (TRIG), which is a non-statutory body.",The CAV is a defunct body.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes
1,Consumer Council for Water,"Department for Environment, Food and Rural Affairs",Executive NDPB,Under consideration*,0,No,To represent consumers of water & sewerage services in England & Wales,* Now to be retained and reviewed in 2014/15. Established in 1 Oct 2005 under the Water Industry Act 1991 as amended by the Water Act 2003.,"1st Floor, Victoria Square House, Victoria Square, Birmingham, B2 4AJ",01213 451 000,enquiries@ccwater.org.uk,www.ccwater.org.uk,Dame Yve Buckland,"£53,211",Anthony Smith,"£118,262",Yes,Yes,Yes,PHSO,2011-12,2011,NAO,"£5,130,000","£4,778,477",67,Yes
1,Environment Agency,"Department for Environment, Food and Rural Affairs",Executive NDPB,Retain and substantially reform,0,Yes,"The Environment Agency is an Executive Non-departmental Public Body responsible to the Secretary of State for Environment, Food and Rural Affairs and a Welsh Government Sponsored Body responsible to the Minister for Environment and Sustainable Development. Our principal aims are to protect and improve the environment, and to promote sustainable development. We play a central role in delivering the environmental priorities of central government and the Welsh Government through our functions and roles.","Staff numbers breakdown as 10,854 employed directly and 509 contractors.","Head Office, Horizon House, Deanery Road, Bristol, BS1 5AH",03708 506 506,enquiries@environment-agency.gov.uk,www.environment-agency.gov.uk,Rt Hon Lord Chris Smith of Finsbury,"£100,000 - 105,000.  3 day per week commitment",Dr Paul Leinster,"£190,000 - 195,000 (inc benefits and accrued pension entitlement)",Yes,Yes,Yes,PHSO,2012,Triennial Review due 2012/13.,NAO,"£749,000,000","£1,166,600,000",11363,Yes
1,Food from Britain,"Department for Environment, Food and Rural Affairs",Executive NDPB,No longer an NDPB,0,No,"To organise, develop, promote, encourage and coordinate the marketing in the United Kingdom (UK) and elsewhere of UK agricultural and horticultural produce, fish (other than sea fish) and fish products and any other food produced or processed in the UK. ",The Board has not met since Feb 2009.  On 31 March 2009 the body was administratively closed and its board disbanded.  ,"FFB Sponsorship Team, Food Policy Unit, Defra, Area 8E, 9 Millbank, c/o Nobel House, 17 Smith Square, London SW1P 3JR ",020 7238 6477,ian.leggat@defra.gsi.gov.uk ,-,-,-,-,-,-,-,-,PHSO,-,-,-,-,-,-,-
1,Gangmasters Licensing Authority,"Department for Environment, Food and Rural Affairs",Executive NDPB,Retain,0,Yes,"The GLA operates a licensing scheme for businesses which supply labour to the farming, food processing & packaging and shellfish gathering sectors.  It also enforces the criminal offences in the Gangmasters Licensing Act 2004 on behalf of Defra.","Established April 2005.  Income is generated from Enforcement: £2,600,000 + £100,000 (Northern Ireland)","Apex Court, City Link, Nottingham, NG2 4LA",0845 602 5020,licensing@gla.gsi.gov.uk ,http://gla.defra.gov.uk/,Margaret McKinlay,£330 per day for 75-95 days per year,Ian Livesy,"£80,000 - £85,000",Yes,Yes,Yes,PHSO,2012,2012,NAO,"£1,600,000","£4,360,000",65,Yes
1,Independent Agricultural Appeals Panel,"Department for Environment, Food and Rural Affairs",Advisory NDPB,Retain,0,No,Panel for appeals lodged with the Rural Payments Agency.,"There is no fixed Chair, three Panel Members will sit at each hearing with one being nominated as Chair. The IAAP does not have any formal structure and is administered by a team in the Rural Payments Agency.  ","Rural Payments Agency, North Gate house, 21-23 Valpy Street, reading, RG1 1AF",-,-,-,"No fixed chair, nominated from Panel members",-,-,-,No,No,Yes,PHSO,-,Triennial Review 2011/12.,-,0,-,-,Yes
1,Inland Waterways Advisory Council,"Department for Environment, Food and Rural Affairs",Advisory NDPB,No longer an NDPB,0,No,"Statutory advisor to Government and navigation authorities on the use and development of inland waterways in England, Wales and Scotland ",-,"c/o Defra Inland Waterways Team, Area 3B Nobel House, 17 Smith Square, London SW1P 3JR",-,iwac@defra.gsi.gov.uk,-,John Edmonds,"£2,634",-,-,No,No,No,No,2010,2012,-,0,-,0,Yes
1,Joint Nature Conservation Committee,"Department for Environment, Food and Rural Affairs",Executive NDPB,Retain,0,No,JNCC is the public body that advises the UK Government and devolved administrations on UK-wide and international nature conservation,-,"Monkstone House, City Road, Peterborough, PE1 1JY",01733 562626,comment@jncc.gov.uk,http://jncc.defra.gov.uk/,Peter Bridgewater,"£40,059",Marcus Yeo,"£105,362",Yes,Yes,Yes,PHSO,2011-12,Triennial Review due 2012/13.,NAO,"£9,349,426.00","£10,898,618.00",138,Yes
1,Marine Management Organisation,"Department for Environment, Food and Rural Affairs",Executive NDPB,Retain,0,Yes,"A range of responsibilities, including implementing a new marine planning system and licensing regime; managing UK fishing fleet capacity and UK fisheries quotas; working with Natural England and the Joint Nature Conservation Committee (JNCC) to manage a network of marine protected areas; responding to marine emergencies alongside other agencies.",Executive NDPB established and given powers under the Marine and Coastal Access Act 2009.,"Marine Management Organisation, Lancaster House, Hampshire Court, Newcastle upon Tyne, NE4 7YH",0300 123 1032, info@marinemanagement.org.uk,www.marinemanagement.org.uk/,Sir Bill Callaghan,"£37,306",James Cross,Civil Servant,No,Yes,Yes,PHSO,2011-12,-,NAO,"£30,680,000","£33,156,000",274,Yes
1,National Forest Company,"Department for Environment, Food and Rural Affairs",Executive NDPB,Retain,0,No,To oversee the creation of The National Forest located in the English Midlands.,Established in April 1995,"Enterprise Glade, Bath Yard, Moira, Swadlincote, Derbyshire. DE12 6BA",01283 551211     ,enquiries@nationalforest.org,www.nationalforest.org/,Catherine Graham - Harrision,"£13,305",Sophie Churchill (CEO),"£82,542",No,Yes,Yes,PHSO,2012,2010,C&AG / NAO,"£3,158,000","3,568,723",15,Yes
1,Natural England,"Department for Environment, Food and Rural Affairs",Executive NDPB,Retain and substantially reform,0,Yes,"Natural England is the government’s advisor on the natural environment. We provide practical advice, grounded in science, on how best to safeguard England’s natural wealth for the benefit of everyone.",Established 2006.  Helen Phillips was Chief Executive from 1 April 2011 to 29 February 2012. ,"Foundry House, 3 Millsands, Sheffield, S3 8NH",0300 060 1130,enquiries@naturalengland.org.uk,www.naturalengland.org.uk,Mr Poul Christensen,"£82,000",Dave Webster interim CEO on 1 March 2012. ,"£10,350 (pro rata).",Yes,Yes,Yes,PHSO,2012,Triennial Review due 2012/13.,Yes,"£194,000,000","£199,000,000",2291,Yes
1,Plant Varieties and Seeds Tribunal,"Department for Environment, Food and Rural Affairs",Tribunal NDPB,No longer an NDPB,0,-,-,"Tribunal has not met for a number of years, due to be abolished by an Order made under the Public Bodies Act.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,Science Advisory Council,"Department for Environment, Food and Rural Affairs",Advisory NDPB,Retain,0,No,The SAC challenges and supports the Department’s Chief Scientific Adviser (CSA) in independently assuring and challenging the evidence underpinning Defra policies and ensuring that the evidence programme meets Defra’s needs.,Established 2004.  Following an Independent review the SAC was re-modelled in August 2011 in line with review report recommendations.,"Science Advisory Council, Area 1a, Nobel House, 17 Smith Square, London, SW1P 3JR
",020 7238 5439,Science.Advisory.Council@defra.gsi.gov.uk,www.defra.gov.uk/sac/,Professor Christoper Gilligan,£375 per day and half this rate for preparation time.,Mr Chris Jacobs,Civil Servant,No,Yes,Yes,-,2011,2010,-,-,-,2,Yes
1,Sea Fish Industry Authority,"Department for Environment, Food and Rural Affairs",Executive NDPB,Retain,0,Yes,"Supports all sectors of the seafood industry for a sustainable, profitable future and aims to support and improve the environmental sustainability, efficiency and cost-effectiveness of the industry, as well as promoting sustainably-sourced seafood. Seafish is funded by a levy on the first sale of seafood landed and imported in the UK.",Established 1981,"Seafish, 18 Logie Mill, Logie Green Road, Edinburgh, EH7 4HS or Origin Way, Europarc, Grimsby, N E Lincs, DN37 9TZ",0131 558 3331 or 01472 252300,seafish@seafish.co.uk ,www.seafish.org/,John Whitehead,"£51,913",Paul Williams,"£80,000-£85,000",Yes,Yes,Yes,PHSO,2010-11,2011,NAO,£0,"£6,551,000",72,Yes
1,Veterinary Products Committee,"Department for Environment, Food and Rural Affairs",Advisory NDPB,Retain,0,No,"Advises the Secretary of State on veterinary medicines, animal feed additives and promotes the collection of information relating to suspected adverse reactions to veterinary medicines. It considers representations by market authorisation holders/applicants in relation to granting, refusal or revocation of a marketing authorisation or animal test certificate.","Established in 1970 by an Order made under the Medicines Act 1968.  In 2005 the Order was revoked by the Veterinary Medicines Regulations 2005. However, the Regulations, which are revoked and replaced regularly, provided that there should continue to be a VPC.","VMD, Woodham Lane, New Haw, Addlestone, Surrey KT15 3LS  ",01932 338490,vpc@vmd.defra.gsi.gov.uk,www.vmd.defra.gov.uk/vpc/ ,Prof W J (Bill) Reilly BVMS BSc DVSM HonFRCVS.,£185 attendance fee and £94 preparation fee per meeting,Colin Bennett,-,Yes,Yes,Yes,PHSO,2011,Triennial Review due 2012/13.,-,-,-,-,yes
1,Commonwealth Scholarship Commission in the UK,Department for International Development,Executive NDPB,Retain,0,No,"The Commission is responsible for managing Britain’s contribution to the Commonwealth Scholarship and Fellowship Plan; an international programme under which member governments offer scholarships and fellowships to citizens of other Commonwealth countries.
",Established 1959.  Financial information as of 2010.,"c/o The Association of Commonwealth Universities, Woburn House, 20-24 Tavistock Square, London, WC1H 9HF",020 7380 6700,via: http://cscuk.dfid.gov.uk/about-us/contact-us/ ,http://cscuk.dfid.gov.uk/,Professor Tim Unwin,"£6,000",Civil Servant,Civil Servant,Yes,Yes,Yes,PHSO,2010-11,Triennial Review due 2012/13.,-,"18,808,471","18,808,471",0,Yes
1,Independent Commission for Aid Impact,Department for International Development,Advisory NDPB,-,0,Yes,"ICAI is the independent body responsible for scrutinising UK aid. ICAI carries out independent reviews of aid programmes and of issues affecting the delivery of UK aid. ICAI publishes transparent, impartial and objective reports to provide evidence and clear recommendations to support UK Government decision-making and to strengthen the accountability of the aid programme.",Established 2011.  ,"Independent Commission for Aid Impact, Dover House, 66 Whitehall, London SW1A 2AU",020 7270 6736,"enquiries@icai.independent.gov.uk
",http://icai.independent.gov.uk/,"Graham Ward CBE, MA, FCA
Chief Commissioner","£33,750","Tom McDonald, Head of Secretariat
",Civil Servant,No,Yes,Yes,-,`,-,-,-,-,5,Yes
1,British Transport Police Authority,Department for Transport,Executive NDPB,Retain,0,No,"BTPA is the independent body responsible for ensuring an efficient and effective British Transport Police force for rail operators, their staff and passengers.","Established 2004.  The information provided here is for the Authority only and does not include the BTP Force.  The Authority’s costs are met from the BTP’s charges to rail operators.  The Government currently provides underpinning funding for the Force to cover a historic funding shortfall, as well as funding the Olympics policing effort and Metal Theft Task Force coordination, but no direct funding to the Authority.","The Forum, 5th Floor North, 74-80 Camden Street, London, NW1 0EG",020 7383 0259,general.enquiries@btpa.police.uk,http://btpa.police.uk/,Urmila Banerjee CBE,"£32,238",Andrew Figgures,"£125,732",Yes,Yes,Yes,-,2011-12,Triennial Review due 2012/13.,NAO,£0,"£1,864,000",10,Yes
1,Directly Operated Railways Ltd,Department for Transport,Executive NDPB,Retain,0,No,"DOR fulfils the Secretary of State for Transport's requirements under the Railways Act to secure the continued provision of passenger railway services should an existing franchise not be able to complete its full term.  (At present DOR has one operating subsidiary: The East Coast Main Line Company Ltd, which is not itself an NDPB and as such is outside of the scope of this report).","Established 2009. Until 23 December 2011 Elaine Holt acted in the combined full time role of Chair and Chief Executive. On 23 December, the two roles were separated and Doug Sutherland was appointed as Non–Executive Chairman and Michael Holden was appointed as Chief Executive. Salaries from 23 Dec have been pro-rated. Income for DOR is in the main generated from ticket revenue from passenger services on the East Coast railway and associated services. DOR also provides services direct to DfT in connection with the Secretary of State’s obligations under the Railways Act. These services are provided on an ad hoc basis and are paid for under separate contracts direct with the DfT on a supplier basis.","4th Floor, One Kemble Street, London, WC2B 4AN",020 7904 5043,enquiries@directlyoperatedrailways.co.uk,www.directlyoperatedrailways.co.uk,See Notes,"£7,000",See Notes,"£251,000",No,No,Yes,-,2011-12,-,Pricewaterhouse Coopers,See Notes,"£909,000",5,No
1,Disabled Persons’ Transport Advisory Committee,Department for Transport,Advisory NDPB,No longer an NDPB,0,No,Statutory body set up under the Transport Act 1985 to advise the Government on transport policy as it affects the mobility of disabled people.,Established  1986.  Chair does not take payment.  The 2012 Annual Report has not yet been published; funding and expenditure figures are preliminary.,"c/o 2/15 Great Minster House, Marsham Street, London, SW1P 4DR",020 7944 6441,phil.pool@dft.gsi.gov.uk,http://dptac.independent.gov.uk/,Dai Powell,£0,Civil Servant,Civil Servant,No,Yes,Yes,PHSO,2009-11 Combined,2008,-,"£136,200","£136,200",1,Yes
